#MenuPropertyLayoutParam=MENUPROPERTY_LAYOUT
ID,Name,LayoutPath - LayoutPath - fixstr,PropertyId [MENU_PROPERTY_ID] - PropertyId [MENU_PROPERTY_ID] - s32,captionTextId - captionTextId - s32,HelpTextId - HelpTextId - s32,pad1 - pad1 - dummy8
2303,,TopItem_2,302,0,31006,-
2304,,TopItem_3,391,0,31034,-
2305,,TopItem_3_0,391,0,31034,-
2306,,TopItem_3_1,392,0,0,-
2307,,TopItem_3_2,393,0,0,-
2308,,TopItem_4,103,0,31351,-
2309,,TopItem_5,380,0,31350,-
2310,,TopItem_5_plus,381,0,0,-
2311,,L_Item_00,310,0,31010,-
2312,,L_Item_01,311,0,31011,-
2313,,L_Item_02,312,0,31012,-
2314,,L_Item_03,313,0,31013,-
2315,,L_Item_04,314,0,31014,-
2316,,L_Item_05,322,0,31030,-
2317,,L_Item_06a,320,0,31032,-
2318,,L_Item_06b,321,0,31033,-
2319,,L_Item_00_plus,315,0,0,-
2320,,L_Item_01_plus,316,0,0,-
2321,,L_Item_02_plus,317,0,0,-
2322,,L_Item_03_plus,318,0,0,-
2323,,L_Item_04_plus,319,0,0,-
2324,,L_Item_05_plus,0,0,0,-
2325,,L_Item_06a_plus,0,0,0,-
2326,,L_Item_06b_plus,0,0,0,-
2327,,R_Item_00,340,0,31020,-
2328,,R_Item_01,341,0,31021,-
2329,,R_Item_02,342,0,31022,-
2330,,R_Item_03,343,0,31023,-
2331,,R_Item_04,344,0,31024,-
2332,,R_Item_05,350,0,31031,-
2333,,R_Item_06,0,0,0,-
2334,,R_Item_00_plus,345,0,0,-
2335,,R_Item_01_plus,346,0,0,-
2336,,R_Item_02_plus,347,0,0,-
2337,,R_Item_03_plus,348,0,0,-
2338,,R_Item_04_plus,349,0,0,-
2339,,R_Item_05_plus,351,0,0,-
2340,,R_Item_06_plus,0,0,0,-
2341,,Item_10,331,0,31051,-
2342,,Item_11,330,0,31050,-
2343,,Item_12,334,0,31054,-
2344,,Item_13,0,0,0,-
2345,,Item_20,370,0,31314,-
2346,,Item_21,371,0,31315,-
2347,,Item_22,372,0,31316,-
2348,,Item_23,373,0,31317,-
2349,,Item_30,360,0,31300,-
2350,,Item_31,361,0,31301,-
2351,,Item_32,362,0,31302,-
2352,,Item_33,363,0,31303,-
2353,,Item_30_plus,365,0,0,-
2354,,Item_31_plus,366,0,0,-
2355,,Item_32_plus,367,0,0,-
2356,,Item_33_plus,368,0,0,-
2357,,StatusTitle_0,0,20000,0,-
2358,,StatusTitle_1,0,20001,0,-
2359,,StatusTitle_2,0,20004,0,-
2360,,StatusTitle_3,0,20003,0,-
2361,,StatusTitle_4,0,20002,0,-
2362,,,0,0,0,-
4000,,Title,100,0,0,-
4001,,TopItem_0,0,0,0,-
4002,,TopItem_1,0,0,0,-
4003,,TopItem_2,103,0,31351,-
4004,,TopItem_3,420,0,31350,-
4005,,TopItem_3_plus,421,0,0,-
4006,,L_Item_00,430,0,31180,-
4007,,L_Item_01,431,0,31181,-
4008,,L_Item_02,432,0,31182,-
4009,,L_Item_03,433,0,31183,-
4010,,L_Item_04,434,0,31184,-
4011,,L_Item_05,435,0,31185,-
4012,,L_Item_06,436,0,31186,-
4013,,L_Item_07,437,0,31187,-
4014,,R_Item_00,412,0,31191,-
4015,,R_Item_01,411,0,31190,-
4016,,R_Item_02,414,0,31193,-
4017,,R_Item_03,413,0,31192,-
4018,,R_Item_04,415,0,31200,-
4019,,R_Item_05,0,0,0,-
4020,,R_Item_06,0,0,0,-
4021,,R_Item_07,0,0,0,-
4022,,StatusTitle_0,0,20012,0,-
4023,,StatusTitle_1,0,20005,0,-
4024,,,0,0,0,-
5000,,Title,100,0,0,-
5001,,TopItem_0,0,0,0,-
5002,,TopItem_1,0,0,0,-
5003,,TopItem_2,502,0,0,-
5004,,TopItem_2_plus,0,0,0,-
5005,,TopItem_3,503,11370,0,-
5006,,TopItem_3_plus,0,0,0,-
5007,,TopItem_4,0,0,0,-
5008,,TopItem_5,0,0,0,-
5009,,L_Item_0,0,0,0,-
5010,,Item_10,0,0,0,-
5011,,Item_11,0,0,0,-
5012,,Item_12,0,0,0,-
5013,,Item_13,0,0,0,-
5014,,StatusTitle_0,0,0,0,-
5015,,StatusTitle_1,0,20002,0,-
5016,,,0,0,0,-
6000,,Title,100,0,0,-
6001,,TopItem_0,600,0,31001,-
6002,,TopItem_1,601,0,31003,-
6003,,TopItem_2,110,0,31004,-
6004,,TopItem_2_plus,111,0,0,-
6005,,TopItem_3,112,0,31005,-
6006,,TopItem_3_plus,113,0,0,-
6007,,L_Item_00,610,0,31010,-
6008,,L_Item_01,611,0,31011,-
6009,,L_Item_02,612,0,31012,-
6010,,L_Item_03,613,0,31013,-
6011,,L_Item_04,615,0,31014,-
6012,,L_Item_05,614,0,31030,-
6013,,R_Item_00,0,0,0,-
6014,,R_Item_01,0,0,0,-
6015,,R_Item_02,0,0,0,-
6016,,R_Item_03,0,0,0,-
6017,,R_Item_04,0,0,0,-
6018,,R_Item_05,0,0,0,-
6019,,Item_10,621,0,31051,-
6020,,Item_11,620,0,31050,-
6021,,Item_12,624,0,31054,-
6022,,Item_13,0,0,0,-
6023,,StatusTitle_0,0,20000,0,-
6024,,StatusTitle_1,0,20004,0,-
6025,,,0,0,0,-
10000,,Item_00,10008,0,30200,-
10001,,Item_01,10013,0,30203,-
10002,,Item_02,10100,0,30400,-
10003,,Item_03,10102,0,30402,-
10004,,Item_04,10101,0,30401,-
10005,,Item_05,10105,0,30405,-
10006,,Item_06,10103,0,30403,-
10007,,Item_07,10104,0,30404,-
10008,,Item_08,10106,0,30406,-
10009,,Item_09,10107,0,30407,-
10010,,Item_10,10109,0,30409,-
10011,,Item_11,10200,0,30500,-
10012,,Item_11_plus,10201,0,0,-
10013,,Item_12,10202,0,30501,-
10014,,Item_12_plus,10203,0,0,-
10015,,Item_13,10204,0,30502,-
10016,,Item_14,0,0,0,-
10017,,Item_15,10205,0,30510,-
10018,,Item_15_plus,10206,0,0,-
10019,,Item_16,10227,0,31200,-
10020,,Item_17,10225,0,30562,-
10021,,Item_18,10224,0,30561,-
10022,,StatusTitle_0,0,0,0,-
10023,,StatusTitle_1,0,0,0,-
10024,,,0,0,0,-
11000,,Item_00,10207,0,30520,-
11001,,Item_01,10208,0,30521,-
11002,,Item_02,10209,0,30522,-
11003,,Item_03,10210,0,30523,-
11004,,Item_04,10211,0,30524,-
11005,,Item_05,10212,0,30525,-
11006,,Item_10,10213,0,30580,-
11007,,Item_11,10214,0,30581,-
11008,,Item_12,10215,0,30582,-
11009,,Item_13,10216,0,30583,-
11010,,Item_14,10217,0,30584,-
11011,,Item_15,10218,0,30585,-
11012,,Item_16,10219,0,30586,-
11013,,Item_17,10258,0,30587,-
11014,,Item_20,10221,0,30591,-
11015,,Item_21,10220,0,30590,-
11016,,Item_22,10263,0,30593,-
11017,,Item_23,10222,0,30592,-
11018,,Item_10_plus,10242,0,0,-
11019,,Item_11_plus,10259,0,0,-
11020,,Item_12_plus,10260,0,0,-
11021,,Item_13_plus,10261,0,0,-
11022,,Item_14_plus,10243,0,0,-
11023,,Item_15_plus,10244,0,0,-
11024,,Item_16_plus,10245,0,0,-
11025,,Item_17_plus,10262,0,0,-
11026,,Item_20_plus,10264,0,0,-
11027,,Item_21_plus,10265,0,0,-
11028,,Item_22_plus,10266,0,0,-
11029,,Item_23_plus,10267,0,0,-
11030,,StatusTitle_0,0,20000,0,-
11031,,StatusTitle_1,0,20011,0,-
11032,,StatusTitle_2,0,20005,0,-
11033,,StatusTitle_3,0,20012,0,-
11034,,StatusTitle_4,0,20013,0,-
11035,,,0,0,0,-
15000,,PlayerName,10000,0,30100,-
15001,,Item_0,10001,0,30101,-
15002,,Item_1,10012,0,30301,-
15003,,Item_2,10002,0,30102,-
15004,,Item_3,10003,0,30103,-
15005,,Item_4,10011,0,30300,-
15006,,,0,0,0,-
15500,,Item_0_0,10011,0,30300,-
15501,,Item_1_0,10008,0,30200,-
15502,,Item_2_0,10013,0,30203,-
15503,,Item_3_0,10009,0,30201,-
15504,,Item_4_0,10010,0,30202,-
15505,,LowerLeft_0,10100,0,30400,-
15506,,LowerLeft_1,10102,0,30402,-
15507,,LowerLeft_2,10101,0,30401,-
15508,,LowerLeft_3,10105,0,30405,-
15509,,LowerLeft_4,10103,0,30403,-
15510,,LowerLeft_5,10104,0,30404,-
15511,,LowerLeft_6,10106,0,30406,-
15512,,LowerLeft_7,10107,0,30407,-
15513,,LowerLeft_8,10109,0,30409,-
15514,,PlayerName,10000,0,0,-
15515,,StatusTitle_1,0,20008,0,-
15516,,,0,0,0,-
16000,,L_Item_00,10200,0,30500,-
16001,,L_Item_00_plus,10201,0,0,-
16002,,L_Item_01,10202,0,30501,-
16003,,L_Item_01_plus,10203,0,0,-
16004,,L_Item_02,10204,0,30502,-
16005,,L_Item_03,10205,0,30510,-
16006,,L_Item_03_plus,10206,0,0,-
16007,,L_Item_04,10227,0,31200,-
16008,,L_Item_05,10225,0,30562,-
16009,,L_Item_06,0,0,0,-
16010,,L_Item_07,0,0,0,-
16011,,L_Item_10,10207,0,30520,-
16012,,L_Item_11,10208,0,30521,-
16013,,L_Item_12,10209,0,30522,-
16014,,L_Item_13,10210,0,30523,-
16015,,L_Item_14,10211,0,30524,-
16016,,L_Item_15,10212,0,30525,-
16017,,R_Item_00,10213,0,30580,-
16018,,R_Item_01,10214,0,30581,-
16019,,R_Item_02,10215,0,30582,-
16020,,R_Item_03,10216,0,30583,-
16021,,R_Item_04,10217,0,30584,-
16022,,R_Item_05,10218,0,30585,-
16023,,R_Item_06,10219,0,30586,-
16024,,R_Item_07,10258,0,30587,-
16025,,R_Item_10,10221,0,30591,-
16026,,R_Item_11,10220,0,30590,-
16027,,R_Item_12,10263,0,30593,-
16028,,R_Item_13,10222,0,30592,-
16029,,R_Item_14,10224,0,30561,-
16030,,R_Item_00_plus,10242,0,0,-
16031,,R_Item_01_plus,10259,0,0,-
16032,,R_Item_02_plus,10260,0,0,-
16033,,R_Item_03_plus,10261,0,0,-
16034,,R_Item_04_plus,10243,0,0,-
16035,,R_Item_05_plus,10244,0,0,-
16036,,R_Item_06_plus,10245,0,0,-
16037,,R_Item_07_plus,10262,0,0,-
16038,,R_Item_10_plus,10264,0,0,-
16039,,R_Item_11_plus,10265,0,0,-
16040,,R_Item_12_plus,10266,0,0,-
16041,,R_Item_13_plus,10267,0,0,-
16042,,StatusTitle_0,0,20009,0,-
16043,,StatusTitle_1,0,20000,0,-
16044,,StatusTitle_2,0,20011,0,-
16045,,StatusTitle_3,0,20005,0,-
16046,,StatusTitle_4,0,20012,0,-
16047,,StatusTitle_5,0,20013,0,-
16048,,,0,0,0,-
20000,,TopItem_0,10009,0,30201,-
20001,,TopItem_1,0,0,0,-
20002,,,0,0,0,-
20100,,TopItem_0,10009,0,30201,-
20101,,TopItem_1,120,0,32000,-
20102,,,0,0,0,-
20200,,TopItem_0,10009,0,30201,-
20201,,TopItem_1,121,0,32010,-
20202,,,0,0,0,-
20300,,Weight_Rate,10226,0,30511,-
20301,,Weight_Current,10205,0,30510,-
20302,,Weight_Max,10206,0,0,-
20303,,,0,0,0,-
20400,,TopItem_0,10009,0,30201,-
20401,,TopItem_1,120,0,32001,-
20402,,,0,0,0,-
20500,,TopItem_0,10009,0,30201,-
20501,,TopItem_1,120,0,32002,-
20502,,,0,0,0,-
20600,,TopItem_0,10009,0,30201,-
20601,,TopItem_1,120,0,32003,-
20602,,,0,0,0,-
20700,,TopItem_0,10009,0,30201,-
20701,,TopItem_1,120,0,32004,-
20702,,,0,0,0,-
20900,,TopItem_0,100,0,0,-
20901,,TopItem_1,110,0,31004,-
20902,,,0,0,0,-
30000,,Item_0_0,10008,0,30200,-
30001,,Item_1_0,10013,0,30203,-
30002,,Item_2_0,10009,0,30201,-
30003,,Item_3_0,10010,0,30202,-
30004,,Item_4_0,0,0,0,-
30005,,LowerLeft_0,10100,0,30400,-
30006,,LowerLeft_1,10102,0,30402,-
30007,,LowerLeft_2,10101,0,30401,-
30008,,LowerLeft_3,10105,0,30405,-
30009,,LowerLeft_4,10103,0,30403,-
30010,,LowerLeft_5,10104,0,30404,-
30011,,LowerLeft_6,10106,0,30406,-
30012,,LowerLeft_7,10107,0,30407,-
30013,,LowerLeft_8,10109,0,30409,-
30014,,PlayerName,10000,0,0,-
30015,,StatusTitle_1,0,20008,0,-
30016,,,0,0,0,-
31000,,L_Item_00,10201,0,30500,-
31001,,L_Item_01,10203,0,30501,-
31002,,L_Item_02,10204,0,30502,-
31003,,L_Item_03,10206,0,30512,-
31004,,L_Item_04,10227,0,31200,-
31005,,L_Item_05,10225,0,30562,-
31006,,L_Item_06,0,0,0,-
31007,,L_Item_07,0,0,0,-
31008,,L_Item_10,10207,0,30520,-
31009,,L_Item_11,10208,0,30521,-
31010,,L_Item_12,10209,0,30522,-
31011,,L_Item_13,10210,0,30523,-
31012,,L_Item_14,10211,0,30524,-
31013,,L_Item_15,10212,0,30525,-
31014,,R_Item_00,10213,0,30530,-
31015,,R_Item_01,10214,0,30531,-
31016,,R_Item_02,10215,0,30532,-
31017,,R_Item_03,10216,0,30533,-
31018,,R_Item_04,10217,0,30534,-
31019,,R_Item_05,10218,0,30535,-
31020,,R_Item_06,10219,0,30536,-
31021,,R_Item_07,10258,0,30537,-
31022,,R_Item_10,10221,0,30541,-
31023,,R_Item_11,10220,0,30540,-
31024,,R_Item_12,10263,0,30543,-
31025,,R_Item_13,10222,0,30542,-
31026,,R_Item_14,10224,0,30561,-
31027,,StatusTitle_0,0,20009,0,-
31028,,StatusTitle_1,0,20000,0,-
31029,,StatusTitle_2,0,20000,0,-
31030,,StatusTitle_3,0,20011,0,-
31031,,StatusTitle_4,0,20005,0,-
31032,,,0,0,0,-
40000,,TopItem_0,10000,0,0,-
40001,,TopItem_1,10001,0,0,-
40002,,TopItem_2,10012,0,0,-
40003,,TopItem_3,10002,0,0,-
40004,,TopItem_4,10003,0,0,-
40005,,Bottom/Item_0_0,10008,0,30200,-
40006,,Bottom/Item_1_0,10100,0,30400,-
40007,,Bottom/Item_2_0,10102,0,30402,-
40008,,Bottom/Item_3_0,10101,0,30401,-
40009,,Bottom/Item_4_0,10105,0,30405,-
40010,,Bottom/Item_5_0,10103,0,30403,-
40011,,Bottom/Item_6_0,10104,0,30404,-
40012,,Bottom/Item_7_0,10106,0,30406,-
40013,,Bottom/Item_8_0,10107,0,30407,-
40014,,Bottom/Item_9_0,10109,0,30409,-
40015,,,0,0,0,-
