#WepAbsorpPosParam=WEP_ABSORP_POS_PARAM_ST
ID,Name,ShealthTime - ShealthTime - u8,pad1 - pad1 - dummy8,OneHandDamipolyId0 - OneHandDamipolyId0 - u16,OneHandDamipolyId1 - OneHandDamipolyId1 - u16,BothHandDamipolyId0 - BothHandDamipolyId0 - u16,ShealthDamipolyId0 - ShealthDamipolyId0 - u16,ShealthDamipolyId1 - ShealthDamipolyId1 - u16,OneHandDamipolyId2 - OneHandDamipolyId2 - u16,OneHandDamipolyId3 - OneHandDamipolyId3 - u16,BothHandDamipolyId1 - BothHandDamipolyId1 - u16,ShealthDamipolyId2 - ShealthDamipolyId2 - u16,ShealthDamipolyId3 - ShealthDamipolyId3 - u16,OneHandDamipolyId4 - OneHandDamipolyId4 - u16,OneHandDamipolyId5 - OneHandDamipolyId5 - u16,BothHandDamipolyId2 - BothHandDamipolyId2 - u16,ShealthDamipolyId4 - ShealthDamipolyId4 - u16,ShealthDamipolyId5 - ShealthDamipolyId5 - u16,OneHandDamipolyId6 - OneHandDamipolyId6 - u16,OneHandDamipolyId7 - OneHandDamipolyId7 - u16,BothHandDamipolyId3 - BothHandDamipolyId3 - u16,ShealthDamipolyId6 - ShealthDamipolyId6 - u16,ShealthDamipolyId7 - ShealthDamipolyId7 - u16,Unk22 - Unk22 - u8,Unk23 - Unk23 - u8,Unk24 - Unk24 - u8,Unk25 - Unk25 - u8,BothHandDamipolyId4 - BothHandDamipolyId4 - s16,BothHandDamipolyId5 - BothHandDamipolyId5 - s16,BothHandDamipolyId6 - BothHandDamipolyId6 - s16,BothHandDamipolyId7 - BothHandDamipolyId7 - s16,Unk30 - Unk30 - u8,Unk31 - Unk31 - u8,Unk32 - Unk32 - u8,Unk33 - Unk33 - u8,Unk34 - Unk34 - u8,Unk35 - Unk35 - u8,Unk36 - Unk36 - u8,Unk37 - Unk37 - u8,Unk38 - Unk38 - u8,Unk39 - Unk39 - u8,Unk40 - Unk40 - u8,Unk41 - Unk41 - u8,Unk42 - Unk42 - u8,Unk43 - Unk43 - u8,Unk44 - Unk44 - u8,Unk45 - Unk45 - u8,Unk46 - Unk46 - u8,Unk47 - Unk47 - u8,Unk48 - Unk48 - u8,Unk49 - Unk49 - u8,Unk50 - Unk50 - u8,Unk51 - Unk51 - u8,Unk52 - Unk52 - u8,Unk53 - Unk53 - u8,pad2 - pad2 - dummy8,NewStruct_V - NewStruct_V - u8,Unk55 - Unk55 - u8,pad3 - pad3 - dummy8,Unk56 - Unk56 - u8,Unk57 - Unk57 - u8,pad4 - pad4 - dummy8,Unk58 - Unk58 - u8,Unk59 - Unk59 - u8,pad5 - pad5 - dummy8,Unk60 - Unk60 - u8,Unk61 - Unk61 - u8,pad6 - pad6 - dummy8,Unk62 - Unk62 - u8,Unk63 - Unk63 - u8,pad7 - pad7 - dummy8,Unk64 - Unk64 - u8,Unk65 - Unk65 - u8,pad8 - pad8 - dummy8,Unk66 - Unk66 - u8,Unk67 - Unk67 - u8,pad9 - pad9 - dummy8,Unk68 - Unk68 - u8,Unk69 - Unk69 - u8,pad10 - pad10 - dummy8,Unk70 - Unk70 - u8,Unk71 - Unk71 - u8,pad11 - pad11 - dummy8,Unk72 - Unk72 - u8,Unk73 - Unk73 - u8,pad12 - pad12 - dummy8
10,,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
11,,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
12,,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
13,,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
14,,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
15,,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
16,,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
17,,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
18,,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
19,,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
100,,0,-,0,58,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
110,,0,-,0,68,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
5000,,0,-,20,21,20,0,147,147,21,147,0,147,149,65535,148,0,149,0,65535,148,0,0,0,0,255,255,149,0,0,0,255,255,149,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
7000,,0,-,0,112,0,112,0,0,65535,0,0,0,0,65535,0,0,0,0,65535,0,0,0,0,0,255,255,0,0,0,0,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
7100,,0,-,0,113,0,113,0,0,65535,0,0,0,0,65535,0,0,0,0,65535,0,0,0,0,0,255,255,0,0,0,0,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
7200,,0,-,0,114,0,114,0,0,65535,0,0,0,0,65535,0,0,0,0,65535,0,0,0,0,0,255,255,0,0,0,0,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
7300,,0,-,0,115,0,115,0,0,65535,0,0,0,0,65535,0,0,0,0,65535,0,0,0,0,0,255,255,0,0,0,0,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
7400,,0,-,0,116,0,116,0,0,65535,0,0,0,0,65535,0,0,0,0,65535,0,0,0,0,0,255,255,0,0,0,0,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
7500,,0,-,0,117,0,117,0,0,65535,0,0,0,0,65535,0,0,0,0,65535,0,0,0,0,0,255,255,0,0,0,0,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
7600,,0,-,0,118,0,118,0,0,65535,0,0,0,0,65535,0,0,0,0,65535,0,0,0,0,0,255,255,0,0,0,0,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
7700,,0,-,0,119,0,119,0,0,65535,0,0,0,0,65535,0,0,0,0,65535,0,0,0,0,0,255,255,0,0,0,0,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
7800,,0,-,0,123,0,123,0,0,65535,0,0,0,0,65535,0,0,0,0,65535,0,0,0,0,0,255,255,0,0,0,0,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
7900,,0,-,0,124,0,124,0,0,65535,0,0,0,0,65535,0,0,0,0,65535,0,0,0,0,0,255,255,0,0,0,0,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
