#BehaviorParam_PC=BEHAVIOR_PARAM_ST
ID,Name,variationId - variationId - s32,behaviorJudgeId - behaviorJudgeId - s32,ezStateBehaviorType_old - ezStateBehaviorType_old - u8,refType - refType - u8,pad1 - pad1 - dummy8,refId - refId - s32,sfxVariationId - sfxVariationId - s32,stamina - stamina - s32,mp - mp - s32,category - category - u8,heroPoint - heroPoint - u8,pad2 - pad2 - dummy8
105000381,,5000,381,1,1,-,391,0,0,0,0,0,-
105000400,,5000,400,1,0,-,400,0,0,0,0,0,-
105000410,,5000,410,1,0,-,410,0,0,0,0,0,-
105000500,,5000,500,1,2,-,106040,0,0,0,0,0,-
105000510,,5000,510,1,2,-,106050,0,0,0,0,0,-
105000520,,5000,520,1,2,-,106060,0,0,0,0,0,-
105000600,,5000,600,1,0,-,5000600,0,0,0,1,0,-
105000610,,5000,610,1,0,-,5000610,0,0,0,1,0,-
105000620,,5000,620,1,0,-,5000620,0,0,0,1,0,-
105000640,,5000,640,1,0,-,5000640,0,0,0,1,0,-
105000650,,5000,650,1,0,-,5000650,0,0,0,1,0,-
105000660,,5000,660,1,0,-,5000660,0,0,0,1,0,-
105000661,,5000,661,1,0,-,5000661,0,0,0,1,0,-
105000680,,5000,680,1,0,-,5000680,0,0,0,1,0,-
105000690,,5000,690,1,0,-,5000690,0,0,0,1,0,-
105000700,,5000,700,1,0,-,5000700,0,0,0,1,0,-
105000720,,5000,720,1,0,-,5000720,0,0,0,1,0,-
105000790,,5000,790,1,0,-,5000790,0,0,0,1,0,-
105000791,,5000,791,1,0,-,5000791,0,0,0,1,0,-
105000792,,5000,792,1,0,-,5000792,0,0,0,1,0,-
105000800,,5000,800,1,0,-,5000800,0,0,0,1,0,-
105000899,,5000,899,1,1,-,3241,0,0,0,0,0,-
105000990,,5000,990,0,0,-,840,0,0,0,5,0,-
105000991,,5000,991,0,0,-,841,0,0,0,5,0,-
105000992,,5000,992,0,0,-,842,0,0,0,5,0,-
105000993,,5000,993,0,0,-,843,0,0,0,5,0,-
105000994,,5000,994,0,0,-,844,0,0,0,5,0,-
105000910,,5000,910,0,1,-,3490,0,0,0,9,0,-
105000911,,5000,911,0,1,-,3495,0,0,0,9,0,-
105000912,,5000,912,0,1,-,3500,0,0,0,9,0,-
105000913,,5000,913,0,1,-,3505,0,0,0,9,0,-
105001200,,5001,200,1,0,-,5001200,0,0,0,1,0,-
105001201,,5001,201,1,0,-,5001201,0,0,0,1,0,-
105002200,,5002,200,1,0,-,5002200,0,0,0,1,0,-
105002201,,5002,201,1,0,-,5002201,0,0,0,1,0,-
105003200,,5003,200,1,0,-,5003200,0,0,0,1,0,-
105003201,,5003,201,1,0,-,5003201,0,0,0,1,0,-
105003210,,5003,210,1,0,-,5003210,0,0,0,1,0,-
105004200,,5004,200,1,0,-,5004200,0,0,0,1,0,-
105004201,,5004,201,1,0,-,5004201,0,0,0,1,0,-
105004210,,5004,210,1,1,-,500410,0,0,0,9,0,-
105004215,,5004,215,1,1,-,500415,0,0,0,9,0,-
105004220,,5004,220,1,0,-,5004220,0,0,0,1,0,-
105004221,,5004,221,1,0,-,5004221,0,0,0,1,0,-
105004230,,5004,230,1,1,-,500430,0,0,0,9,0,-
105005200,,5005,200,1,0,-,5005200,0,0,0,1,0,-
105005201,,5005,201,1,0,-,5005201,0,0,0,1,0,-
105005202,,5005,202,1,0,-,5005202,0,0,0,1,0,-
105005203,,5005,203,1,0,-,5005203,0,0,0,1,0,-
105005210,,5005,210,1,1,-,500510,0,0,0,1,0,-
105005211,,5005,211,1,1,-,500511,0,0,0,1,0,-
105005212,,5005,212,1,1,-,500512,0,0,0,1,0,-
105005213,,5005,213,1,1,-,500513,0,0,0,1,0,-
105005214,,5005,214,1,1,-,500514,0,0,0,1,0,-
105005215,,5005,215,1,1,-,500515,0,0,0,1,0,-
105005216,,5005,216,1,1,-,500516,0,0,0,1,0,-
105005220,,5005,220,1,1,-,500520,0,0,0,9,0,-
105005221,,5005,221,1,1,-,500521,0,0,0,9,0,-
105005222,,5005,222,1,1,-,500522,0,0,0,9,0,-
105005223,,5005,223,1,1,-,500523,0,0,0,9,0,-
105005230,,5005,230,1,1,-,500530,0,0,0,9,0,-
105005240,,5005,240,1,1,-,500540,0,0,0,1,0,-
105005241,,5005,241,1,1,-,500541,0,0,0,1,0,-
105005242,,5005,242,1,1,-,500542,0,0,0,1,0,-
105005243,,5005,243,1,1,-,500543,0,0,0,1,0,-
105005244,,5005,244,1,1,-,500544,0,0,0,1,0,-
105005245,,5005,245,1,1,-,500545,0,0,0,1,0,-
105005246,,5005,246,1,1,-,500546,0,0,0,1,0,-
105007200,,5007,200,1,0,-,5007200,0,0,0,9,0,-
105007201,,5007,201,1,0,-,5007201,0,0,0,9,0,-
105007210,,5007,210,1,0,-,5007210,0,0,0,9,0,-
105007211,,5007,211,1,0,-,5007211,0,0,0,9,0,-
105007220,,5007,220,1,0,-,5007220,0,0,0,9,0,-
105007221,,5007,221,1,0,-,5007221,0,0,0,9,0,-
105007230,,5007,230,1,0,-,5007230,0,0,0,9,0,-
105007231,,5007,231,1,0,-,5007231,0,0,0,9,0,-
105007999,,5007,999,1,1,-,999,0,0,0,9,0,-
105008200,,5008,200,1,0,-,5008200,0,0,0,9,0,-
105008201,,5008,201,1,0,-,5008201,0,0,0,9,0,-
105008210,,5008,210,1,0,-,5008210,0,0,0,9,0,-
105008211,,5008,211,1,0,-,5008211,0,0,0,9,0,-
105008220,,5008,220,1,0,-,5008220,0,0,0,1,0,-
105008221,,5008,221,1,0,-,5008221,0,0,0,1,0,-
105008230,,5008,230,1,0,-,5008230,0,0,0,9,0,-
105009200,,5009,200,1,0,-,5009200,0,0,0,9,0,-
105009201,,5009,201,1,0,-,5009201,0,0,0,9,0,-
105009210,,5009,210,1,0,-,5009210,0,0,0,9,0,-
105009220,,5009,220,1,0,-,5009220,0,0,0,9,0,-
105009251,,5009,251,1,0,-,5009251,0,0,0,9,0,-
105010200,,5010,200,1,0,-,5010200,0,0,0,1,0,-
105010210,,5010,210,1,0,-,5010210,0,0,0,1,0,-
105010215,,5010,215,1,0,-,5010215,0,0,0,9,0,-
105010220,,5010,220,1,0,-,5010220,0,0,0,1,0,-
105010221,,5010,221,1,0,-,5010221,0,0,0,1,0,-
105020200,,5020,200,1,0,-,5020200,0,0,0,1,0,-
105020201,,5020,201,1,0,-,5020201,0,0,0,1,0,-
105020202,,5020,202,1,0,-,5020202,0,0,0,1,0,-
105020203,,5020,203,1,0,-,5020203,0,0,0,1,0,-
105020209,,5020,209,1,0,-,5020209,0,0,0,1,0,-
105021200,,5021,200,1,0,-,5021200,0,0,0,1,0,-
105021201,,5021,201,1,0,-,5021201,0,0,0,1,0,-
105021202,,5021,202,1,0,-,5021202,0,0,0,1,0,-
105021203,,5021,203,1,0,-,5021203,0,0,0,1,0,-
105021204,,5021,204,1,0,-,5021204,0,0,0,1,0,-
105021205,,5021,205,1,0,-,5021205,0,0,0,1,0,-
105021206,,5021,206,1,0,-,5021206,0,0,0,1,0,-
105021207,,5021,207,1,0,-,5021207,0,0,0,1,0,-
105021208,,5021,208,1,0,-,5021208,0,0,0,1,0,-
105021220,,5021,220,1,0,-,5021220,0,0,0,9,0,-
105021221,,5021,221,1,0,-,5021221,0,0,0,9,0,-
105021222,,5021,222,1,0,-,5021222,0,0,0,9,0,-
105021223,,5021,223,1,0,-,5021223,0,0,0,9,0,-
105021224,,5021,224,1,0,-,5021224,0,0,0,9,0,-
105021225,,5021,225,1,0,-,5021225,0,0,0,9,0,-
105021226,,5021,226,1,0,-,5021226,0,0,0,9,0,-
105021227,,5021,227,1,0,-,5021227,0,0,0,9,0,-
105021228,,5021,228,1,0,-,5021228,0,0,0,9,0,-
105021229,,5021,229,1,0,-,5021229,0,0,0,9,0,-
105021999,,5021,999,1,1,-,999,0,0,0,9,0,-
105030200,,5030,200,1,0,-,5030200,0,0,0,1,0,-
105030201,,5030,201,1,0,-,5030201,0,0,0,1,0,-
105030202,,5030,202,1,0,-,5030202,0,0,0,1,0,-
105030205,,5030,205,1,0,-,5030205,0,0,0,1,0,-
105030206,,5030,206,1,0,-,5030206,0,0,0,1,0,-
105030207,,5030,207,1,0,-,5030207,0,0,0,1,0,-
105030210,,5030,210,1,1,-,503010,0,0,0,9,0,-
105030211,,5030,211,1,1,-,503011,0,0,0,9,0,-
105030212,,5030,212,1,1,-,503012,0,0,0,9,0,-
105030215,,5030,215,1,1,-,503015,0,0,0,9,0,-
105030216,,5030,216,1,1,-,503016,0,0,0,9,0,-
105030217,,5030,217,1,1,-,503017,0,0,0,9,0,-
105030220,,5030,220,1,1,-,503020,0,0,0,9,0,-
105030221,,5030,221,1,1,-,503021,0,0,0,9,0,-
105030222,,5030,222,1,1,-,503022,0,0,0,9,0,-
105030225,,5030,225,1,1,-,503025,0,0,0,9,0,-
105030226,,5030,226,1,1,-,503026,0,0,0,9,0,-
105030227,,5030,227,1,1,-,503027,0,0,0,9,0,-
105030230,,5030,230,1,1,-,503030,0,0,0,9,0,-
105030231,,5030,231,1,1,-,503031,0,0,0,9,0,-
105030232,,5030,232,1,1,-,503032,0,0,0,9,0,-
105030235,,5030,235,1,1,-,503035,0,0,0,9,0,-
105030236,,5030,236,1,1,-,503036,0,0,0,9,0,-
105030237,,5030,237,1,1,-,503037,0,0,0,9,0,-
105030240,,5030,240,1,1,-,503040,0,0,0,9,0,-
105030241,,5030,241,1,1,-,503041,0,0,0,9,0,-
105030242,,5030,242,1,1,-,503042,0,0,0,9,0,-
105030245,,5030,245,1,1,-,503045,0,0,0,9,0,-
105030246,,5030,246,1,1,-,503046,0,0,0,9,0,-
105030247,,5030,247,1,1,-,503047,0,0,0,9,0,-
105030250,,5030,250,1,1,-,503050,0,0,0,9,0,-
105030251,,5030,251,1,1,-,503051,0,0,0,9,0,-
105030252,,5030,252,1,1,-,503052,0,0,0,9,0,-
105030255,,5030,255,1,1,-,503055,0,0,0,9,0,-
105030256,,5030,256,1,1,-,503056,0,0,0,9,0,-
105030257,,5030,257,1,1,-,503057,0,0,0,9,0,-
105030260,,5030,260,1,1,-,503060,0,0,0,9,0,-
105030261,,5030,261,1,1,-,503061,0,0,0,9,0,-
105030262,,5030,262,1,1,-,503062,0,0,0,9,0,-
105030265,,5030,265,1,0,-,5030210,0,0,0,1,0,-
105030266,,5030,266,1,0,-,5030211,0,0,0,1,0,-
105030267,,5030,267,1,0,-,5030212,0,0,0,1,0,-
107000100,,7000,100,1,1,-,700000,0,0,0,2,0,-
107000110,,7000,110,1,1,-,700010,0,0,0,2,0,-
107000150,,7000,150,1,1,-,700050,0,0,0,2,0,-
107000160,,7000,160,1,1,-,700060,0,0,0,2,0,-
107000184,,7000,184,1,1,-,500184,0,0,0,1,0,-
107000190,,7000,190,1,1,-,500190,0,0,0,1,0,-
107000191,,7000,191,1,1,-,500191,0,0,0,1,0,-
107000192,,7000,192,1,1,-,500192,0,0,0,1,0,-
107000193,,7000,193,1,1,-,500193,0,0,0,1,0,-
107000195,,7000,195,1,1,-,500195,0,0,0,1,0,-
107000196,,7000,196,1,1,-,500196,0,0,0,1,0,-
107000290,,7000,290,1,1,-,290,0,0,0,0,0,-
107000295,,7000,295,1,1,-,295,0,0,0,0,0,-
107002100,,7002,100,1,1,-,700200,0,0,0,2,0,-
107002110,,7002,110,1,1,-,700210,0,0,0,2,0,-
107002150,,7002,150,1,1,-,700250,0,0,0,2,0,-
107002160,,7002,160,1,1,-,700260,0,0,0,2,0,-
107003100,,7003,100,1,1,-,700300,0,0,0,2,0,-
107003110,,7003,110,1,1,-,700310,0,0,0,2,0,-
107003120,,7003,120,1,1,-,700320,0,0,0,2,0,-
107003150,,7003,150,1,1,-,700350,0,0,0,2,0,-
107003160,,7003,160,1,1,-,700360,0,0,0,2,0,-
107003170,,7003,170,1,1,-,700370,0,0,0,2,0,-
107004100,,7004,100,1,0,-,0,0,0,0,2,0,-
107004101,,7004,101,1,0,-,0,0,0,0,2,0,-
107004102,,7004,102,1,1,-,700401,0,0,0,2,0,-
107004103,,7004,103,1,1,-,700402,0,0,0,2,0,-
107004104,,7004,104,1,1,-,700403,0,0,0,2,0,-
107004110,,7004,110,1,0,-,0,0,0,0,2,0,-
107004111,,7004,111,1,0,-,0,0,0,0,2,0,-
107004112,,7004,112,1,1,-,700411,0,0,0,2,0,-
107004113,,7004,113,1,1,-,700412,0,0,0,2,0,-
107004114,,7004,114,1,1,-,700413,0,0,0,2,0,-
107004150,,7004,150,1,0,-,0,0,0,0,2,0,-
107004151,,7004,151,1,0,-,0,0,0,0,2,0,-
107004152,,7004,152,1,1,-,700451,0,0,0,2,0,-
107004153,,7004,153,1,1,-,700452,0,0,0,2,0,-
107004154,,7004,154,1,1,-,700453,0,0,0,2,0,-
107004160,,7004,160,1,0,-,0,0,0,0,2,0,-
107004161,,7004,161,1,0,-,0,0,0,0,2,0,-
107004162,,7004,162,1,1,-,700461,0,0,0,2,0,-
107004163,,7004,163,1,1,-,700462,0,0,0,2,0,-
107004164,,7004,164,1,1,-,700463,0,0,0,2,0,-
107005100,,7005,100,1,1,-,700500,0,0,0,2,0,-
107005110,,7005,110,1,1,-,700510,0,0,0,2,0,-
107005150,,7005,150,1,1,-,700550,0,0,0,2,0,-
107005160,,7005,160,1,1,-,700560,0,0,0,2,0,-
107100100,,7100,100,1,1,-,710000,0,0,0,2,0,-
107100110,,7100,110,1,1,-,710010,0,0,0,2,0,-
107100120,,7100,120,1,1,-,710020,0,0,0,2,0,-
107100130,,7100,130,1,1,-,710030,0,0,0,2,0,-
107100150,,7100,150,1,1,-,710050,0,0,0,2,0,-
107100160,,7100,160,1,1,-,710060,0,0,0,2,0,-
107100184,,7100,184,1,1,-,500184,0,0,0,1,0,-
107100190,,7100,190,1,1,-,500190,0,0,0,1,0,-
107100191,,7100,191,1,1,-,500191,0,0,0,1,0,-
107100192,,7100,192,1,1,-,500192,0,0,0,1,0,-
107100193,,7100,193,1,1,-,500193,0,0,0,1,0,-
107100195,,7100,195,1,1,-,500195,0,0,0,1,0,-
107100196,,7100,196,1,1,-,500196,0,0,0,1,0,-
107100290,,7100,290,1,1,-,290,0,0,0,0,0,-
107100295,,7100,295,1,1,-,295,0,0,0,0,0,-
107102100,,7102,100,1,1,-,710200,0,0,0,2,0,-
107102110,,7102,110,1,1,-,710210,0,0,0,2,0,-
107102120,,7102,120,1,1,-,710220,0,0,0,2,0,-
107102130,,7102,130,1,1,-,710230,0,0,0,2,0,-
107102150,,7102,150,1,1,-,710250,0,0,0,2,0,-
107102160,,7102,160,1,1,-,710260,0,0,0,2,0,-
107103100,,7103,100,1,1,-,710300,0,0,0,2,0,-
107103110,,7103,110,1,1,-,710310,0,0,0,2,0,-
107103120,,7103,120,1,1,-,710320,0,0,0,2,0,-
107103130,,7103,130,1,1,-,710330,0,0,0,2,0,-
107103150,,7103,150,1,1,-,710350,0,0,0,2,0,-
107103160,,7103,160,1,1,-,710360,0,0,0,2,0,-
107200100,,7200,100,1,1,-,720000,0,0,0,2,0,-
107200110,,7200,110,1,1,-,720010,0,0,0,2,0,-
107200120,,7200,120,1,1,-,720020,0,0,0,2,0,-
107200130,,7200,130,1,1,-,720030,0,0,0,2,0,-
107200131,,7200,131,1,1,-,720031,0,0,0,2,0,-
107200140,,7200,140,1,1,-,720040,0,0,0,2,0,-
107200184,,7200,184,1,1,-,500184,0,0,0,1,0,-
107200190,,7200,190,1,1,-,500190,0,0,0,1,0,-
107200191,,7200,191,1,1,-,500191,0,0,0,1,0,-
107200192,,7200,192,1,1,-,500192,0,0,0,1,0,-
107200193,,7200,193,1,1,-,500193,0,0,0,1,0,-
107200195,,7200,195,1,1,-,500195,0,0,0,1,0,-
107200196,,7200,196,1,1,-,500196,0,0,0,1,0,-
107200290,,7200,290,1,1,-,290,0,0,0,0,0,-
107200295,,7200,295,1,1,-,295,0,0,0,0,0,-
107200297,,7200,297,1,1,-,295,0,0,0,0,0,-
107200999,,7200,999,1,1,-,999,0,0,0,0,0,-
107203100,,7203,100,1,1,-,720300,0,0,0,2,0,-
107203110,,7203,110,1,1,-,720310,0,0,0,2,0,-
107203120,,7203,120,1,1,-,720320,0,0,0,2,0,-
107203130,,7203,130,1,1,-,720330,0,0,0,2,0,-
107203131,,7203,131,1,1,-,720331,0,0,0,2,0,-
107203140,,7203,140,1,1,-,720340,0,0,0,2,0,-
107203292,,7203,292,1,1,-,720350,0,0,0,0,0,-
107300100,,7300,100,1,0,-,7300100,0,0,0,2,0,-
107300101,,7300,101,1,0,-,7300101,0,0,0,2,0,-
107300102,,7300,102,1,0,-,7300101,0,0,0,2,0,-
107300110,,7300,110,1,0,-,7300110,0,0,0,2,0,-
107300121,,7300,121,1,0,-,7300120,0,0,0,2,0,-
107300122,,7300,122,1,0,-,7300121,0,0,0,2,0,-
107300184,,7300,184,1,1,-,500184,0,0,0,1,0,-
107300190,,7300,190,1,1,-,500190,0,0,0,1,0,-
107300191,,7300,191,1,1,-,500191,0,0,0,1,0,-
107300192,,7300,192,1,1,-,500192,0,0,0,1,0,-
107300193,,7300,193,1,1,-,500193,0,0,0,1,0,-
107300195,,7300,195,1,1,-,500195,0,0,0,1,0,-
107300196,,7300,196,1,1,-,500196,0,0,0,1,0,-
107300290,,7300,290,1,1,-,290,0,0,0,0,0,-
107300295,,7300,295,1,1,-,295,0,0,0,0,0,-
107302100,,7302,100,1,0,-,7302100,0,0,0,2,0,-
107302101,,7302,101,1,0,-,7302101,0,0,0,2,0,-
107302102,,7302,102,1,0,-,7302101,0,0,0,2,0,-
107302110,,7302,110,1,0,-,7302110,0,0,0,2,0,-
107302121,,7302,121,1,0,-,7302120,0,0,0,2,0,-
107302122,,7302,122,1,0,-,7302121,0,0,0,2,0,-
107302130,,7302,130,1,0,-,7302130,0,0,0,2,0,-
107302297,,7302,297,1,1,-,730200,0,0,0,0,0,-
107303100,,7303,100,1,0,-,7303100,0,0,0,2,0,-
107303101,,7303,101,1,0,-,7303101,0,0,0,2,0,-
107303102,,7303,102,1,0,-,7303101,0,0,0,2,0,-
107303110,,7303,110,1,0,-,7303110,0,0,0,2,0,-
107303121,,7303,121,1,0,-,7303120,0,0,0,2,0,-
107303122,,7303,122,1,0,-,7303121,0,0,0,2,0,-
107303130,,7303,130,1,0,-,7303130,0,0,0,2,0,-
107303140,,7303,140,1,0,-,7303140,0,0,0,2,0,-
107400184,,7400,184,1,1,-,500184,0,0,0,1,0,-
107400190,,7400,190,1,1,-,500190,0,0,0,1,0,-
107400191,,7400,191,1,1,-,500191,0,0,0,1,0,-
107400192,,7400,192,1,1,-,500192,0,0,0,1,0,-
107400193,,7400,193,1,1,-,500193,0,0,0,1,0,-
107400195,,7400,195,1,1,-,500195,0,0,0,1,0,-
107400196,,7400,196,1,1,-,500196,0,0,0,1,0,-
107400290,,7400,290,1,1,-,290,0,0,0,0,0,-
107400295,,7400,295,1,1,-,295,0,0,0,0,0,-
107400999,,7400,999,1,1,-,999,0,0,0,0,0,-
107402100,,7402,100,1,1,-,740200,0,0,0,9,0,-
107402297,,7402,297,1,1,-,740210,0,0,0,0,0,-
107500100,,7500,100,1,0,-,7500100,0,0,0,2,0,-
107500102,,7500,102,1,0,-,7500102,0,0,0,2,0,-
107500104,,7500,104,1,0,-,7500104,0,0,0,2,0,-
107500105,,7500,105,1,0,-,7500105,0,0,0,2,0,-
107500110,,7500,110,1,0,-,7500110,0,0,0,2,0,-
107500111,,7500,111,1,0,-,7500111,0,0,0,2,0,-
107500112,,7500,112,1,0,-,7500112,0,0,0,2,0,-
107500113,,7500,113,1,0,-,7500113,0,0,0,2,0,-
107500114,,7500,114,1,0,-,7500114,0,0,0,2,0,-
