#HitEffectSfxConceptParam=HIT_EFFECT_SFX_CONCEPT_PARAM_ST
ID,Name,SfxConceptId0 - SfxConceptId0 - s16,SfxConceptId1 - SfxConceptId1 - s16,SfxConceptId2 - SfxConceptId2 - s16,SfxConceptId3 - SfxConceptId3 - s16,SfxConceptId4 - SfxConceptId4 - s16,SfxConceptId5 - SfxConceptId5 - s16,SfxConceptId6 - SfxConceptId6 - s16,SfxConceptId7 - SfxConceptId7 - s16,SfxConceptId8 - SfxConceptId8 - s16,SfxConceptId9 - SfxConceptId9 - s16,SfxConceptId10 - SfxConceptId10 - s16,SfxConceptId11 - SfxConceptId11 - s16,SfxConceptId12 - SfxConceptId12 - s16,SfxConceptId13 - SfxConceptId13 - s16,SfxConceptId14 - SfxConceptId14 - s16,SfxConceptId15 - SfxConceptId15 - s16,SfxConceptId16 - SfxConceptId16 - s16,SfxConceptId17 - SfxConceptId17 - s16,SfxConceptId18 - SfxConceptId18 - s16,SfxConceptId19 - SfxConceptId19 - s16,SfxConceptId20 - SfxConceptId20 - s16,SfxConceptId21 - SfxConceptId21 - s16,SfxConceptId22 - SfxConceptId22 - s16,SfxConceptId23 - SfxConceptId23 - s16,SfxConceptId24 - SfxConceptId24 - s16,SfxConceptId25 - SfxConceptId25 - s16,SfxConceptId26 - SfxConceptId26 - s16,SfxConceptId27 - SfxConceptId27 - s16,SfxConceptId28 - SfxConceptId28 - s16,SfxConceptId29 - SfxConceptId29 - s16,pad1 - pad1 - dummy8
13,,10,0,380,0,20,0,20,0,20,30,0,0,0,0,0,0,0,0,0,0,0,580,0,0,0,0,0,0,0,0,-
14,,20,90,380,20,20,90,20,90,10,90,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,-
15,,0,20,380,20,0,20,0,20,90,20,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,-
16,,10,20,380,0,20,0,20,0,20,20,0,0,0,0,0,0,0,0,0,0,0,580,0,0,0,0,0,0,0,0,-
17,,0,20,380,20,0,20,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,580,0,0,0,0,0,0,0,0,-
18,,40,140,380,0,40,140,40,140,20,140,0,0,0,0,0,0,0,0,0,0,0,580,0,0,0,0,0,0,0,0,-
19,,10,0,380,0,20,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,580,0,0,0,0,0,0,0,0,-
20,,160,0,380,0,160,0,160,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
21,,160,0,380,0,160,0,160,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
22,,160,0,380,0,160,0,160,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
23,,180,0,380,0,180,0,180,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
24,,180,0,380,0,180,0,180,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
25,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
26,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
27,,170,0,380,0,170,0,170,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
28,,20,80,380,80,20,80,20,80,20,80,0,0,0,0,0,0,0,0,0,0,0,580,0,0,0,0,0,0,0,0,-
29,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
30,,420,0,380,420,420,0,420,0,0,420,0,0,0,0,0,0,0,0,0,0,0,590,0,0,0,0,0,0,0,0,-
31,,40,120,380,120,40,120,40,120,20,120,0,0,0,0,0,0,0,0,0,0,0,580,0,0,0,0,0,0,0,0,-
32,,20,80,380,80,20,80,20,80,20,80,0,0,0,0,0,0,0,0,0,0,0,580,0,0,0,0,0,0,0,0,-
33,,0,480,380,480,0,480,0,480,20,480,0,0,0,0,0,0,0,0,0,0,0,580,0,0,0,0,0,0,0,0,-
34,,0,620,0,620,0,620,0,620,0,620,0,0,0,0,0,0,0,0,0,0,0,620,0,0,0,0,0,0,0,0,-
35,,0,630,0,630,0,630,0,630,0,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
36,,0,630,0,630,0,630,0,630,0,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
37,,0,650,380,650,0,650,0,650,0,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
38,,0,650,380,650,0,650,0,650,0,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
39,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
40,,400,0,380,400,400,0,400,0,400,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
41,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
42,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
45,,0,680,0,680,0,680,0,680,0,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
46,,0,690,0,690,0,690,0,690,0,690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
47,,0,700,0,700,0,700,0,700,0,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
80,,20,540,380,540,20,540,20,540,450,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
100,,10,0,380,0,20,0,20,570,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
101,,10,0,380,0,20,0,0,610,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
102,,20,80,380,80,20,80,20,80,20,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
103,,20,0,380,0,20,0,20,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
104,,10,0,380,0,20,0,20,0,0,660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
105,,20,80,380,80,20,80,0,80,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
106,,10,0,380,0,20,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
107,,0,280,380,280,20,280,20,280,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
108,,0,0,380,0,20,0,20,0,0,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
109,,0,200,380,0,20,200,20,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
110,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
111,,0,220,0,220,0,220,0,220,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
112,,10,0,380,0,20,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
113,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
114,,10,290,380,0,20,290,20,0,0,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
115,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
116,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
117,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
118,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
119,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
120,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
121,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
122,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
123,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
124,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
125,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
126,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
127,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
128,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
129,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
130,,0,360,0,360,0,360,0,20,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
131,,0,370,380,370,0,370,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
132,,0,550,0,550,0,550,0,550,0,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
133,,0,560,0,560,0,560,0,560,0,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
134,,0,300,0,300,0,300,0,300,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
135,,0,310,0,310,0,310,0,310,0,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
136,,0,710,0,710,0,710,0,710,0,710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
137,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
138,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
139,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
140,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
141,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
142,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
143,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
144,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
145,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
146,,0,200,380,0,20,200,20,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
147,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
148,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
