#PlayRegionParam=PLAY_REGION_PARAM_ST
ID,Name,playRegionSpId - playRegionSpId - s32,EventFlagId0 - EventFlagId0 - s32,LimitationTime - LimitationTime - f32,EventFlagId1 - EventFlagId1 - s32,EventFlagId2 - EventFlagId2 - s32,DisolvedEventFlag - DisolvedEventFlag - s16,LoadOfCinder [ON_OFF] - LoadOfCinder [ON_OFF] - u8,IsEnableEvent - IsEnableEvent - u8,Unk1 - Unk1 - u8,Unk2 - Unk2 - u8,Unk3 - Unk3 - u8,Unk4 - Unk4 - u8,Unk5 - Unk5 - u8,Unk6 - Unk6 - u8,Unk7 - Unk7 - u8,BonfireEventId0 - BonfireEventId0 - s32,BonfireEventId1 - BonfireEventId1 - s32,BonfireEventId2 - BonfireEventId2 - s32,BonfireEventId3 - BonfireEventId3 - s32,BonfireEventId4 - BonfireEventId4 - s32,BonfireEventId5 - BonfireEventId5 - s32,BonfireEventId6 - BonfireEventId6 - s32,BonfireEventId7 - BonfireEventId7 - s32,BonfireEventId8 - BonfireEventId8 - s32,BonfireEventId9 - BonfireEventId9 - s32,Unk8 - Unk8 - u8,Unk9 - Unk9 - u8,Unk10 - Unk10 - u8,Unk11 - Unk11 - u8,Unk12 - Unk12 - u8,Unk13 - Unk13 - u8,Unk14 - Unk14 - u8,Unk15 - Unk15 - u8,pad1 - pad1 - dummy8
111098,,0,0,0,11110155,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
111099,,0,0,0,11110660,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
112090,,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
112091,,0,0,0,-1,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
112092,,0,0,0,11120899,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
112093,,0,0,0,11120151,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
112094,,0,0,0,11120152,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
112095,,0,0,0,11120153,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
112096,,0,0,0,11120154,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
130090,,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
130091,,0,0,0,-1,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
130092,,0,0,0,11300200,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
150090,,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
150091,,0,0,0,-1,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
150092,,0,0,0,9306,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
150093,,0,0,0,11500200,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
150094,,0,0,0,11500490,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
150095,,0,0,0,11500690,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
170090,,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
170091,,0,0,0,-1,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
170092,,0,0,0,9304,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
170093,,0,0,0,11700521,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
170094,,0,0,0,11700500,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
170095,,0,0,0,11700200,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
170096,,0,0,0,11700425,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
170097,,0,0,0,11700201,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
200090,,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
200091,,0,0,0,-1,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
200092,,0,0,0,9305,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
200093,,0,0,0,12000400,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
200094,,0,0,0,12000279,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
250090,,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
250091,,0,0,0,-1,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
250092,,0,0,0,9309,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
250093,,0,0,0,9370,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
250094,,0,0,0,12500406,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
250095,,0,0,0,12500570,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
250096,,0,0,0,12500580,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
300001,,300010,13000201,20,0,13000825,180,0,0,0,0,0,0,0,0,0,3001952,3001954,3001955,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
300002,,300010,0,20,0,13000825,180,0,0,0,0,0,0,0,0,0,3001952,3001954,3001955,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
300003,,300010,0,20,0,13000825,180,0,0,0,0,0,0,0,0,0,3001952,3001954,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
300004,,300010,0,20,0,13000825,180,0,0,0,0,0,0,0,0,0,3001952,3001954,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
300006,,0,-1,20,13000890,0,180,0,0,0,0,0,0,0,0,0,3001954,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
300007,,0,-1,20,13000800,0,180,0,0,0,0,0,0,0,0,0,3001952,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
300008,,0,-1,20,0,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
300009,,0,-1,20,0,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
300020,,300020,0,20,0,13000830,180,0,0,0,0,0,0,0,0,0,3001951,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
300021,,300020,0,20,0,13000830,180,0,0,0,0,0,0,0,0,0,3001951,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
300022,,300020,0,20,0,13000830,180,0,0,0,0,0,0,0,0,0,3001951,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
300023,,0,-1,20,13000830,0,180,0,0,0,0,0,0,0,0,0,3001951,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
300024,,0,-1,20,0,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
301000,,301010,0,20,0,13010800,180,0,0,0,0,0,0,0,0,0,3011951,3011952,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
301001,,301010,0,20,0,13010800,180,0,0,0,0,0,0,0,0,0,3011951,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
301002,,301010,0,20,0,13010800,180,0,0,0,0,0,0,0,0,0,3011951,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
301003,,301010,0,20,0,13010800,180,0,0,0,0,0,0,0,0,0,3011951,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
301010,,0,-1,20,13010800,0,180,0,0,0,0,0,0,0,0,0,3011951,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
301011,,0,-1,20,0,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
310000,,310010,0,20,0,13100800,180,0,0,0,0,0,0,0,0,0,3101951,3101953,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
310001,,310010,0,20,0,13100800,180,0,0,0,0,0,0,0,0,0,3101951,3101953,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
310002,,310010,0,20,0,13100800,180,0,0,0,0,0,0,0,0,0,3101951,3101952,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
310003,,310010,0,20,0,13100800,180,0,0,0,0,0,0,0,0,0,3101951,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
310004,,0,-1,20,0,0,180,0,0,0,0,0,0,0,0,0,3101951,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
310020,,0,-1,20,13100800,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
310021,,0,-1,20,0,0,180,0,0,0,0,0,0,0,0,0,3301956,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
320001,,320010,0,20,0,13200800,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
320002,,0,-1,20,13200800,0,180,0,0,0,0,0,0,0,0,0,3201953,3201951,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
320010,,320020,0,20,0,13200850,180,0,0,0,0,0,0,0,0,0,3201953,3201951,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
320011,,0,-1,20,13200850,0,180,0,0,0,0,0,0,0,0,0,3201953,3201951,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
320012,,320020,0,20,0,13200850,180,0,0,0,0,0,0,0,0,0,3201953,3201951,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
320013,,320020,0,20,0,13200850,180,0,0,0,0,0,0,0,0,0,3201953,3201951,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
320020,,0,-1,20,0,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
330000,,0,-1,20,13300850,0,180,1,0,0,0,0,0,0,0,0,3301952,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
330001,,330010,0,20,0,13300110,180,1,0,0,0,0,0,0,0,0,3301952,3301953,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
330002,,330010,0,20,0,13300110,180,1,0,0,0,0,0,0,0,0,3301952,3301953,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
330010,,0,-1,20,13300800,0,185,0,0,0,0,0,0,0,0,0,3301951,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
330011,,330020,0,20,0,13300800,185,1,0,0,0,0,0,0,0,0,3301951,3301954,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
330012,,330020,0,20,0,13300800,185,1,0,0,0,0,0,0,0,0,3301951,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
330013,,330020,0,20,0,13300800,185,1,0,0,0,0,0,0,0,0,3301951,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
330014,,330020,0,20,0,13300800,185,1,0,0,0,0,0,0,0,0,3301951,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
330015,,330020,0,20,0,13300800,185,1,0,0,0,0,0,0,0,0,3301951,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
330020,,0,-1,20,0,0,180,0,0,0,0,0,0,0,0,0,3301951,3301952,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
330021,,0,-1,20,0,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
330022,,0,-1,20,0,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
341000,,341010,13410595,20,0,13410830,180,0,0,0,0,0,0,0,0,0,3411950,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
341001,,341010,13410595,20,0,13410830,180,0,0,0,0,0,0,0,0,0,3411950,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
341002,,341010,13410595,20,0,13410830,180,0,0,0,0,0,0,0,0,0,3411950,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
341003,,341010,13410595,20,0,13410830,180,0,0,0,0,0,0,0,0,0,3411950,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
341010,,0,-1,20,13410830,0,180,0,0,0,0,0,0,0,0,0,3411950,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
341011,,0,-1,20,0,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
350000,,0,-1,20,13500800,0,180,0,0,0,0,0,0,0,0,0,3501951,3501952,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
350001,,350010,0,20,0,13500800,180,0,0,0,0,0,0,0,0,0,3501951,3501952,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
350002,,350010,0,20,0,13500800,180,0,0,0,0,0,0,0,0,0,3501951,3501952,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
350003,,350010,0,20,0,13500800,180,0,0,0,0,0,0,0,0,0,3501951,3501952,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
350004,,350010,0,20,0,13500800,180,0,0,0,0,0,0,0,0,0,3501951,3501952,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
350005,,350010,0,20,0,13500800,180,0,0,0,0,0,0,0,0,0,3501951,3501952,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
350010,,0,-1,20,0,0,180,0,0,0,0,0,0,0,0,0,3501952,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
350011,,350020,0,20,0,13500800,180,0,0,0,0,0,0,0,0,0,3501952,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
350020,,0,-1,20,0,0,180,0,0,0,0,0,0,0,0,0,3501950,3501951,3501952,3501953,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
360001,,360010,0,20,0,13600850,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
360002,,0,-1,20,13600800,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
360003,,0,-1,20,13600850,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
370001,,370010,13700201,20,0,13700850,180,0,0,0,0,0,0,0,0,0,3701951,3701950,3701955,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
370002,,370010,0,20,0,13700850,180,0,0,0,0,0,0,0,0,0,3701951,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
370003,,370010,0,20,0,13700850,180,0,0,0,0,0,0,0,0,0,3701951,3701955,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
370004,,370010,0,20,0,13700850,180,0,0,0,0,0,0,0,0,0,3701951,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
370005,,370010,0,20,0,13700850,180,0,0,0,0,0,0,0,0,0,3701951,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
370006,,0,-1,20,13700850,0,180,0,0,0,0,0,0,0,0,0,3701951,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
370007,,0,-1,20,0,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
370008,,0,-1,20,0,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
370010,,370020,0,20,0,13700800,185,1,0,0,0,0,0,0,0,0,3701952,3701953,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
370011,,370020,0,20,0,13700800,185,1,0,0,0,0,0,0,0,0,3701952,3701953,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
370012,,370020,0,20,0,13700800,185,1,0,0,0,0,0,0,0,0,3701952,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
370013,,0,-1,20,13700800,0,185,0,0,0,0,0,0,0,0,0,3701952,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
380000,,0,-1,20,13800800,0,180,0,0,0,0,0,0,0,0,0,3801950,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
380001,,380010,0,20,0,13800800,180,0,0,0,0,0,0,0,0,0,3801950,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
380002,,380010,0,20,0,13800800,180,0,0,0,0,0,0,0,0,0,3801950,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
380003,,0,-1,20,0,0,180,0,0,0,0,0,0,0,0,0,3801954,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
380010,,0,-1,20,13800830,0,185,0,0,0,0,0,0,0,0,0,3801954,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
380011,,0,-1,20,13800830,0,185,0,0,0,0,0,0,0,0,0,3801954,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
380012,,380020,0,20,0,13800830,185,0,0,0,0,0,0,0,0,0,3801954,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
380013,,380020,0,20,0,13800830,185,0,0,0,0,0,0,0,0,0,3801954,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
380014,,380020,0,20,0,13800830,185,0,0,0,0,0,0,0,0,0,3801954,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
380015,,380020,0,20,0,13800830,185,0,0,0,0,0,0,0,0,0,3801954,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
380016,,380020,0,20,0,13800830,185,0,0,0,0,0,0,0,0,0,3801954,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
