#DecalParam=DECAL_PARAM_ST
ID,Name,TextureId0 - TextureId0 - s32,dmyPolyID - dmyPolyID - s32,pitchAngle - pitchAngle - f32,yawAngle - yawAngle - f32,nearDistance - nearDistance - f32,farDistance - farDistance - f32,nearSize - nearSize - f32,farSize - farSize - f32,maskSpEffectID - maskSpEffectID - s32,randomVariationNum0 - randomVariationNum0 - u32,randomVariationNum1 - randomVariationNum1 - u32,randomVariationNum2 - randomVariationNum2 - u32,randomVariationNum3 - randomVariationNum3 - u32,replaceTextureId_byMaterial - replaceTextureId_byMaterial - u32,dmypolyCategory0 - dmypolyCategory0 - u32,dmypolyCategory1 - dmypolyCategory1 - u32,decalShapeType0 - decalShapeType0 - u32,decalShapeType1 - decalShapeType1 - u32,decalShapeType2 - decalShapeType2 - u32,decalShapeType3 - decalShapeType3 - u32,useDeferredDecal - useDeferredDecal - u32,usePaintDecal - usePaintDecal - u32,targetAttackChr - targetAttackChr - u32,targetDamageChr - targetDamageChr - u32,targetOtherChr - targetOtherChr - u32,targetMapObj - targetMapObj - u32,usePom - usePom - u32,0x26 - 0x26 - u32,0x26 - 0x26 - u32,0x26 - 0x26 - u32,0x26 - 0x26 - u32,0x26 - 0x26 - u32,0x26 - 0x26 - u32,0x27 - 0x27 - u32,0x27 - 0x27 - u32,0x27 - 0x27 - u32,0x27 - 0x27 - u32,0x27 - 0x27 - u32,0x27 - 0x27 - u32,0x27 - 0x27 - u32,0x27 - 0x27 - u32,randomSizeMin - randomSizeMin - s16,randomSizeMax - randomSizeMax - s16,randomRollMin - randomRollMin - f32,randomRollMax - randomRollMax - f32,randomPitchMin - randomPitchMin - f32,randomPitchMax - randomPitchMax - f32,randomYawMin - randomYawMin - f32,randomYawMax - randomYawMax - f32,pomHeightScale - pomHeightScale - f32,pomSampleMin - pomSampleMin - u8,pomSampleMax - pomSampleMax - u8,Contrast1 - Contrast1 - u8,TextureLengthType[0-3] - TextureLengthType[0-3] - u8,TextureWidthX - TextureWidthX - f32,TextureWidthZ - TextureWidthZ - f32,TextureLifeTime - TextureLifeTime - f32,0x58 - 0x58 - s32,0x5C - 0x5C - f32,0x60 - 0x60 - s32,0x64 - 0x64 - s32,0x68 - 0x68 - s32,0x6C - 0x6C - s32,TextureId1 - TextureId1 - s32,TextureId2 - TextureId2 - s32,TextureId3 - TextureId3 - s32,Brightness - Brightness - f32,TextureId4 - TextureId4 - s32,TextureId5 - TextureId5 - s32,TextureId6 - TextureId6 - s32,R(Diffuse) - R(Diffuse) - u8,G(Diffuse) - G(Diffuse) - u8,B(Diffuse) - B(Diffuse) - u8,UnkNaM - UnkNaM - s8,R(Specular) - R(Specular) - u8,G(Specular) - G(Specular) - u8,B(Specular) - B(Specular) - u8,DelayedSpawnState [ON_OFF] - DelayedSpawnState [ON_OFF] - s8,Contrast2 - Contrast2 - f32,0x98 - 0x98 - f32,0x9C - 0x9C - f32,0xA0 - 0xA0 - u8,0xA1 - 0xA1 - u8,0xA2 - 0xA2 - u8,0xA3 - 0xA3 - u8,minVal - minVal - f32,maxVal - maxVal - f32,0xAC - 0xAC - u8,0xAD - 0xAD - u8,DecalSpawnDelay[sec] - DecalSpawnDelay[sec] - u16,0xB0 - 0xB0 - u32,0xB0 - 0xB0 - u32,0xB0 - 0xB0 - u32,0xB0 - 0xB0 - u32,0xB0 - 0xB0 - u32,IsContactPlayer - IsContactPlayer - u32,IsFormCube - IsFormCube - u32,0xB0 - 0xB0 - u32,0xB0 - 0xB0 - u32,0xB0 - 0xB0 - u32,0xB0 - 0xB0 - u32,0xB0 - 0xB0 - u32,0xB0 - 0xB0 - u32,0xB0 - 0xB0 - u32,0xB0 - 0xB0 - u32,0xB0 - 0xB0 - u32,0xB0 - 0xB0 - u32,0xB0 - 0xB0 - u32,0xB0 - 0xB0 - u32,0xB0 - 0xB0 - u32,0xB0 - 0xB0 - u32,0xB0 - 0xB0 - u32,0xB0 - 0xB0 - u32,0xB0 - 0xB0 - u32,0xB0 - 0xB0 - u32,0xB0 - 0xB0 - u32,0xB0 - 0xB0 - u32,0xB0 - 0xB0 - u32,0xB0 - 0xB0 - u32,0xB0 - 0xB0 - u32,0xB0 - 0xB0 - u32,0xB0 - 0xB0 - u32,TextureSpawnDelay[sec] - TextureSpawnDelay[sec] - f32,pad1 - pad1 - dummy8
710011,,-1,-1,-90,0,-0.25,5,0.5,3.5,200080,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,120,-180,180,-10,10,-10,10,1,8,64,1,1,0,0,0,0,0.05,-1,-1,-1,0,160000,100000,9900000,1,9900030,-1,-1,191,54,19,0,16,16,16,0,0.45,999,60,0,0,1,0,1,10,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
800000,,-1,-1,0,0,-0.3,0.25,0.3,0.3,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,130,-180,180,-15,15,-15,15,0,8,64,1,0,1,1,0,0,0.1,-1,-1,-1,0,100020,100000,100000,1,100000,-1,-1,40,30,12,0,128,100,60,1,0.5,40,10,0,0,1,0,1,10,2,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,-
800001,,-1,-1,0,-90,-0.5,0.6,0.8,0.8,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,130,-180,180,-15,15,-15,15,0,8,64,1,0,1,1,0,0,0.1,-1,-1,-1,0,100020,100000,100000,1,100000,-1,-1,40,30,12,0,128,100,60,1,0.5,40,10,0,0,1,0,1,10,2,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,-
800002,,-1,-1,0,0,-0.5,1.3,1.3,1.3,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,130,-180,180,-15,15,-15,15,0,8,64,1,0,1,1,0,0,0.1,-1,-1,-1,0,100020,100000,100000,1,100000,-1,-1,40,30,12,0,128,100,60,1,0.5,40,10,0,0,1,0,1,10,2,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,-
800003,,-1,-1,0,0,-0.5,0.5,0.3,0.3,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,110,130,-180,180,-15,15,-15,15,0,8,64,1,0,1,1,0,0,0.1,-1,-1,-1,0,100020,100000,9900000,1,9900030,-1,-1,40,30,12,0,30,30,30,1,0.5,40,10,0,0,1,0,1,10,2,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,-
800004,,-1,-1,0,0,-0.5,1.2,0.5,1.5,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,110,130,-180,180,-15,15,-15,15,0,8,64,1,0,1,1,0,0,0.1,-1,-1,-1,0,100020,100000,9900000,1,9900030,-1,-1,40,30,12,0,30,30,30,1,0.5,40,10,0,0,1,0,1,10,2,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,-
800005,,-1,-1,0,0,-0.5,2.5,1,2.5,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,110,130,-180,180,-15,15,-15,15,0,8,64,1,0,1,1,0,0,0.1,-1,-1,-1,0,100020,100000,9900000,1,9900030,-1,-1,40,30,12,0,30,30,30,1,0.5,40,10,0,0,1,0,1,10,2,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,-
801000,,100000,-1,180,0,-0.2,2,0.4,0.5,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,130,-20,40,-10,10,-10,10,1,8,64,1,2,40,0,15,0,0.05,-1,-1,-1,0,-1,-1,9900000,1,-1,-1,-1,191,54,19,0,16,16,16,1,0.45,150,60,0,0,1,0,1,10,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
801001,,100000,-1,180,0,-0.2,2,0.4,0.5,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,130,160,-20,40,-10,10,-10,10,1,8,64,1,2,40,0,15,0,0.05,-1,-1,-1,0,-1,-1,9900000,1,-1,-1,-1,191,54,19,0,16,16,16,1,0.45,150,60,0,0,1,0,1,10,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
801002,,100000,-1,180,0,-0.2,2,0.4,0.5,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,130,160,-20,40,-10,10,-10,10,1,8,64,1,2,40,0,15,0,0.05,-1,-1,-1,0,-1,-1,9900000,1,-1,-1,-1,191,54,19,0,16,16,16,1,0.45,150,60,0,0,1,0,1,10,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
801003,,100300,-1,180,0,-0.2,2,0.4,0.5,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,130,-20,40,-10,10,-10,10,1,8,64,1,2,40,0,15,0,0.05,-1,-1,-1,0,100300,100000,9900000,1,100000,-1,-1,191,54,19,0,16,16,16,1,0.45,150,60,0,0,1,0,1,10,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
801004,,100400,-1,180,0,-0.2,2,0.4,0.5,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,130,-20,40,-10,10,-10,10,1,8,64,1,2,40,0,15,0,0.05,-1,-1,-1,0,100400,100000,9900000,1,100000,-1,-1,191,54,19,0,16,16,16,1,0.45,150,60,0,0,1,0,1,10,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
801010,,100000,-1,180,0,-0.2,2,0.4,0.5,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,130,-20,40,-10,10,-10,10,1,8,64,1,2,40,0,15,0,0.05,-1,-1,-1,0,100030,-1,9900000,1,-1,-1,-1,191,54,19,0,16,16,16,1,0.45,150,60,0,0,1,0,1,10,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
801011,,100010,-1,90,0,-0.2,2,0.4,0.5,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,130,-20,40,-10,10,-10,10,1,8,64,1,2,40,0,15,0,0.05,-1,-1,-1,0,100030,100000,9900000,1,100000,-1,-1,191,54,19,0,16,16,16,1,0.45,150,60,0,0,1,0,1,10,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
801012,,160000,-1,-90,0,-0.2,2,0.4,0.5,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,130,-20,40,-10,10,-10,10,1,8,64,1,2,40,0,15,0,0.05,-1,-1,-1,0,100030,100000,9900000,1,9900030,-1,-1,191,54,19,0,16,16,16,1,0.45,150,60,0,0,1,0,1,10,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
801013,,100010,-1,-45,0,-0.2,2,0.4,0.5,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,130,-20,40,-10,10,-10,10,1,8,64,1,2,40,0,15,0,0.05,-1,-1,-1,0,100030,100000,9900000,1,100000,-1,-1,191,54,19,0,16,16,16,1,0.45,150,60,0,0,1,0,1,10,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
801014,,100010,-1,-135,0,-0.2,2,0.4,0.5,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,130,-20,40,-10,10,-10,10,1,8,64,1,2,40,0,15,0,0.05,-1,-1,-1,0,100030,100000,9900000,1,100000,-1,-1,191,54,19,0,16,16,16,1,0.45,150,60,0,0,1,0,1,10,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
801015,,100010,-1,180,0,-0.2,2,0.4,0.5,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,130,-20,40,-10,10,-10,10,1,8,64,1,2,40,0,15,0,0.05,-1,-1,-1,0,100030,100000,9900000,1,100000,-1,-1,191,54,19,0,16,16,16,1,0.45,150,60,0,0,1,0,1,10,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
801016,,100000,-1,180,0,-0.2,2,0.4,0.5,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,130,-20,40,-10,10,-10,10,1,8,64,1,2,40,0,15,0,0.05,-1,-1,-1,0,100030,-1,9900000,1,-1,-1,-1,191,54,19,0,16,16,16,1,0.45,150,60,0,0,1,0,1,10,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
801030,,100000,-1,180,0,-0.2,2,0.4,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40,80,-20,40,-10,10,-10,10,1,8,64,1,2,40,0,15,0,0.05,-1,-1,-1,0,100030,-1,9900000,1,-1,-1,-1,191,54,19,0,16,16,16,1,0.45,500,60,0,0,1,0,1,10,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
801031,,100000,-1,180,0,-0.2,2,0.4,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40,80,-20,40,-10,10,-10,10,1,8,64,1,2,40,0,15,0,0.05,-1,-1,-1,0,100030,-1,9900000,1,-1,-1,-1,191,54,19,0,16,16,16,1,0.45,500,60,0,0,1,0,1,10,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
801032,,100000,-1,180,0,-0.2,2,0.4,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40,80,-20,40,-10,10,-10,10,1,8,64,1,2,40,0,15,0,0.05,-1,-1,-1,0,100030,-1,9900000,1,-1,-1,-1,191,54,19,0,16,16,16,1,0.45,500,60,0,0,1,0,1,10,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
801033,,100300,-1,180,0,-0.2,2,0.4,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40,80,-20,40,-10,10,-10,10,1,8,64,1,2,40,0,15,0,0.05,-1,-1,-1,0,100030,100000,9900000,1,100000,-1,-1,191,54,19,0,16,16,16,1,0.45,500,60,0,0,1,0,1,10,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
801034,,100400,-1,180,0,-0.2,2,0.4,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40,80,-20,40,-10,10,-10,10,1,8,64,1,2,40,0,15,0,0.05,-1,-1,-1,0,100030,100000,9900000,1,100000,-1,-1,191,54,19,0,16,16,16,1,0.45,500,60,0,0,1,0,1,10,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
