#GrassTypeParam=GRASS_TYPE_PARAM_ST
ID,Name,GrassLodRangeParamId - GrassLodRangeParamId - u16,Type1 - Type1 - u8,Type2 - Type2 - u8,Type3 - Type3 - u8,Unk1 - Unk1 - u8,Unk2 - Unk2 - u8,UseExtra_GrassRate - UseExtra_GrassRate - u8,GrassDefaultRate - GrassDefaultRate - f32,ObjectReference1 - ObjectReference1 - fixstrW,TextureReference1 - TextureReference1 - fixstrW,TextureReference2 - TextureReference2 - fixstrW,Unk3 - Unk3 - u8,Unk3 - Unk3 - u8,GrassAngle - GrassAngle - u8,GrassXZ - GrassXZ - u8,GrassY - GrassY - u8,GrassHeight1 - GrassHeight1 - u8,GrassHeight2 - GrassHeight2 - u8,GrassSpVal1 - GrassSpVal1 - u8,GrassSpVal2 - GrassSpVal2 - u8,GrassSpVal3 - GrassSpVal3 - u8,GrassSpVal4 - GrassSpVal4 - u8,GrassSpVal5 - GrassSpVal5 - u8,GrassSpVal6 - GrassSpVal6 - u8,"Switch [0,1] - Switch [0,1] - u8",Unk4 - Unk4 - u8,Unk5 - Unk5 - u8,Unk6 - Unk6 - f32,Unk7 - Unk7 - u8,Unk8 - Unk8 - u8,pad1 - pad1 - dummy8,Unk9 - Unk9 - u8,Unk10 - Unk10 - f32,Unk11 - Unk11 - f32,ExtraGrassRate - ExtraGrassRate - f32,Unk12 - Unk12 - u8,pad2 - pad2 - dummy8,ObjectReference2 - ObjectReference2 - fixstrW
22,,1,1,4,2,0,0,0,0.5,o007010,o007019_Grass_01_a,o007010_Grass_01_far_a,100,30,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,1,80,-,40,-1,-1,0.5,0,-,o007019
23,,1,1,3,2,0,0,0,1,o007020,o007020_Grass_01_far_a,o007020_Grass_01_far_a,100,150,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,1,80,-,40,-1,-1,0.5,0,-,
24,,1,1,3,2,0,0,0,0.3,o007021,PlantTest_01_a,PlantTest_01_a,100,150,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,1,80,-,40,-1,-1,0.5,0,-,
25,,1,1,3,2,0,0,0,1,o007030,o007030_Grass_01_far_a,o007030_Grass_01_far_a,100,150,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,1,80,-,40,-1,-1,0.5,0,-,
26,,1,1,3,2,0,0,0,2,o007040,o007040_plant_10_far_a,o007040_plant_10_far_a,100,60,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,1,80,-,40,-1,-1,0.5,0,-,
27,,1,1,3,2,0,0,0,1,o007050,o007050_Grass_01_far_a,o007050_Grass_01_far_a,100,30,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,1,80,-,40,-1,-1,0.5,0,-,
28,,1,1,3,2,0,0,0,1,o007060,PlantTest_01_a,PlantTest_01_a,100,150,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,0,80,-,40,-1,-1,0.5,0,-,
29,,1,1,3,2,0,0,0,0.5,o007070,o007070_branch_20_far_a,o007070_branch_20_far_a,100,30,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,1,80,-,40,-1,-1,0.5,0,-,
30,,1,1,3,2,0,0,0,2,o007071,o007071_branch_20_far_a,o007071_branch_20_far_a,100,150,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,1,80,-,40,-1,-1,0.5,0,-,
31,,1,1,3,2,0,0,0,0.2,o007080,o007080_Branch_21_far_a,o007080_Branch_21_far_a,100,30,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,1,80,-,40,-1,-1,0.5,0,-,
32,,5,1,3,2,0,0,1,1,o007001,o007001_Grass_01_far_a,o007001_Grass_01_far_a,100,30,2,100,105,100,100,255,255,255,255,255,255,0,2,0,0,1,80,-,40,-1,-1,2.5,3,-,
33,,5,1,3,2,0,0,0,0.5,o007002,o007002_Grass_01_far_a,o007002_Grass_01_far_a,100,30,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,1,80,-,40,-1,-1,0.5,0,-,
34,,2,1,3,2,0,0,0,1,o007090,o007090_Grass_01_far_a,o007090_Grass_01_far_a,100,150,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,1,80,-,40,-1,-1,0.5,0,-,
35,,1,1,3,2,0,0,0,0.5,o007100,o007100_Grass_01_far_a,o007100_Grass_01_far_a,100,30,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,1,80,-,40,-1,-1,0.5,0,-,
36,,2,1,3,2,0,0,0,0.5,o007110,o007110_Grass_01_far_a,o007110_Grass_01_far_a,100,150,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,1,80,-,40,-1,-1,0.5,0,-,
37,,37,1,2,2,0,0,0,0.9,o007023,o007023_Grass_02_far_a,o007023_Grass_02_far_a,100,150,5,100,110,80,100,255,255,255,255,255,255,0,2,0,0,0,80,-,40,270,45,0.5,0,-,
38,,2,1,3,2,0,0,0,1,o007091,o007091_Grass_01_far_a,o007091_Grass_01_far_a,100,150,5,90,110,85,110,255,255,255,255,255,255,0,2,0,0,1,80,-,40,-1,-1,0.5,0,-,
39,,1,1,3,2,0,0,0,1,o007120,o007120_narcissus_00_far_a,o007120_narcissus_00_far_a,100,150,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,1,80,-,40,-1,-1,0.5,0,-,
40,,1,1,3,2,0,0,0,1,o007160,o007160_Grass_01_far_a,o007160_Grass_01_far_a,100,150,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,1,80,-,40,270,10,0.5,0,-,
41,,1,1,3,2,0,0,0,1,o007031,PlantTest_01_a,PlantTest_01_a,100,150,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,1,80,-,40,-1,-1,0.5,0,-,
50,,1,1,2,2,0,0,0,1,o007200,o007200_grass_00_far_a,o007200_grass_00_far_a,100,150,5,90,110,100,120,255,255,255,255,255,255,0,2,0,0,1,80,-,40,-1,-1,0.5,0,-,
51,,1,1,2,2,0,0,0,1,o007201,o007201_Grass_01_far_a,o007201_Grass_01_far_a,100,150,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,1,80,-,40,-1,-1,0.5,0,-,
52,,1,1,2,2,0,0,0,1,o007210,o007210_Grass_01_far_a,o007210_Grass_01_far_a,100,150,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,1,80,-,40,-1,-1,0.5,0,-,
53,,1,1,2,2,0,0,0,1,o007211,o007211_Grass_01_far_a,o007211_Grass_01_far_a,100,150,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,1,80,-,40,-1,-1,0.5,0,-,
54,,1,1,2,2,0,0,0,0.5,o007220,o007220_lotus_00_far_a,o007220_lotus_00_far_a,100,150,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,1,80,-,40,-1,-1,0.5,0,-,
55,,1,1,2,2,0,0,0,1,o007230,o007230_lotus_01_far_a,o007230_lotus_01_far_a,100,150,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,1,80,-,40,-1,-1,0.5,0,-,
56,,2,1,2,2,0,0,0,3,o007240,o007240_moss_far_a,o007240_moss_far_a,100,150,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,1,80,-,40,-1,-1,0.5,0,-,
57,,1,1,2,2,0,0,0,1,o007202,o007210_Grass_01_far_a,o007210_Grass_01_far_a,100,150,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,1,80,-,40,45,45,0.5,0,-,
58,,5,1,3,2,0,0,1,0.5,o007280,o007280_Plant_00_far_a,o007280_Plant_00_far_a,100,150,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,1,80,-,40,-1,-1,1.5,3,-,
59,,1,1,2,2,0,0,0,2,o007300,o007300_karamushi_far_a,o007300_karamushi_far_a,100,30,5,90,110,80,120,255,255,255,255,255,255,0,2,0,0,1,80,-,40,-1,-1,0.5,0,-,
60,,1,1,3,2,0,0,0,1,o007130,o007130_PlantA_01_far_a,o007130_PlantA_01_far_a,100,150,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,1,80,-,40,-1,-1,0.5,0,-,
61,,2,1,3,2,0,0,0,1,o007140,o007140_plant_ferns_900_far_a,o007140_plant_ferns_900_far_a,100,150,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,1,80,-,40,-1,-1,0.5,0,-,
62,,2,1,3,2,0,0,0,1,o007150,o007150_grass_01_far_a,o007150_grass_01_far_a,100,150,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,1,80,-,40,-1,-1,0.5,0,-,
65,,2,1,3,2,0,0,0,1,o007092,o007092_Grass_01_far_a,o007092_Grass_01_far_a,100,150,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,1,80,-,40,-1,-1,0.5,0,-,
66,,2,1,3,2,0,0,0,3,o007093,o007093_Grass_02_far_a,o007093_Grass_02_far_a,100,150,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,1,80,-,40,-1,-1,0.5,0,-,
67,,1,1,3,2,0,0,1,0.1,o007286,o007286_Grass_01_far_a,o007286_Grass_01_far_a,100,150,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,1,80,-,40,-1,-1,2.5,3,-,
68,,1,1,3,2,0,0,1,0.1,o007287,o007287_Grass_01_far_a,o007287_Grass_01_far_a,100,150,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,1,80,-,40,-1,-1,2.5,3,-,
69,,1,1,3,2,0,0,0,1.5,o007026,o007026_Grass_01_far_a,o007026_Grass_01_far_a,100,150,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,1,80,-,40,-1,-1,0.5,0,-,
70,,2,1,3,2,0,0,0,3,o007250,o007250_akamigoke_far_a,o007250_akamigoke_far_a,100,150,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,1,80,-,40,-1,-1,0.5,0,-,
71,,1,1,3,2,0,0,0,1,o007202,o007202_Hydrilla_00_far_a,o007202_Hydrilla_00_far_a,100,150,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,1,80,-,40,170,15,0.5,0,-,
72,,1,1,3,2,0,0,0,0.5,o007310,o007310_Grass_01_far_a,o007310_Grass_01_far_a,100,150,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,1,80,-,40,-1,-1,0.5,0,-,
73,,1,1,3,2,0,0,0,0.7,o007320,o007320_Grass_01_far_a,o007320_Grass_01_far_a,100,150,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,1,80,-,40,-1,-1,0.5,0,-,
74,,1,1,3,2,0,0,1,1,o007330,o007330_Grass_01_far_a,o007330_Grass_01_far_a,100,150,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,1,80,-,40,-1,-1,2.2,3,-,
75,,1,1,3,2,0,0,0,1,o007340,o007340_lotus_01_far_a,o007340_lotus_01_far_a,100,150,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,1,80,-,40,-1,-1,0.5,0,-,
79,,1,1,3,2,0,0,0,1,o007352,o007352_grass_05_far_a,o007352_grass_05_far_a,100,90,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,1,80,-,40,-1,-1,0.5,0,-,
80,,1,1,3,2,0,0,0,0.5,o007260,o007260_limestone_01_far_a,o007260_limestone_01_far_a,0,0,0,90,110,90,110,255,255,255,255,255,255,0,2,0,0,1,80,-,40,-1,-1,0.5,0,-,
81,,1,1,3,2,0,0,0,0.5,o007261,o007261_limestone_01_far_a,o007261_limestone_01_far_a,0,0,0,90,110,90,110,255,255,255,255,255,255,0,2,0,0,1,80,-,40,-1,-1,0.5,0,-,
82,,1,1,3,2,0,0,0,0.2,o007262,o007262_limestone_01_far_a,o007262_limestone_01_far_a,0,0,0,90,110,90,110,255,255,255,255,255,255,0,2,0,0,1,80,-,40,-1,-1,0.5,0,-,
83,,1,1,3,0,0,0,0,1,o007270,o007270_limestone_00_far_a,o007270_limestone_00_far_a,0,0,0,90,110,90,110,255,255,255,255,255,255,0,2,0,0,1,80,-,40,-1,-1,0.5,0,-,
84,,1,1,3,0,0,0,0,1,o007271,o007271_Limestone_02_far_a,o007271_Limestone_02_far_a,0,0,0,90,110,90,110,255,255,255,255,255,255,0,2,0,0,1,80,-,40,-1,-1,0.5,0,-,
85,,1,1,3,0,0,0,0,1,o007272,o007272_limestone_02_far_a,o007272_limestone_02_far_a,0,0,0,90,110,90,110,255,255,255,255,255,255,0,2,0,0,1,80,-,40,-1,-1,0.5,0,-,
86,,1,1,2,2,0,0,0,2,o007211,o007211_Grass_01_far_a,o007211_Grass_01_far_a,100,150,5,90,140,90,140,255,255,255,255,255,255,0,2,0,0,1,80,-,40,-1,-1,0.5,0,-,
87,,1,1,2,2,0,0,0,0.5,o007290,o007290_PlantA_00_far_a,o007290_PlantA_00_far_a,100,150,5,90,140,90,140,255,255,255,255,255,255,0,2,0,0,1,80,-,40,-1,-1,0.5,0,-,
88,,2,1,2,2,0,0,1,1,o007360,o007360_lotus_00_far_a,o007360_lotus_00_far_a,40,150,5,100,105,90,140,255,255,255,255,255,255,0,2,0,0,1,80,-,40,-1,-1,2.85,3,-,
90,,2,1,0,0,0,0,1,1,o007370,PlantTest_01_a,PlantTest_01_a,100,30,2,100,105,100,100,255,255,255,255,255,255,0,2,0,0,1,80,-,40,-1,-1,2.5,3,-,
98,,65535,1,3,2,0,0,0,2,o969000,PlantTest_01_a,PlantTest_01_a,100,30,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,1,80,-,40,-1,-1,0.5,0,-,
99,,65535,1,3,2,0,0,0,1,o969900,PlantTest_01_a,PlantTest_01_a,100,30,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,1,80,-,40,-1,-1,0.5,0,-,
122,,1,1,2,0,0,0,0,0.5,o007510,PlantTest_01_a,o007510_Grass_01_far_a,100,30,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,1,80,-,40,-1,-1,0.5,0,-,
123,,1,1,2,0,0,0,0,1,o007520,PlantTest_01_a,o007520_Grass_01_far_a,100,150,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,1,80,-,40,-1,-1,0.5,0,-,
124,,65535,1,3,0,0,0,0,0.3,o007521,PlantTest_01_a,PlantTest_01_a,100,150,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,1,80,-,40,-1,-1,0.5,0,-,
125,,2,1,2,0,0,0,0,1,o007530,PlantTest_01_a,o007530_Grass_01_far_a,100,150,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,1,80,-,40,-1,-1,0.5,0,-,
126,,2,1,2,0,0,0,0,2,o007540,PlantTest_01_a,o007540_Grass_01_far_a,100,60,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,1,80,-,40,-1,-1,0.5,0,-,
127,,1,1,2,0,0,0,0,1,o007550,PlantTest_01_a,o007550_Grass_01_far_a,100,30,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,1,80,-,40,-1,-1,0.5,0,-,
128,,2,1,0,0,0,0,0,2,o007560,o007560_Grass_01_far_a,o007560_Grass_01_far_a,100,150,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,0,80,-,40,-1,-1,0.5,0,-,
129,,1,1,2,0,0,0,0,0.5,o007570,PlantTest_01_a,o007570_Grass_01_far_a,100,30,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,1,80,-,40,-1,-1,0.5,0,-,
130,,1,1,2,0,0,0,0,2,o007571,PlantTest_01_a,o007571_Grass_01_far_a,100,150,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,1,80,-,40,-1,-1,0.5,0,-,
131,,1,1,2,0,0,0,0,0.2,o007580,PlantTest_01_a,o007580_Grass_01_far_a,100,30,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,1,80,-,40,-1,-1,0.5,0,-,
132,,32,1,4,2,0,0,1,1,o007501,o007501_Grass_01_far_a,o007501_Grass_01_far_a,100,30,2,100,105,100,100,255,255,255,255,255,255,0,2,0,0,1,80,-,40,0,-1,2.5,3,-,o007509
133,,65535,1,3,0,0,0,0,0.5,o007502,PlantTest_01_a,o007501_Grass_01_far_a,100,30,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,1,80,-,40,-1,-1,0.5,0,-,
134,,2,1,2,0,0,0,0,1,o007590,PlantTest_01_a,o007590_Grass_01_far_a,100,150,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,1,80,-,40,-1,-1,0.5,0,-,
135,,1,1,2,0,0,0,0,0.5,o007600,PlantTest_01_a,o007600_Grass_01_far_a,100,30,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,1,80,-,40,-1,-1,0.4,0,-,
136,,1,1,2,0,0,0,0,0.7,o007610,PlantTest_01_a,o007610_Grass_01_far_a,100,150,5,90,110,80,115,255,255,255,255,255,255,0,2,0,0,1,80,-,40,-1,-1,0.4,0,-,
138,,2,1,2,0,0,0,0,1,o007591,PlantTest_01_a,o007591_Grass_01_far_a,100,150,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,1,80,-,40,-1,-1,0.5,0,-,
140,,65535,1,3,0,0,0,0,1,o007660,PlantTest_01_a,PlantTest_01_a,100,150,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,0,80,-,40,270,10,0.5,0,-,
159,,1,1,3,2,0,0,0,2,o007800,PlantTest_01_a,PlantTest_01_a,100,30,5,90,110,80,120,255,255,255,255,255,255,0,2,0,0,1,80,-,40,-1,-1,0.5,0,-,
175,,1,1,2,0,0,0,0,1,o007840,PlantTest_01_a,o007840_Grass_01_far_a,100,150,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,1,80,-,40,-1,-1,0.5,0,-,
216,,5,1,2,0,0,0,0,1,o007282,o007282_Plant_00_far_a,o007282_Plant_00_far_a,100,150,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,0,80,-,40,-1,-1,0.5,0,-,
217,,1,1,2,0,0,0,0,1,o007283,o007283_Plant_00_far_a,o007283_Plant_00_far_a,100,150,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,0,80,-,40,-1,-1,0.5,0,-,
218,,1,1,2,0,0,0,0,0.3,o007284,o007284_Plant_00_far_a,o007284_Plant_00_far_a,100,150,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,0,80,-,40,-1,-1,0.3,0,-,
219,,1,1,2,0,0,0,0,0.3,o007285,o007285_Plant_00_far_a,o007285_Plant_00_far_a,100,150,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,0,80,-,40,-1,-1,0.3,0,-,
222,,1,1,4,2,0,0,0,0.5,o007010,o007019_Grass_01_a,o007010_Grass_01_far_a,100,30,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,0,80,-,40,-1,-1,0.4,0,-,o007019
223,,1,1,3,2,0,0,0,1,o007020,o007020_Grass_01_far_a,o007020_Grass_01_far_a,100,150,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,0,80,-,40,-1,-1,0.5,0,-,
225,,1,1,3,2,0,0,0,1,o007030,o007030_Grass_01_far_a,o007030_Grass_01_far_a,100,150,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,0,80,-,40,-1,-1,0.5,0,-,
226,,1,1,3,2,0,0,0,2,o007040,o007040_plant_10_far_a,o007040_plant_10_far_a,100,60,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,0,80,-,40,-1,-1,0.5,0,-,
227,,1,1,3,2,0,0,0,1,o007050,o007050_Grass_01_far_a,o007050_Grass_01_far_a,100,30,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,0,80,-,40,-1,-1,0.5,0,-,
229,,1,1,3,2,0,0,0,0.5,o007070,o007070_branch_20_far_a,o007070_branch_20_far_a,100,30,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,0,80,-,40,-1,-1,0.5,0,-,
230,,1,1,3,2,0,0,0,2,o007071,o007071_branch_20_far_a,o007071_branch_20_far_a,100,150,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,0,80,-,40,-1,-1,0.5,0,-,
231,,1,1,3,2,0,0,0,0.2,o007080,o007080_Branch_21_far_a,o007080_Branch_21_far_a,100,30,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,0,80,-,40,-1,-1,0.5,0,-,
232,,32,1,4,2,0,0,1,1,o007001,o007001_Grass_01_far_a,o007001_Grass_01_far_a,100,30,2,100,105,100,100,255,255,255,255,255,255,0,2,0,0,0,80,-,40,0,-1,2.5,3,-,o007009
233,,5,1,3,2,0,0,0,0.5,o007002,o007002_Grass_01_far_a,o007002_Grass_01_far_a,100,30,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,0,80,-,40,-1,-1,0.5,0,-,
234,,2,1,3,2,0,0,0,1,o007090,o007090_Grass_01_far_a,o007090_Grass_01_far_a,100,150,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,0,80,-,40,-1,-1,0.5,0,-,
235,,1,1,3,2,0,0,0,0.5,o007100,o007100_Grass_01_far_a,o007100_Grass_01_far_a,100,30,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,0,80,-,40,-1,-1,0.5,0,-,
236,,2,1,3,2,0,0,0,0.5,o007110,o007110_Grass_01_far_a,o007110_Grass_01_far_a,100,150,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,0,80,-,40,-1,-1,0.5,0,-,
237,,37,1,2,2,0,0,0,1,o007023,o007023_Grass_02_far_a,o007023_Grass_02_far_a,100,150,5,100,110,80,100,255,255,255,255,255,255,0,2,0,0,0,80,-,40,270,45,0.5,3,-,
238,,2,1,3,2,0,0,0,1,o007091,o007091_Grass_01_far_a,o007091_Grass_01_far_a,100,150,5,90,110,85,110,255,255,255,255,255,255,0,2,0,0,0,80,-,40,-1,-1,0.5,0,-,
239,,1,1,3,2,0,0,0,1,o007120,o007120_narcissus_00_far_a,o007120_narcissus_00_far_a,100,150,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,0,80,-,40,-1,-1,0.5,0,-,
240,,1,1,3,2,0,0,0,1,o007160,o007160_Grass_01_far_a,o007160_Grass_01_far_a,100,150,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,0,80,-,40,270,10,0.5,0,-,
