#BehaviorParam=BEHAVIOR_PARAM_ST
ID,Name,variationId - variationId - s32,behaviorJudgeId - behaviorJudgeId - s32,ezStateBehaviorType_old - ezStateBehaviorType_old - u8,refType - refType - u8,pad1 - pad1 - dummy8,refId - refId - s32,sfxVariationId - sfxVariationId - s32,stamina - stamina - s32,mp - mp - s32,category - category - u8,heroPoint - heroPoint - u8,pad2 - pad2 - dummy8
1000,,0,0,2,1,-,1000,0,0,0,6,0,-
1001,,0,0,2,1,-,1001,0,0,0,6,0,-
1010,,0,0,2,1,-,1010,0,0,0,6,0,-
1011,,0,0,2,1,-,1011,0,0,0,6,0,-
1020,,0,0,2,1,-,1020,0,0,0,6,0,-
1100,,95001,910,2,1,-,95001910,0,0,0,6,0,-
1110,,95002,910,2,1,-,95002910,0,0,0,6,0,-
1120,,95003,910,2,1,-,95003910,0,0,0,6,0,-
1130,,95004,910,2,1,-,95004910,0,0,0,6,0,-
1500,,0,0,2,1,-,10001500,0,0,0,0,0,-
1510,,0,0,2,1,-,11100010,0,0,0,0,0,-
1600,,0,0,2,1,-,10001600,0,0,0,0,0,-
1700,,0,0,2,1,-,1700,0,0,0,0,0,-
1750,,0,0,2,1,-,1750,0,0,0,0,0,-
1800,,0,0,2,0,-,70200590,0,0,0,0,0,-
1801,,0,0,2,0,-,13700510,0,0,0,0,0,-
1802,,0,0,2,1,-,70200950,0,0,0,0,0,-
1850,,0,0,2,1,-,54000000,0,0,0,0,0,-
1860,,0,0,2,1,-,54000010,0,0,0,0,0,-
1900,,17002,100,2,1,-,17002000,0,0,0,6,0,-
1910,,0,0,2,1,-,14500100,0,0,0,6,0,-
1920,,0,0,2,1,-,13600130,0,0,0,6,0,-
1930,,53100,600,2,1,-,53100600,0,0,0,6,0,-
1931,,53100,640,2,1,-,53100640,0,0,0,6,0,-
2000,,0,0,0,0,-,2000,0,0,0,0,0,-
2001,,0,0,0,0,-,2001,0,0,0,0,0,-
2100,,0,0,0,1,-,10002100,0,0,0,0,0,-
2200,,0,0,0,1,-,10002200,0,0,0,0,0,-
2300,,0,0,0,1,-,10002300,0,0,0,0,0,-
2400,,0,0,0,1,-,10002400,0,0,0,0,0,-
2500,,0,0,0,1,-,10002500,0,0,0,0,0,-
3000,,0,0,0,0,-,3000,0,0,0,0,0,-
3001,,0,0,0,0,-,3001,0,0,0,0,0,-
3002,,0,0,0,0,-,3002,0,0,0,0,0,-
3003,,0,0,0,0,-,3003,0,0,0,0,0,-
3010,,0,0,0,0,-,3010,0,0,0,0,0,-
3011,,0,0,0,0,-,3011,0,0,0,0,0,-
3012,,0,0,0,0,-,3012,0,0,0,0,0,-
3013,,0,0,0,0,-,3013,0,0,0,0,0,-
3020,,0,0,0,0,-,3020,0,0,0,0,0,-
3021,,0,0,0,0,-,3021,0,0,0,0,0,-
3022,,0,0,0,0,-,3022,0,0,0,0,0,-
3023,,0,0,0,0,-,3023,0,0,0,0,0,-
3030,,0,0,0,0,-,3030,0,0,0,0,0,-
3100,,0,0,0,0,-,3100,0,0,0,0,0,-
3101,,0,0,0,0,-,3101,0,0,0,0,0,-
3102,,0,0,0,0,-,3102,0,0,0,0,0,-
3103,,0,0,0,0,-,3103,0,0,0,0,0,-
3110,,0,0,0,0,-,3110,0,0,0,0,0,-
3111,,0,0,0,0,-,3111,0,0,0,0,0,-
3112,,0,0,0,0,-,3112,0,0,0,0,0,-
3113,,0,0,0,0,-,3113,0,0,0,0,0,-
3120,,0,0,0,0,-,3120,0,0,0,0,0,-
3121,,0,0,0,0,-,3121,0,0,0,0,0,-
3122,,0,0,0,0,-,3122,0,0,0,0,0,-
3123,,0,0,0,0,-,3123,0,0,0,0,0,-
3130,,0,0,0,0,-,3130,0,0,0,0,0,-
3131,,0,0,0,0,-,3131,0,0,0,0,0,-
3132,,0,0,0,0,-,3132,0,0,0,0,0,-
3133,,0,0,0,0,-,3133,0,0,0,0,0,-
3230,,0,0,0,0,-,3230,0,0,0,0,0,-
4020,,0,0,0,1,-,10004020,0,0,0,0,0,-
4025,,0,0,0,1,-,10004025,0,0,0,0,0,-
9000,,0,0,0,0,-,9000,0,0,0,6,0,-
9001,,0,0,0,0,-,9001,0,0,0,6,0,-
9100,,0,0,0,0,-,9100,0,0,0,6,0,-
9101,,0,0,0,0,-,9101,0,0,0,6,0,-
9102,,0,0,0,0,-,9102,0,0,0,6,0,-
9200,,0,0,0,0,-,9200,0,0,0,6,0,-
9210,,0,0,0,0,-,9210,0,0,0,6,0,-
9300,,0,0,0,0,-,9300,0,0,0,6,0,-
9400,,0,0,0,0,-,9400,0,0,0,6,0,-
9500,,0,0,0,0,-,9500,0,0,0,6,0,-
1000000,,0,0,0,1,-,1000000,0,0,0,6,0,-
1000010,,0,0,0,1,-,1000010,0,0,0,6,0,-
1000020,,0,0,0,1,-,1000020,0,0,0,6,0,-
1000100,,0,0,0,0,-,1000100,0,0,0,6,0,-
1000200,,0,0,0,1,-,1000200,0,0,0,6,0,-
1001200,,0,0,0,1,-,1001200,0,0,0,6,0,-
1002500,,0,0,0,1,-,1002500,0,0,0,6,0,-
2000000,,0,0,0,1,-,2000000,0,0,0,6,0,-
210100100,,10100,100,2,0,-,10100100,0,0,0,6,0,-
210100110,,10100,110,2,0,-,10100110,0,0,0,6,0,-
210100120,,10100,120,2,0,-,10100120,0,0,0,6,0,-
210100121,,10100,121,2,0,-,10100121,0,0,0,6,0,-
210100130,,10100,130,2,0,-,10100130,0,0,0,6,0,-
210100140,,10100,140,2,0,-,10100140,0,0,0,6,0,-
210100150,,10100,150,2,0,-,10100150,0,0,0,6,0,-
210100160,,10100,160,2,0,-,10100160,0,0,0,6,0,-
210100170,,10100,170,2,0,-,10100170,0,0,0,6,0,-
210100180,,10100,180,2,0,-,10100180,0,0,0,6,0,-
210100181,,10100,181,2,0,-,10100181,0,0,0,6,0,-
210100182,,10100,182,2,0,-,10100182,0,0,0,6,0,-
210100183,,10100,183,2,0,-,10100183,0,0,0,6,0,-
210100184,,10100,184,2,0,-,10100184,0,0,0,6,0,-
210100190,,10100,190,2,1,-,10100190,0,0,0,6,0,-
210100200,,10100,200,2,0,-,10100200,0,0,0,6,0,-
210100210,,10100,210,2,0,-,10100210,0,0,0,6,0,-
210100211,,10100,211,2,0,-,10100211,0,0,0,6,0,-
210100220,,10100,220,2,0,-,10100220,0,0,0,6,0,-
210100221,,10100,221,2,0,-,10100221,0,0,0,6,0,-
210100230,,10100,230,2,0,-,10100230,0,0,0,6,0,-
210100240,,10100,240,2,0,-,10100240,0,0,0,6,0,-
210100500,,10100,500,2,0,-,10100500,0,0,0,6,0,-
210100510,,10100,510,2,0,-,10100510,0,0,0,6,0,-
210100520,,10100,520,2,0,-,10100520,0,0,0,6,0,-
210100530,,10100,530,2,0,-,10100530,0,0,0,6,0,-
210100531,,10100,531,2,0,-,10100531,0,0,0,6,0,-
210100540,,10100,540,2,0,-,10100540,0,0,0,6,0,-
210100550,,10100,550,2,0,-,10100550,0,0,0,6,0,-
210100560,,10100,560,2,0,-,10100560,0,0,0,6,0,-
210100561,,10100,561,2,0,-,10100561,0,0,0,6,0,-
210100570,,10100,570,2,0,-,10100570,0,0,0,6,0,-
210100580,,10100,580,2,0,-,10100580,0,0,0,6,0,-
210100581,,10100,581,2,0,-,10100581,0,0,0,6,0,-
210100590,,10100,590,2,0,-,10100590,0,0,0,6,0,-
210100591,,10100,591,2,0,-,10100591,0,0,0,6,0,-
210100600,,10100,600,2,1,-,10103100,0,0,0,6,0,-
210100900,,10100,900,2,0,-,10100900,0,0,0,6,0,-
210100940,,10100,940,2,0,-,10100940,0,0,0,6,0,-
210100941,,10100,941,2,0,-,10100941,0,0,0,6,0,-
210100980,,10100,980,2,1,-,10001600,0,0,0,6,0,-
210101100,,10101,100,2,0,-,10101100,0,0,0,6,0,-
210101110,,10101,110,2,0,-,10101110,0,0,0,6,0,-
210101120,,10101,120,2,0,-,10101120,0,0,0,6,0,-
210101130,,10101,130,2,0,-,10101130,0,0,0,6,0,-
210101140,,10101,140,2,0,-,10101140,0,0,0,6,0,-
210101150,,10101,150,2,0,-,10101150,0,0,0,6,0,-
210101160,,10101,160,2,0,-,10101160,0,0,0,6,0,-
210101161,,10101,161,2,0,-,10101161,0,0,0,6,0,-
210101170,,10101,170,2,0,-,10101170,0,0,0,6,0,-
210101180,,10101,180,2,0,-,10101180,0,0,0,6,0,-
210101190,,10101,190,2,1,-,10100190,0,0,0,6,0,-
210101500,,10101,500,2,0,-,10101500,0,0,0,6,0,-
210101510,,10101,510,2,0,-,10101510,0,0,0,6,0,-
210101520,,10101,520,2,0,-,10101520,0,0,0,6,0,-
210101530,,10101,530,2,0,-,10101530,0,0,0,6,0,-
210101540,,10101,540,2,0,-,10101540,0,0,0,6,0,-
210101550,,10101,550,2,0,-,10101550,0,0,0,6,0,-
210101560,,10101,560,2,0,-,10101560,0,0,0,6,0,-
210101570,,10101,570,2,0,-,10101570,0,0,0,6,0,-
210101580,,10101,580,2,0,-,10101580,0,0,0,6,0,-
210101581,,10101,581,2,0,-,10101581,0,0,0,6,0,-
210101590,,10101,590,2,0,-,10101590,0,0,0,6,0,-
210101591,,10101,591,2,0,-,10101591,0,0,0,6,0,-
210101900,,10101,900,2,0,-,10101900,0,0,0,6,0,-
210101940,,10101,940,2,0,-,10101940,0,0,0,6,0,-
210101941,,10101,941,2,0,-,10101941,0,0,0,6,0,-
210101980,,10101,980,2,1,-,10001600,0,0,0,6,0,-
210102100,,10102,100,2,0,-,10102100,0,0,0,6,0,-
210102110,,10102,110,2,0,-,10102110,0,0,0,6,0,-
210102120,,10102,120,2,0,-,10102120,0,0,0,6,0,-
210102121,,10102,121,2,0,-,10102121,0,0,0,6,0,-
210102130,,10102,130,2,0,-,10102130,0,0,0,6,0,-
210102140,,10102,140,2,0,-,10102140,0,0,0,6,0,-
210102150,,10102,150,2,0,-,10102150,0,0,0,6,0,-
210102151,,10102,151,2,0,-,10102151,0,0,0,6,0,-
210102152,,10102,152,2,0,-,10102152,0,0,0,6,0,-
210102153,,10102,153,2,0,-,10102153,0,0,0,6,0,-
210102160,,10102,160,2,0,-,10102160,0,0,0,6,0,-
210102170,,10102,170,2,0,-,10102170,0,0,0,6,0,-
210102171,,10102,171,2,0,-,10102171,0,0,0,6,0,-
210102180,,10102,180,2,0,-,10102180,0,0,0,6,0,-
210102190,,10102,190,2,0,-,10102190,0,0,0,6,0,-
210102200,,10102,200,2,0,-,10102200,0,0,0,6,0,-
210102500,,10102,500,2,0,-,10102500,0,0,0,6,0,-
210102510,,10102,510,2,0,-,10102510,0,0,0,6,0,-
210102520,,10102,520,2,0,-,10102520,0,0,0,6,0,-
210102521,,10102,521,2,0,-,10102521,0,0,0,6,0,-
210102530,,10102,530,2,0,-,10102530,0,0,0,6,0,-
210102540,,10102,540,2,0,-,10102540,0,0,0,6,0,-
210102550,,10102,550,2,0,-,10102550,0,0,0,6,0,-
210102560,,10102,560,2,0,-,10102560,0,0,0,6,0,-
210102570,,10102,570,2,0,-,10102570,0,0,0,6,0,-
210102900,,10102,900,2,0,-,10102900,0,0,0,6,0,-
210102940,,10102,940,2,0,-,10102940,0,0,0,6,0,-
210102980,,10102,980,2,1,-,10102980,0,0,0,6,0,-
210102981,,10102,981,2,1,-,10102981,0,0,0,6,0,-
210102982,,10102,982,2,1,-,10102982,0,0,0,6,0,-
210102983,,10102,983,2,1,-,10102983,0,0,0,6,0,-
210102984,,10102,984,2,1,-,10102984,0,0,0,6,0,-
210102985,,10102,985,2,1,-,10102985,0,0,0,6,0,-
210102986,,10102,986,2,1,-,10102986,0,0,0,6,0,-
210102987,,10102,987,2,1,-,10102987,0,0,0,6,0,-
210102988,,10102,988,2,1,-,10102988,0,0,0,6,0,-
210102989,,10102,989,2,1,-,10102989,0,0,0,6,0,-
210103100,,10103,100,2,1,-,10103100,0,0,0,6,0,-
210103110,,10103,110,2,0,-,10103110,0,0,0,6,0,-
210103120,,10103,120,2,0,-,10103120,0,0,0,6,0,-
210103130,,10103,130,2,1,-,10103130,0,0,0,6,0,-
210103140,,10103,140,2,1,-,10103140,0,0,0,6,0,-
210103500,,10103,500,2,0,-,10103500,0,0,0,6,0,-
210103510,,10103,510,2,0,-,10103510,0,0,0,6,0,-
210103900,,10103,900,2,0,-,10103900,0,0,0,6,0,-
210103980,,10103,980,2,1,-,10001600,0,0,0,6,0,-
210110100,,10110,100,2,0,-,10110100,0,0,0,6,0,-
210110110,,10110,110,2,0,-,10110110,0,0,0,6,0,-
210110120,,10110,120,2,0,-,10110120,0,0,0,6,0,-
210110130,,10110,130,2,0,-,10110130,0,0,0,6,0,-
210110150,,10110,150,2,0,-,10110150,0,0,0,6,0,-
210110220,,10110,220,2,0,-,10110220,0,0,0,6,0,-
210110221,,10110,221,2,0,-,10110221,0,0,0,6,0,-
210110900,,10110,900,2,0,-,10110900,0,0,0,6,0,-
210111100,,10111,100,2,0,-,10111100,0,0,0,6,0,-
210111110,,10111,110,2,0,-,10111110,0,0,0,6,0,-
210111120,,10111,120,2,0,-,10111120,0,0,0,6,0,-
210111140,,10111,140,2,0,-,10111140,0,0,0,6,0,-
210111540,,10111,540,2,0,-,10111540,0,0,0,6,0,-
210111570,,10111,570,2,0,-,10111570,0,0,0,6,0,-
210111900,,10111,900,2,0,-,10111900,0,0,0,6,0,-
210120100,,10120,100,2,0,-,10120100,0,0,0,6,0,-
210120110,,10120,110,2,0,-,10120110,0,0,0,6,0,-
210120120,,10120,120,2,0,-,10120120,0,0,0,6,0,-
210120130,,10120,130,2,0,-,10120130,0,0,0,6,0,-
210120180,,10120,180,2,0,-,10120180,0,0,0,6,0,-
210120181,,10120,181,2,0,-,10120181,0,0,0,6,0,-
210120182,,10120,182,2,0,-,10120182,0,0,0,6,0,-
210120183,,10120,183,2,0,-,10120183,0,0,0,6,0,-
210120184,,10120,184,2,0,-,10120184,0,0,0,6,0,-
210120200,,10120,200,2,0,-,10120200,0,0,0,6,0,-
210120220,,10120,220,2,0,-,10120220,0,0,0,6,0,-
210120221,,10120,221,2,0,-,10120221,0,0,0,6,0,-
210120230,,10120,230,2,0,-,10120230,0,0,0,6,0,-
210120240,,10120,240,2,0,-,10120240,0,0,0,6,0,-
210120500,,10120,500,2,0,-,10120500,0,0,0,6,0,-
210120900,,10120,900,2,0,-,10120900,0,0,0,6,0,-
210120940,,10120,940,2,0,-,10120940,0,0,0,6,0,-
210120941,,10120,941,2,0,-,10120941,0,0,0,6,0,-
210120980,,10120,980,2,1,-,10001600,0,0,0,6,0,-
210122100,,10122,100,2,0,-,10122100,0,0,0,6,0,-
210122200,,10122,200,2,0,-,10122200,0,0,0,6,0,-
210122900,,10122,900,2,0,-,10122900,0,0,0,6,0,-
210122940,,10122,940,2,0,-,10122940,0,0,0,6,0,-
210122980,,10122,980,2,1,-,10102980,0,0,0,6,0,-
210122988,,10122,988,2,1,-,10102988,0,0,0,6,0,-
210200100,,10200,100,2,0,-,10200100,0,0,0,6,0,-
210200110,,10200,110,2,0,-,10200110,0,0,0,6,0,-
210200120,,10200,120,2,0,-,10200120,0,0,0,6,0,-
210200130,,10200,130,2,0,-,10200130,0,0,0,6,0,-
210200140,,10200,140,2,0,-,10200140,0,0,0,6,0,-
210200150,,10200,150,2,0,-,10200150,0,0,0,6,0,-
210200151,,10200,151,2,0,-,10200151,0,0,0,6,0,-
210200160,,10200,160,2,0,-,10200160,0,0,0,6,0,-
210200161,,10200,161,2,0,-,10200161,0,0,0,6,0,-
210200170,,10200,170,2,0,-,10200170,0,0,0,6,0,-
210200180,,10200,180,2,0,-,10200180,0,0,0,6,0,-
210200190,,10200,190,2,0,-,10200190,0,0,0,6,0,-
210200200,,10200,200,2,0,-,10200200,0,0,0,6,0,-
210200210,,10200,210,2,0,-,10200210,0,0,0,6,0,-
210200220,,10200,220,2,0,-,10200220,0,0,0,6,0,-
210200230,,10200,230,2,0,-,10200230,0,0,0,6,0,-
210200240,,10200,240,2,0,-,10200240,0,0,0,6,0,-
210200250,,10200,250,2,0,-,10200250,0,0,0,6,0,-
210200260,,10200,260,2,0,-,10200260,0,0,0,6,0,-
210200500,,10200,500,2,0,-,10200500,0,0,0,6,0,-
210200510,,10200,510,2,0,-,10200510,0,0,0,6,0,-
210200520,,10200,520,2,0,-,10200520,0,0,0,6,0,-
210200530,,10200,530,2,0,-,10200530,0,0,0,6,0,-
210200540,,10200,540,2,0,-,10200540,0,0,0,6,0,-
210200550,,10200,550,2,0,-,10200550,0,0,0,6,0,-
210200560,,10200,560,2,0,-,10200560,0,0,0,6,0,-
210200570,,10200,570,2,0,-,10200570,0,0,0,6,0,-
210200580,,10200,580,2,0,-,10200580,0,0,0,6,0,-
210200590,,10200,590,2,0,-,10200590,0,0,0,6,0,-
210200600,,10200,600,2,0,-,10200600,0,0,0,6,0,-
210200610,,10200,610,2,0,-,10200610,0,0,0,6,0,-
210200620,,10200,620,2,0,-,10200620,0,0,0,6,0,-
210200621,,10200,621,2,0,-,10200621,0,0,0,6,0,-
210200622,,10200,622,2,0,-,10200622,0,0,0,6,0,-
210200630,,10200,630,2,0,-,10200630,0,0,0,6,0,-
210200631,,10200,631,2,0,-,10200631,0,0,0,6,0,-
210200640,,10200,640,2,0,-,10200640,0,0,0,6,0,-
210200641,,10200,641,2,0,-,10200641,0,0,0,6,0,-
210200642,,10200,642,2,0,-,10200642,0,0,0,6,0,-
210200643,,10200,643,2,0,-,10200643,0,0,0,6,0,-
210200650,,10200,650,2,0,-,10200650,0,0,0,6,0,-
210200900,,10200,900,2,0,-,10200900,0,0,0,6,0,-
210200940,,10200,940,2,0,-,10200940,0,0,0,6,0,-
210200980,,10200,980,2,1,-,10200980,0,0,0,6,0,-
210200981,,10200,981,2,1,-,10200981,0,0,0,6,0,-
210200982,,10200,982,2,1,-,10200982,0,0,0,6,0,-
210200983,,10200,983,2,1,-,10200983,0,0,0,6,0,-
210200984,,10200,984,2,1,-,10200984,0,0,0,6,0,-
210200985,,10200,985,2,1,-,10200985,0,0,0,6,0,-
210201010,,10201,10,2,0,-,10201010,0,0,0,6,0,-
210201011,,10201,11,2,0,-,10201011,0,0,0,6,0,-
210201012,,10201,12,2,0,-,10201012,0,0,0,6,0,-
210201020,,10201,20,2,0,-,10201020,0,0,0,6,0,-
210201030,,10201,30,2,0,-,10201030,0,0,0,6,0,-
210201031,,10201,31,2,0,-,10201031,0,0,0,6,0,-
210201040,,10201,40,2,0,-,10201040,0,0,0,6,0,-
210201050,,10201,50,2,0,-,10201050,0,0,0,6,0,-
210201051,,10201,51,2,0,-,10201051,0,0,0,6,0,-
210201060,,10201,60,2,0,-,10201060,0,0,0,6,0,-
210201070,,10201,70,2,0,-,10201070,0,0,0,6,0,-
210201071,,10201,71,2,0,-,10201071,0,0,0,6,0,-
210201080,,10201,80,2,0,-,10201080,0,0,0,6,0,-
210201081,,10201,81,2,0,-,10201081,0,0,0,6,0,-
210201082,,10201,82,2,0,-,10201082,0,0,0,6,0,-
210201090,,10201,90,2,0,-,10201090,0,0,0,6,0,-
210201100,,10201,100,2,0,-,10201100,0,0,0,6,0,-
210201101,,10201,101,2,0,-,10201101,0,0,0,6,0,-
210201102,,10201,102,2,0,-,10201102,0,0,0,6,0,-
210201110,,10201,110,2,0,-,10201110,0,0,0,6,0,-
210201120,,10201,120,2,0,-,10201120,0,0,0,6,0,-
210201130,,10201,130,2,0,-,10201130,0,0,0,6,0,-
210201140,,10201,140,2,0,-,10201140,0,0,0,7,0,-
210201150,,10201,150,2,0,-,10201150,0,0,0,7,0,-
210201500,,10201,500,2,0,-,10201500,0,0,0,6,0,-
210201510,,10201,510,2,0,-,10201510,0,0,0,6,0,-
210201520,,10201,520,2,0,-,10201520,0,0,0,6,0,-
210201530,,10201,530,2,0,-,10201530,0,0,0,6,0,-
210201900,,10201,900,2,0,-,10201900,0,0,0,6,0,-
210201940,,10201,940,2,0,-,10201940,0,0,0,6,0,-
210201941,,10201,941,2,0,-,10201941,0,0,0,6,0,-
210201980,,10201,980,2,1,-,10201980,0,0,0,6,0,-
210201981,,10201,981,2,1,-,10201981,0,0,0,6,0,-
210210100,,10210,100,2,0,-,10210100,0,0,0,6,0,-
210210110,,10210,110,2,0,-,10210110,0,0,0,6,0,-
210210120,,10210,120,2,0,-,10210120,0,0,0,6,0,-
210210130,,10210,130,2,0,-,10210130,0,0,0,6,0,-
210210160,,10210,160,2,0,-,10210160,0,0,0,6,0,-
210210161,,10210,161,2,0,-,10210161,0,0,0,6,0,-
210210170,,10210,170,2,0,-,10210170,0,0,0,6,0,-
210210180,,10210,180,2,0,-,10210180,0,0,0,6,0,-
210210190,,10210,190,2,0,-,10210190,0,0,0,6,0,-
210210500,,10210,500,2,0,-,10210500,0,0,0,6,0,-
210210510,,10210,510,2,0,-,10210510,0,0,0,6,0,-
210210520,,10210,520,2,0,-,10210520,0,0,0,6,0,-
210210530,,10210,530,2,0,-,10210530,0,0,0,6,0,-
210210540,,10210,540,2,0,-,10210540,0,0,0,6,0,-
210210550,,10210,550,2,0,-,10210550,0,0,0,6,0,-
210210560,,10210,560,2,0,-,10210560,0,0,0,6,0,-
210210580,,10210,580,2,0,-,10210580,0,0,0,6,0,-
210210590,,10210,590,2,0,-,10210590,0,0,0,6,0,-
210210600,,10210,600,2,0,-,10210600,0,0,0,6,0,-
210210610,,10210,610,2,0,-,10210610,0,0,0,6,0,-
210210650,,10210,650,2,0,-,10210650,0,0,0,6,0,-
210210900,,10210,900,2,0,-,10210900,0,0,0,6,0,-
210300100,,10300,100,2,0,-,10300100,0,0,0,6,0,-
210300101,,10300,101,2,0,-,10300101,0,0,0,6,0,-
210300110,,10300,110,2,0,-,10300110,0,0,0,6,0,-
210300111,,10300,111,2,0,-,10300111,0,0,0,6,0,-
210300120,,10300,120,2,0,-,10300120,0,0,0,6,0,-
210300130,,10300,130,2,0,-,10300130,0,0,0,6,0,-
210300200,,10300,200,2,1,-,10300200,0,0,0,6,0,-
210300210,,10300,210,2,1,-,10300210,0,0,0,6,0,-
210300220,,10300,220,2,1,-,10300220,0,0,0,6,0,-
210300221,,10300,221,2,1,-,10300221,0,0,0,6,0,-
210300230,,10300,230,2,1,-,10300230,0,0,0,6,0,-
210300231,,10300,231,2,1,-,10300231,0,0,0,6,0,-
210300900,,10300,900,2,0,-,10300900,0,0,0,6,0,-
210300980,,10300,980,2,1,-,10001600,0,0,0,6,0,-
210400000,,10400,0,2,0,-,10400000,0,0,0,6,0,-
210400001,,10400,1,2,0,-,10400001,0,0,0,6,0,-
210400010,,10400,10,2,0,-,10400010,0,0,0,6,0,-
210400011,,10400,11,2,0,-,10400011,0,0,0,6,0,-
210400020,,10400,20,2,0,-,10400020,0,0,0,6,0,-
210400021,,10400,21,2,0,-,10400021,0,0,0,6,0,-
210400100,,10400,100,2,0,-,10400100,0,0,0,6,0,-
210400210,,10400,210,2,1,-,10400210,0,0,0,6,0,-
210400220,,10400,220,2,1,-,10400220,0,0,0,6,0,-
210400221,,10400,221,2,1,-,10400221,0,0,0,6,0,-
210400900,,10400,900,2,0,-,10400900,0,0,0,6,0,-
210400980,,10400,980,2,1,-,10400980,0,0,0,6,0,-
210400981,,10400,981,2,1,-,10400981,0,0,0,6,0,-
210500000,,10500,0,2,0,-,10500000,0,0,0,6,0,-
210500001,,10500,1,2,0,-,10500001,0,0,0,6,0,-
210500002,,10500,2,2,0,-,10500002,0,0,0,6,0,-
210500003,,10500,3,2,0,-,10500003,0,0,0,6,0,-
210500010,,10500,10,2,0,-,10500010,0,0,0,6,0,-
210500020,,10500,20,2,0,-,10500020,0,0,0,6,0,-
210500021,,10500,21,2,0,-,10500021,0,0,0,6,0,-
210500030,,10500,30,2,0,-,10500030,0,0,0,6,0,-
210500090,,10500,90,2,0,-,10500090,0,0,0,6,0,-
210500100,,10500,100,2,1,-,10500100,0,0,0,6,0,-
210500110,,10500,110,2,0,-,10500110,0,0,0,6,0,-
210500120,,10500,120,2,0,-,10500120,0,0,0,6,0,-
210500130,,10500,130,2,0,-,10500130,0,0,0,6,0,-
210500150,,10500,150,2,0,-,10500150,0,0,0,6,0,-
210500160,,10500,160,2,0,-,10500160,0,0,0,6,0,-
210500170,,10500,170,2,0,-,10500170,0,0,0,6,0,-
210500200,,10500,200,2,0,-,10500200,0,0,0,6,0,-
210500201,,10500,201,2,0,-,10500201,0,0,0,6,0,-
210500500,,10500,500,2,0,-,10500500,0,0,0,6,0,-
210500900,,10500,900,2,0,-,10500900,0,0,0,6,0,-
210500940,,10500,940,2,0,-,10500940,0,0,0,6,0,-
210500941,,10500,941,2,0,-,10500941,0,0,0,6,0,-
210500942,,10500,942,2,0,-,10500942,0,0,0,6,0,-
210500980,,10500,980,2,1,-,10500980,0,0,0,6,0,-
210600100,,10600,100,2,0,-,10600100,0,0,0,6,0,-
210600101,,10600,101,2,0,-,10600101,0,0,0,6,0,-
210600102,,10600,102,2,0,-,10600102,0,0,0,6,0,-
210600110,,10600,110,2,0,-,10600110,0,0,0,6,0,-
210600120,,10600,120,2,0,-,10600120,0,0,0,6,0,-
210600130,,10600,130,2,0,-,10600130,0,0,0,6,0,-
210600131,,10600,131,2,0,-,10600131,0,0,0,6,0,-
210600132,,10600,132,2,0,-,10600132,0,0,0,6,0,-
210600133,,10600,133,2,0,-,10600133,0,0,0,6,0,-
210600134,,10600,134,2,0,-,10600134,0,0,0,6,0,-
210600140,,10600,140,2,0,-,10600140,0,0,0,6,0,-
210600150,,10600,150,2,0,-,10600150,0,0,0,6,0,-
