#SpEffectVfxParam=SP_EFFECT_VFX_PARAM_ST
ID,Name,midstSfxId - midstSfxId - s32,midstSeId - midstSeId - s32,InitSfxId - InitSfxId - s32,InitSeId - InitSeId - s32,finishSfxId - finishSfxId - s32,finishSeId - finishSeId - s32,camouflageBeginDist - camouflageBeginDist - f32,camouflageEndDist - camouflageEndDist - f32,transformProtectorId - transformProtectorId - s32,midstDmyId - midstDmyId - s16,initDmyId - initDmyId - s16,finishDmyId - finishDmyId - s16,effectType - effectType - u8,soulParamIdForWepEnchant1 - soulParamIdForWepEnchant1 - u8,playCategory - playCategory - u8,playPriority - playPriority - u8,existEffectForLarge - existEffectForLarge - u8,existEffectForSoul - existEffectForSoul - u8,existInvisibleAtCamouflage - existInvisibleAtCamouflage - u8,useCamouflage - useCamouflage - u8,invisibleAtFriendCamouflage - invisibleAtFriendCamouflage - u8,addMapAreaBlockOffset - addMapAreaBlockOffset - u8,halfCamouflage - halfCamouflage - u8,isFullBodyProtectorId - isFullBodyProtectorId - u8,isInvisibleWeapon - isInvisibleWeapon - u8,isSilence - isSilence - u8,isGauntletProtectorId - isGauntletProtectorId - u8,Unk1 - Unk1 - u8,Unk2 - Unk2 - u8,Unk3 - Unk3 - u8,Unk4 - Unk4 - u8,Unk5 - Unk5 - u8,DecalId0 - DecalId0 - s32,DecalId1 - DecalId1 - s32,soulParamIdForWepEnchant2 - soulParamIdForWepEnchant2 - u8,SpEffectSp0 - SpEffectSp0 - u8,SpEffectSp1 - SpEffectSp1 - u8,bodyProtectorType - bodyProtectorType - u8,SpSfxId0 - SpSfxId0 - s32,SpSfxId1 - SpSfxId1 - s32,SpSfxId2 - SpSfxId2 - s32,SpSfxId3 - SpSfxId3 - s32,SpSfxId4 - SpSfxId4 - s32,SpSfxId5 - SpSfxId5 - s32,SpSfxId6 - SpSfxId6 - s32,SpSfxId7 - SpSfxId7 - s32,SpSfxId8 - SpSfxId8 - s32,SpSfxId9 - SpSfxId9 - s32,SpSfxId10 - SpSfxId10 - s32,SpSfxId11 - SpSfxId11 - s32,SpSfxId12 - SpSfxId12 - s32,SpSfxId13 - SpSfxId13 - s32,SpSfxId14 - SpSfxId14 - s32,SpSfxId15 - SpSfxId15 - s32,Unk10 - Unk10 - u8,PhantomType - PhantomType - u8,CamouflageGhost - CamouflageGhost - u8,Unk12 - Unk12 - u8,PhantomParamId - PhantomParamId - s32,EmissiveIntensityScale [ArmorGlow] - EmissiveIntensityScale [ArmorGlow] - f32,Unk13 - Unk13 - f32,bodyProtectorVal - bodyProtectorVal - s16,Unk14 - Unk14 - s16,CinderIntensityScale [Ember Effect Glow] - CinderIntensityScale [Ember Effect Glow] - f32,MenuOrb - MenuOrb - u8,Unk15 - Unk15 - u8,MenuOrb_DummyPolyId - MenuOrb_DummyPolyId - s16,BodyProtectorValue1 - BodyProtectorValue1 - u16,BodyProtectorValue2 - BodyProtectorValue2 - u16,MaterialExParamId - MaterialExParamId - s32,MaterialExSpeed - MaterialExSpeed - f32,MaterialExMax - MaterialExMax - f32,MaterialExMin - MaterialExMin - f32,Unk16 - Unk16 - u16,Unk17 - Unk17 - u16,pad1 - pad1 - dummy8
12,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
13,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
14,,22223,-1,-1,-1,-1,-1,-1,-1,-1,200,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
15,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
16,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
17,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
18,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
19,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
20,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
21,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
22,,22122,-1,-1,-1,-1,-1,-1,-1,-1,200,-1,-1,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
23,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
24,,850,23112,-1,-1,-1,-1,-1,-1,-1,220,-1,-1,0,0,4,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
25,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
26,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
27,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
28,,523102,-1,-1,-1,-1,-1,-1,-1,-1,18,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
29,,20252,20004,-1,-1,-1,-1,-1,-1,-1,200,-1,-1,0,0,3,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
30,,197,-1,-1,-1,-1,-1,-1,-1,-1,200,-1,-1,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
31,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
32,,195,-1,-1,-1,-1,-1,-1,-1,-1,200,-1,-1,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
33,,196,-1,-1,-1,-1,-1,-1,-1,-1,200,-1,-1,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
34,,30043,-1,-1,-1,-1,-1,-1,-1,-1,100,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
35,,30013,-1,-1,-1,-1,-1,-1,-1,-1,104,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
36,,630731,-1,-1,-1,-1,-1,-1,-1,-1,11,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
37,,630731,-1,-1,-1,-1,-1,-1,-1,-1,100,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
38,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
39,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
40,,20253,20004,-1,-1,-1,-1,-1,-1,-1,200,-1,-1,0,0,3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
41,,20211,21112,-1,-1,-1,-1,-1,-1,-1,200,-1,-1,0,0,3,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
42,,525002,-1,-1,-1,-1,-1,-1,-1,-1,220,-1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
43,,16010,-1,-1,-1,-1,-1,-1,-1,-1,200,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
44,,16011,-1,-1,-1,-1,-1,-1,-1,-1,200,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
45,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
46,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
47,,20244,20005,-1,-1,-1,-1,-1,-1,-1,212,-1,-1,0,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
48,,24003,-1,-1,-1,-1,-1,-1,-1,-1,220,-1,-1,0,0,3,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
49,,24004,-1,-1,-1,-1,-1,-1,-1,-1,220,-1,-1,0,0,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
50,,525042,-1,525006,-1,-1,-1,-1,-1,-1,220,220,-1,0,0,3,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
51,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
52,,24012,-1,-1,-1,-1,-1,-1,-1,-1,220,-1,-1,0,0,3,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
53,,24030,-1,-1,-1,-1,-1,-1,-1,-1,200,-1,-1,0,0,3,5,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
54,,20208,-1,-1,-1,-1,-1,-1,-1,-1,212,-1,-1,0,0,3,180,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
55,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
56,,890,-1,-1,-1,-1,-1,-1,-1,-1,202,-1,-1,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
57,,202,-1,-1,-1,-1,-1,-1,-1,-1,50,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
