#ObjectParam=OBJECT_PARAM_ST
ID,Name,HP - HP - s16,Defense - Defense - u16,extRefTexId - extRefTexId - s16,materialId - materialId - s16,animBreakIdMax - animBreakIdMax - u8,isCamHit - isCamHit - u8,isBreakByPlayerCollide - isBreakByPlayerCollide - u8,isAnimBreak - isAnimBreak - u8,isPenetrationBulletHit - isPenetrationBulletHit - u8,isChrHit - isChrHit - u8,isAttackBacklash - isAttackBacklash - u8,isDisableBreakForFirstAppear - isDisableBreakForFirstAppear - u8,isLadder - isLadder - u8,isAnimPauseOnRemoPlay - isAnimPauseOnRemoPlay - u8,isDamageNoHit - isDamageNoHit - u8,isMoveObj - isMoveObj - u8,UnkBool1 - UnkBool1 - u8,UnkBool2 - UnkBool2 - u8,UnkBool3 - UnkBool3 - u8,mapRelated - mapRelated - u8,IsBreakByCollide2 - IsBreakByCollide2 - u8,defaultLodParamId - defaultLodParamId - s8,breakSfxId - breakSfxId - s32,behParamId0 - behParamId0 - s32,behParamId1 - behParamId1 - s32,behParamId2 - behParamId2 - s32,Unk2 - Unk2 - u8,HavokSystem_Wind - HavokSystem_Wind - u8,HavokSystem_BreakObj - HavokSystem_BreakObj - u8,CameraObjHit_Transparency (2) - CameraObjHit_Transparency (2) - u8,WindEffectRate - WindEffectRate - f32,Unk3 - Unk3 - f32,breakObjRate - breakObjRate - f32,burnLifeTime - burnLifeTime - f32,breakUpdate - breakUpdate - f32,burnVfxId0 - burnVfxId0 - s32,burnVfxId1 - burnVfxId1 - s32,burnVfxId2 - burnVfxId2 - s32,burnVfxId3 - burnVfxId3 - s32,burnBehaviorId0 - burnBehaviorId0 - s32,burnBehaviorId1 - burnBehaviorId1 - s32,burnBehaviorId2 - burnBehaviorId2 - s32,burnBehaviorId3 - burnBehaviorId3 - s32,burnInterval - burnInterval - u16,Unk20 - Unk20 - u8,Unk22 - Unk22 - u8,BurnBehaviorTime - BurnBehaviorTime - f32,BurnTimeBegin0 - BurnTimeBegin0 - f32,BurnTimeBegin1 - BurnTimeBegin1 - f32,BurnTimeBegin2 - BurnTimeBegin2 - f32,BurnTimeBegin3 - BurnTimeBegin3 - f32,BurnTimeEnd0 - BurnTimeEnd0 - f32,BurnTimeEnd1 - BurnTimeEnd1 - f32,BurnTimeEnd2 - BurnTimeEnd2 - f32,BurnTimeEnd3 - BurnTimeEnd3 - f32,aiSoundParamId - aiSoundParamId - s32,VanishSubValue - VanishSubValue - f32,VanishInitValue - VanishInitValue - f32,Unk34 - Unk34 - f32,Unk35 - Unk35 - f32,Unk36 - Unk36 - f32,Unk37 - Unk37 - f32,Unk38 - Unk38 - f32,Unk39 - Unk39 - f32,Unk40 - Unk40 - f32,Unk41 - Unk41 - s32,hkpnClass - hkpnClass - u8,IsBreakObjByCollide2_Extra - IsBreakObjByCollide2_Extra - u8,SpawnParam - SpawnParam - u16,autoDestroyTimer - autoDestroyTimer - f32,CompareValue - CompareValue - f32,CollideSoundId - CollideSoundId - s32,ObjectMaterialSfxIndex - ObjectMaterialSfxIndex - s32,FfxId1 - FfxId1 - s32,FfxId2 - FfxId2 - s32,FfxId3 - FfxId3 - s32,FfxId4 - FfxId4 - s32,FfxId5 - FfxId5 - s32,pad1 - pad1 - dummy8,NULL_BOOLEAN - NULL_BOOLEAN - u8,UseHavokFunction - UseHavokFunction - u8,Unk42 - Unk42 - u8,Unk43 - Unk43 - u16,Unk44 - Unk44 - s32,CollideSpEffectId - CollideSpEffectId - s32,Unk46 - Unk46 - f32,Unk47 - Unk47 - f32,Unk48 - Unk48 - f32,Unk49 - Unk49 - f32,Unk50 - Unk50 - f32,Unk51 - Unk51 - f32,Unk52 - Unk52 - f32,UnkParam - UnkParam - f32,pad2 - pad2 - dummy8
2001,,-1,0,-1,8,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,1,0.5,0.01,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,9999,0,6,0,0,0,0,0,0,0,0,0,5000020,0,0,0,0,0,0,0.025,0.5,1,-1,0,0,64,0,0,-1,-1,-1,-1,-1,-1,-1,-,0,0,0,65535,0,-1,0,0,0,0,0,0,0,0,-
2010,,-1,0,-1,8,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,1,0.5,0.01,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,9999,0,0,0,0,0,0,0,0,0,0,0,5000020,0,0,0,0,0,0,0.025,0.5,1,-1,1,0,64,0,0,-1,-1,-1,-1,-1,-1,-1,-,1,1,0,65535,0,-1,0,0,0,0,0,0,0.5,2.5,-
2011,,-1,0,-1,8,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,1,0.5,0.01,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,9999,0,6,0,0,0,0,0,0,0,0,0,5000020,0,0,0,0,0,0,0.025,0.5,1,-1,0,0,64,0,0,-1,-1,-1,-1,-1,-1,-1,-,0,0,0,65535,0,-1,0,0,0,0,0,0,0,0,-
2020,,-1,0,-1,8,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,1,0.5,0.01,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,9999,0,0,0,0,0,0,0,0,0,0,0,5000020,0,0,0,0,0,0,0.025,0.5,1,-1,1,0,64,0,0,-1,-1,-1,-1,-1,-1,-1,-,1,1,0,65535,0,-1,0,0,0,0,0,0,0.5,2.5,-
2021,,-1,0,-1,8,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,1,0.5,0.01,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,9999,0,6,0,0,0,0,0,0,0,0,0,5000020,0,0,0,0,0,0,0.025,0.5,1,-1,0,0,64,0,0,-1,-1,-1,-1,-1,-1,-1,-,0,0,0,65535,0,-1,0,0,0,0,0,0,0,0,-
2030,,-1,0,-1,8,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,1,0.5,0.01,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,9999,0,0,0,0,0,0,0,0,0,0,0,5000020,0,0,0,0,0,0,0.025,0.5,1,-1,1,0,64,0,0,-1,-1,-1,-1,-1,-1,-1,-,1,1,0,65535,0,-1,0,0,0,0,0,0,0.5,2.5,-
2031,,-1,0,-1,8,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,1,0.5,0.01,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,9999,0,6,0,0,0,0,0,0,0,0,0,5000020,0,0,0,0,0,0,0.025,0.5,1,-1,0,0,64,0,0,-1,-1,-1,-1,-1,-1,-1,-,0,0,0,65535,0,-1,0,0,0,0,0,0,0,0,-
2040,,-1,0,-1,8,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,1,0.5,0.01,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,9999,1,0,0,0,0,0,0,0,0,0,0,5000020,0,0,0,0,0,0,0.025,0.5,1,-1,1,0,64,0,0,-1,-1,-1,-1,-1,-1,-1,-,1,1,0,65535,0,-1,0,0,0,0,0,0,0.5,2.5,-
2041,,-1,0,-1,8,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,1,0.5,0.01,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,9999,0,6,0,0,0,0,0,0,0,0,0,5000020,0,0,0,0,0,0,0.025,0.5,1,-1,0,0,64,0,0,-1,-1,-1,-1,-1,-1,-1,-,0,0,0,65535,0,-1,0,0,0,0,0,0,0,0,-
2042,,-1,0,-1,29,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,1,0.5,0.01,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,9999,2,2,0,0,0,0,0,0,0,0,0,5000020,0,0,0,0,0,0,0.025,0.5,1,-1,1,0,64,0,0,-1,-1,-1,-1,-1,-1,-1,-,1,1,0,65535,0,-1,0,0,0,0,0,0,0.5,2.5,-
2050,,-1,0,-1,8,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,1,0.5,0.01,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,9999,1,0,0,0,0,0,0,0,0,0,0,5000020,0,0,0,0,0,0,0.025,0.5,1,-1,1,0,64,0,0,-1,-1,-1,-1,-1,-1,-1,-,1,1,0,65535,0,-1,0,0,0,0,0,0,0.5,2.5,-
2051,,-1,0,-1,8,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,1,0.5,0.01,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,9999,0,6,0,0,0,0,0,0,0,0,0,5000020,0,0,0,0,0,0,0.025,0.5,1,-1,0,0,64,0,0,-1,-1,-1,-1,-1,-1,-1,-,0,0,0,65535,0,-1,0,0,0,0,0,0,0,0,-
2052,,-1,0,-1,29,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,1,0.5,0.01,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,9999,2,2,0,0,0,0,0,0,0,0,0,5000020,0,0,0,0,0,0,0.025,0.5,1,-1,1,0,64,0,0,-1,-1,-1,-1,-1,-1,-1,-,1,1,0,65535,0,-1,0,0,0,0,0,0,0.5,2.5,-
2100,,-1,0,-1,8,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,1,0.5,0.01,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,9999,0,4,0,0,0,0,0,0,0,0,0,5000020,0,0,0,0,0,0,0.025,0.5,1,-1,0,0,64,0,0,-1,-1,-1,-1,-1,-1,-1,-,0,0,0,65535,0,-1,0,0,0,0,0,0,0.5,2.5,-
2110,,-1,0,-1,8,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,1,0.5,0.01,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,9999,0,4,0,0,0,0,0,0,0,0,0,5000020,0,0,0,0,0,0,0.025,0.5,1,-1,0,0,64,0,0,-1,-1,-1,-1,-1,-1,-1,-,0,0,0,65535,0,-1,0,0,0,0,0,0,0.5,2.5,-
2120,,-1,0,-1,8,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,1,0.5,0.01,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,9999,0,4,0,0,0,0,0,0,0,0,0,5000020,0,0,0,0,0,0,0.025,0.5,1,-1,0,0,64,0,0,-1,-1,-1,-1,-1,-1,-1,-,0,0,0,65535,0,-1,0,0,0,0,0,0,0.5,2.5,-
2500,,-1,0,-1,8,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,1,0.5,0.01,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,9999,0,0,0,0,0,0,0,0,0,0,0,5000020,0,0,0,0,0,0,0.025,0.5,1,-1,1,0,64,0,0,-1,-1,-1,-1,-1,-1,-1,-,1,1,0,65535,0,-1,0,0,0,0,0,0,0.5,2.5,-
2501,,-1,0,-1,8,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,1,0.5,0.01,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,9999,0,6,0,0,0,0,0,0,0,0,0,5000020,0,0,0,0,0,0,0.025,0.5,1,-1,0,0,64,0,0,-1,-1,-1,-1,-1,-1,-1,-,0,0,0,65535,0,-1,0,0,0,0,0,0,0,0,-
2510,,-1,0,-1,8,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,1,0.5,0.01,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,9999,0,0,0,0,0,0,0,0,0,0,0,5000020,0,0,0,0,0,0,0.025,0.5,1,-1,1,0,64,0,0,-1,-1,-1,-1,-1,-1,-1,-,1,1,0,65535,0,-1,0,0,0,0,0,0,0.5,2.5,-
2511,,-1,0,-1,8,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,1,0.5,0.01,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,9999,0,6,0,0,0,0,0,0,0,0,0,5000020,0,0,0,0,0,0,0.025,0.5,1,-1,0,0,64,0,0,-1,-1,-1,-1,-1,-1,-1,-,0,0,0,65535,0,-1,0,0,0,0,0,0,0,0,-
2520,,-1,0,-1,8,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,1,0.5,0.01,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,9999,0,0,0,0,0,0,0,0,0,0,0,5000020,0,0,0,0,0,0,0.025,0.5,1,-1,1,0,64,0,0,-1,-1,-1,-1,-1,-1,-1,-,1,1,0,65535,0,-1,0,0,0,0,0,0,0.5,2.5,-
2521,,-1,0,-1,8,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,1,0.5,0.01,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,9999,0,6,0,0,0,0,0,0,0,0,0,5000020,0,0,0,0,0,0,0.025,0.5,1,-1,0,0,64,0,0,-1,-1,-1,-1,-1,-1,-1,-,0,0,0,65535,0,-1,0,0,0,0,0,0,0,0,-
2530,,-1,0,-1,8,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,1,0.5,0.01,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,9999,0,0,0,0,0,0,0,0,0,0,0,5000020,0,0,0,0,0,0,0.025,0.5,1,-1,1,0,64,0,0,-1,-1,-1,-1,-1,-1,-1,-,1,1,0,65535,0,-1,0,0,0,0,0,0,0.5,2.5,-
2531,,-1,0,-1,8,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,1,0.5,0.01,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,9999,0,6,0,0,0,0,0,0,0,0,0,5000020,0,0,0,0,0,0,0.025,0.5,1,-1,0,0,64,0,0,-1,-1,-1,-1,-1,-1,-1,-,0,0,0,65535,0,-1,0,0,0,0,0,0,0,0,-
2540,,-1,0,-1,8,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,1,0.5,0.01,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,9999,1,0,0,0,0,0,0,0,0,0,0,5000020,0,0,0,0,0,0,0.025,0.5,1,-1,1,0,64,0,0,-1,-1,-1,-1,-1,-1,-1,-,1,1,0,65535,0,-1,0,0,0,0,0,0,0.5,2.5,-
2541,,-1,0,-1,8,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,1,0.5,0.01,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,9999,0,6,0,0,0,0,0,0,0,0,0,5000020,0,0,0,0,0,0,0.025,0.5,1,-1,0,0,64,0,0,-1,-1,-1,-1,-1,-1,-1,-,0,0,0,65535,0,-1,0,0,0,0,0,0,0,0,-
2542,,-1,0,-1,29,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,1,0.5,0.01,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,9999,2,2,0,0,0,0,0,0,0,0,0,5000020,0,0,0,0,0,0,0.025,0.5,1,-1,1,0,64,0,0,-1,-1,-1,-1,-1,-1,-1,-,1,1,0,65535,0,-1,0,0,0,0,0,0,0.5,2.5,-
2550,,-1,0,-1,8,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,1,0.5,0.01,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,9999,1,0,0,0,0,0,0,0,0,0,0,5000020,0,0,0,0,0,0,0.025,0.5,1,-1,1,0,64,0,0,-1,-1,-1,-1,-1,-1,-1,-,1,1,0,65535,0,-1,0,0,0,0,0,0,0.5,2.5,-
2551,,-1,0,-1,8,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,1,0.5,0.01,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,9999,0,6,0,0,0,0,0,0,0,0,0,5000020,0,0,0,0,0,0,0.025,0.5,1,-1,0,0,64,0,0,-1,-1,-1,-1,-1,-1,-1,-,0,0,0,65535,0,-1,0,0,0,0,0,0,0,0,-
2552,,-1,0,-1,29,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,1,0.5,0.01,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,9999,2,2,0,0,0,0,0,0,0,0,0,5000020,0,0,0,0,0,0,0.025,0.5,1,-1,1,0,64,0,0,-1,-1,-1,-1,-1,-1,-1,-,1,1,0,65535,0,-1,0,0,0,0,0,0,0.5,2.5,-
2600,,-1,0,-1,8,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,1,0.5,0.01,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,9999,0,4,0,0,0,0,0,0,0,0,0,5000020,0,0,0,0,0,0,0.025,0.5,1,-1,0,0,64,0,0,-1,-1,-1,-1,-1,-1,-1,-,0,0,0,65535,0,-1,0,0,0,0,0,0,0.5,2.5,-
2610,,-1,0,-1,8,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,1,0.5,0.01,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,9999,0,4,0,0,0,0,0,0,0,0,0,5000020,0,0,0,0,0,0,0.025,0.5,1,-1,0,0,64,0,0,-1,-1,-1,-1,-1,-1,-1,-,0,0,0,65535,0,-1,0,0,0,0,0,0,0.5,2.5,-
2620,,-1,0,-1,8,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,1,0.5,0.01,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,9999,0,4,0,0,0,0,0,0,0,0,0,5000020,0,0,0,0,0,0,0.025,0.5,1,-1,0,0,64,0,0,-1,-1,-1,-1,-1,-1,-1,-,0,0,0,65535,0,-1,0,0,0,0,0,0,0.5,2.5,-
2700,,-1,0,-1,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,1,0.5,0.01,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,9999,2,1,0,0,0,0,0,0,0,0,0,5000020,0,0,0,0,0,0,0.025,0.5,1,-1,0,0,64,0,0,-1,-1,-1,-1,-1,-1,-1,-,0,0,0,65535,0,-1,0,0,0,0,0,0,0,0,-
