#HitEffectSfxConceptJustGuardParam=HIT_EFFECT_SFX_CONCEPT_PARAM_ST
ID,Name,SfxConceptId0 - SfxConceptId0 - s16,SfxConceptId1 - SfxConceptId1 - s16,SfxConceptId2 - SfxConceptId2 - s16,SfxConceptId3 - SfxConceptId3 - s16,SfxConceptId4 - SfxConceptId4 - s16,SfxConceptId5 - SfxConceptId5 - s16,SfxConceptId6 - SfxConceptId6 - s16,SfxConceptId7 - SfxConceptId7 - s16,SfxConceptId8 - SfxConceptId8 - s16,SfxConceptId9 - SfxConceptId9 - s16,SfxConceptId10 - SfxConceptId10 - s16,SfxConceptId11 - SfxConceptId11 - s16,SfxConceptId12 - SfxConceptId12 - s16,SfxConceptId13 - SfxConceptId13 - s16,SfxConceptId14 - SfxConceptId14 - s16,SfxConceptId15 - SfxConceptId15 - s16,SfxConceptId16 - SfxConceptId16 - s16,SfxConceptId17 - SfxConceptId17 - s16,SfxConceptId18 - SfxConceptId18 - s16,SfxConceptId19 - SfxConceptId19 - s16,SfxConceptId20 - SfxConceptId20 - s16,SfxConceptId21 - SfxConceptId21 - s16,SfxConceptId22 - SfxConceptId22 - s16,SfxConceptId23 - SfxConceptId23 - s16,SfxConceptId24 - SfxConceptId24 - s16,SfxConceptId25 - SfxConceptId25 - s16,SfxConceptId26 - SfxConceptId26 - s16,SfxConceptId27 - SfxConceptId27 - s16,SfxConceptId28 - SfxConceptId28 - s16,SfxConceptId29 - SfxConceptId29 - s16,pad1 - pad1 - dummy8
129,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
130,,530,360,530,360,530,360,530,360,530,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530,360,0,0,-
131,,530,370,530,370,530,370,530,370,530,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530,370,0,0,-
132,,530,0,530,380,530,0,530,0,530,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530,440,0,0,-
133,,530,0,530,380,530,0,530,0,530,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530,440,0,0,-
134,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
135,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
136,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
137,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
138,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
139,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
140,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
141,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
142,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
143,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
144,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
145,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
146,,530,200,530,380,530,0,530,0,530,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530,440,0,0,-
147,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
148,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
