#EquipParamGoods=EQUIP_PARAM_GOODS_ST
ID,Name,refId1 - refId1 - s32,sfxVariationId - sfxVariationId - s32,weight - weight - f32,fragmentNum - fragmentNum - s32,sellValue - sellValue - s32,replaceItemId - replaceItemId - s32,behaviorId - behaviorId - s32,sortId - sortId - s32,qwcId - qwcId - s32,yesNoDialogMessageId - yesNoDialogMessageId - s32,magicId - magicId - s32,iconId - iconId - s16,modelId - modelId - s16,shopLv - shopLv - s16,compTrophySedId - compTrophySedId - s16,trophySeqId - trophySeqId - s16,maxNum - maxNum - s16,consumeHeroPoint - consumeHeroPoint - u8,overDexterity - overDexterity - u8,goodsType - goodsType - u8,refCategory - refCategory - u8,spEffectCategory - spEffectCategory - u8,goodsCategory - goodsCategory - u8,goodsUseAnim - goodsUseAnim - s8,opmeMenuType - opmeMenuType - u8,useLimitCategory - useLimitCategory - u8,replaceCategory - replaceCategory - u8,vowType0 - vowType0 - u8,vowType1 - vowType1 - u8,vowType2 - vowType2 - u8,vowType3 - vowType3 - u8,vowType4 - vowType4 - u8,vowType5 - vowType5 - u8,vowType6 - vowType6 - u8,vowType7 - vowType7 - u8,vowType8 - vowType8 - u8,vowType9 - vowType9 - u8,vowType10 - vowType10 - u8,vowType11 - vowType11 - u8,vowType12 - vowType12 - u8,vowType13 - vowType13 - u8,vowType14 - vowType14 - u8,vowType15 - vowType15 - u8,enable_live - enable_live - u8,enable_gray - enable_gray - u8,enable_white - enable_white - u8,enable_black - enable_black - u8,enable_multi - enable_multi - u8,disable_offline - disable_offline - u8,isEquip - isEquip - u8,isConsume - isConsume - u8,isAutoEquip - isAutoEquip - u8,isEstablishment - isEstablishment - u8,isOnlyOne - isOnlyOne - u8,isDrop - isDrop - u8,isDeposit - isDeposit - u8,isDisableHand - isDisableHand - u8,isTravelItem - isTravelItem - u8,isSuppleItem - isSuppleItem - u8,isFullSuppleItem - isFullSuppleItem - u8,isEnhance - isEnhance - u8,isFixItem - isFixItem - u8,disableMutliDropShare - disableMutliDropShare - u8,disableUseAtColiseum - disableUseAtColiseum - u8,disableUseAtOutofColiseum - disableUseAtOutofColiseum - u8,useBulletMaxNum - useBulletMaxNum - u8,useHpCureMaxNum - useHpCureMaxNum - u8,isAutoReplenish - isAutoReplenish - u8,canMultiUse - canMultiUse - u8,isGuestDrop - isGuestDrop - u8,isEnchantLeftHand - isEnchantLeftHand - u8,isApplySpecialEffect - isApplySpecialEffect - u8,Unk1 - Unk1 - u8,Unk2 - Unk2 - u8,Unk3 - Unk3 - u8,refId2 - refId2 - s32,reinforceParamWeapon - reinforceParamWeapon - s32,VagrantItemLotId - VagrantItemLotId - s32,VagrantBonusEneDropItemLotId - VagrantBonusEneDropItemLotId - s32,vagrantItemeneDropItemLotId - vagrantItemeneDropItemLotId - s32,GoodsUseFFXId1 - GoodsUseFFXId1 - s32,GoodsUseFFXId2 - GoodsUseFFXId2 - s32,GoodsUseFFXId3 - GoodsUseFFXId3 - s32,isLoadOfCinder - isLoadOfCinder - u8,isPlayRegion1 - isPlayRegion1 - u8,isLadder - isLadder - u8,isMultiPlay - isMultiPlay - u8,useSelected - useSelected - u8,Unk4 - Unk4 - u8,isPlayRegion2 - isPlayRegion2 - u8,isNetPenalized - isNetPenalized - u8,SuppleItemType - SuppleItemType - u8,menuAdhocType - menuAdhocType - u8,Unk20 - Unk20 - u8,Unk21 - Unk21 - s16,Unk22 - Unk22 - u8,Unk23 - Unk23 - u8,shopId - shopId - s32,fpConsume - fpConsume - s16,useLimitCategory2 - useLimitCategory2 - s16,Unk24 - Unk24 - s32,Unk25 - Unk25 - s32,Unk26 - Unk26 - u8,Unk27 - Unk27 - u8,EnableTreasureItem [ON_OFF] - EnableTreasureItem [ON_OFF] - u8,TreasureItem_ItemType - TreasureItem_ItemType - u8,TreasureItem_Durability - TreasureItem_Durability - f32,TreasureItem_ItemId - TreasureItem_ItemId - u32,TreasureItem_AddNum - TreasureItem_AddNum - u16,StateInfo1 - StateInfo1 - u16,StateInfo2 - StateInfo2 - u16,StateInfo3 - StateInfo3 - u16,StateInfo4 - StateInfo4 - u16,Unk28 - Unk28 - u16,Unk29 - Unk29 - u32,Unk30 - Unk30 - u32
71,,0,0,0,0,1,0,-1,0,-1,0,0,0,0,-1,-1,-1,99,0,50,0,2,0,0,-1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,-1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,,0,0,0,0,1,0,-1,0,-1,0,0,0,0,-1,-1,-1,99,0,50,0,2,0,0,-1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,-1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,,0,0,0,0,1,0,-1,0,-1,0,0,0,0,-1,-1,-1,99,0,50,0,2,0,0,-1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,-1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,,0,0,0,0,1,0,-1,0,-1,0,0,0,0,-1,-1,-1,99,0,50,0,2,0,0,-1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,-1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,,0,0,0,0,1,0,-1,0,-1,0,0,0,0,-1,-1,-1,99,0,50,0,2,0,0,-1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,-1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,,0,0,0,0,1,0,-1,0,-1,0,0,0,0,-1,-1,-1,99,0,50,0,2,0,0,-1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,-1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,,0,0,0,0,1,0,-1,0,-1,0,0,0,0,-1,-1,-1,99,0,50,0,2,0,0,-1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,-1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,,0,0,0,0,1,0,-1,0,-1,0,0,0,0,-1,-1,-1,99,0,50,0,2,0,0,-1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,-1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,,0,0,0,0,1,0,-1,0,-1,0,0,0,0,-1,-1,-1,99,0,50,0,2,0,0,-1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,-1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,,99102,66,0,0,10000,0,-1,0,-1,0,0,0,0,-1,-1,-1,99,0,50,0,2,0,0,-47,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,5,0,0,0,-1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,,3279,65,0,0,1000,0,-1,0,-1,0,0,0,0,-1,-1,-1,99,0,50,0,2,0,0,-47,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,5,0,0,0,-1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,,0,0,0,0,1,0,-1,0,-1,0,0,0,0,-1,-1,-1,99,0,50,0,2,0,0,-1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,-1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,,0,0,0,0,1,0,-1,0,-1,0,0,0,0,-1,-1,-1,99,0,50,0,2,0,0,-1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,-1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,,-1,84,0,0,-1,0,-1,0,-1,0,0,0,0,-1,-1,-1,1,0,50,0,0,0,0,-48,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,-1,0,0,-1,-1,0,0,0,0,0,0,0,341,988,0,0,0,0,0
95,,-1,84,0,0,-1,0,-1,0,-1,0,0,0,0,-1,-1,-1,1,0,50,0,0,0,0,-47,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,-1,0,0,-1,-1,0,0,0,0,0,0,0,341,988,0,0,0,0,0
500,,-1,-1,0,0,-1,-1,-1,1000,-1,-1,0,0,0,-1,-1,-1,3,0,50,7,0,0,0,-1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,Spirit Emblem,-1,-1,0,0,-1,-1,-1,1020,-1,-1,0,1,0,-1,-1,-1,15,0,50,7,2,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,2,0,999,0,0,1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,Red Spirit Emblem,-1,-1,0,0,-1,-1,-1,1021,-1,-1,0,1,0,-1,-1,-1,5,0,50,7,2,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100,Regenerative Power,-1,-1,0,0,-1,-1,-1,1011,-1,-1,0,0,0,-1,-1,-1,2,0,50,7,2,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,999,0,0,-1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,Regenerative Power Fragment,-1,-1,0,0,-1,-1,-1,1012,-1,-1,0,0,0,-1,-1,-1,100,0,50,7,2,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,999,0,0,-1,0,0,1100,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1110,Temporary Regenerative Power,-1,-1,0,0,-1,-1,-1,1010,-1,-1,0,0,0,-1,-1,-1,1,0,50,7,2,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,999,0,0,-1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1200,Skill Point,-1,-1,0,0,-1,-1,-1,1030,-1,-1,0,420,0,-1,-1,-1,999,0,50,7,2,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,999,0,0,-1,0,0,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,Resurrection,-1,-1,0,0,-1,-1,-1,2020,-1,-1,2000,510,0,-1,-1,-1,1,0,99,7,2,0,0,-1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2100,Bloodsmoke Ninjutsu,-1,-1,0,0,-1,-1,-1,9000,-1,-1,2301,1950,0,-1,6,-1,1,0,99,8,2,0,0,-1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,1,0,0,0,0,0,0,254,0,5,0,-1,6,0,-1,-1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2110,Puppeteer Ninjutsu,-1,-1,0,0,-1,-1,-1,9010,-1,-1,2301,1960,0,-1,6,-1,1,0,99,8,2,0,0,-1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,1,0,0,0,0,0,0,254,0,5,0,-1,5,0,-1,-1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2120,Bestowal Ninjutsu,-1,-1,0,0,-1,-1,-1,9020,-1,-1,2301,1970,0,-1,6,-1,1,0,99,8,2,0,0,-1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,1,0,0,0,0,0,0,254,0,5,0,-1,7,0,-1,-1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
