#ResourceItemLotParam=RESOURCEITEMLOT_PARAM_ST
ID,Name,getItemFlagId - getItemFlagId - s32,lotItemId01 - lotItemId01 - s32,lotItemId02 - lotItemId02 - s32,lotItemId03 - lotItemId03 - s32,lotItemId04 - lotItemId04 - s32,lotItemId05 - lotItemId05 - s32,lotItemId06 - lotItemId06 - s32,lotItemId07 - lotItemId07 - s32,lotItemId08 - lotItemId08 - s32,MethodType - MethodType - u8,pad1 - pad1 - dummy8,lotItemBasePoint01 - lotItemBasePoint01 - u16,lotItemBasePoint02 - lotItemBasePoint02 - u16,lotItemBasePoint03 - lotItemBasePoint03 - u16,lotItemBasePoint04 - lotItemBasePoint04 - u16,lotItemBasePoint05 - lotItemBasePoint05 - u16,lotItemBasePoint06 - lotItemBasePoint06 - u16,lotItemBasePoint07 - lotItemBasePoint07 - u16,lotItemBasePoint08 - lotItemBasePoint08 - u16,lotItemNum01 - lotItemNum01 - u16,lotItemNum02 - lotItemNum02 - u16,lotItemNum03 - lotItemNum03 - u16,lotItemNum04 - lotItemNum04 - u16,lotItemNum05 - lotItemNum05 - u16,lotItemNum06 - lotItemNum06 - u16,lotItemNum07 - lotItemNum07 - u16,lotItemNum08 - lotItemNum08 - u16,enableLuck01 - enableLuck01 - u8,enableLuck02 - enableLuck02 - u8,enableLuck03 - enableLuck03 - u8,enableLuck04 - enableLuck04 - u8,enableLuck05 - enableLuck05 - u8,enableLuck06 - enableLuck06 - u8,enableLuck07 - enableLuck07 - u8,enableLuck08 - enableLuck08 - u8
2000050,,52001005,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000060,,52001006,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000070,,52001007,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000080,,52001008,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000090,,52001009,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000100,,52001010,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000110,,52001011,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000120,,52001012,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000130,,52001013,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000140,,52001014,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000150,,52001015,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000160,,52001016,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000170,,52001017,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000180,,52001018,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000190,,52001019,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000200,,52001020,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000210,,52001021,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000220,,52001022,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000230,,52001023,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000240,,52001024,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000250,,52001025,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000260,,52001026,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000270,,52001027,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000280,,52001028,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000290,,52001029,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000300,,52001029,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000310,,52001029,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2500000,,52501000,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2500010,,52501001,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2500020,,52501002,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2500030,,52501003,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2500040,,52501004,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2500050,,52501005,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2500060,,52501006,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2500070,,52501007,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2500080,,52501008,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2500090,,52501009,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2500100,,52501010,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2500110,,52501011,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2500120,,52501012,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2500130,,52501013,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2500140,,52501014,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9620000,,59621000,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9620010,,59621001,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9620020,,59621002,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9620030,,59621003,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9620040,,59621004,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9620050,,59621005,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9620060,,59621006,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9620070,,59621007,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9620080,,59621008,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9620090,,59621009,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9620100,,59621010,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9620110,,59621011,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9620120,,59621012,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9620130,,59621013,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9620140,,59621014,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9620150,,59621015,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9620160,,59621016,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9620170,,59621017,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9620180,,59621018,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
