#ThrowParam=THROW_INFO_BANK
ID,Name,AtkChrId - AtkChrId - s32,DefChrId - DefChrId - s32,Dist - Dist - f32,DiffAngMin - DiffAngMin - f32,DiffAngMax - DiffAngMax - f32,UpperYrange - UpperYrange - f32,LowerYrange - LowerYrange - f32,DiffAngMyToDef - DiffAngMyToDef - f32,throwTypeId - throwTypeId - s32,atkAnimid - atkAnimid - s32,defAnimId - defAnimId - s32,escHp - escHp - s16,selfEscCycleTime - selfEscCycleTime - s16,SphereCastRadiusRateTop - SphereCastRadiusRateTop - s16,SphereCastRadiusRateLow - SphereCastRadiusRateLow - s16,PadType - PadType - u8,AtkEnableState - AtkEnableState - u8,AtkSorbDmyId - AtkSorbDmyId - u8,DefSorbDmyId - DefSorbDmyId - u8,ThrowType - ThrowType - u8,SelfEscCycleInt - SelfEscCycleInt - u8,DmyHasChrDirType - DmyHasChrDirType - u8,isTurnAtker - isTurnAtker - u8,isSkipWepCate - isSkipWepCate - u8,isSkipSphereCast - isSkipSphereCast - u8,Unk1 - Unk1 - u8,Unk2 - Unk2 - u8,Unk3 - Unk3 - u8,Unk4 - Unk4 - u8,Unk5 - Unk5 - u8,subAtkSorbDmyId - subAtkSorbDmyId - s16,subDefSorbDmyId - subDefSorbDmyId - s16,Dist2 - Dist2 - f32,DiffAngMin2 - DiffAngMin2 - f32,DiffAngMax2 - DiffAngMax2 - f32,UpperYrange2 - UpperYrange2 - f32,LowerYrange2 - LowerYrange2 - f32,DiffAngMyToDef2 - DiffAngMyToDef2 - f32,performDmyId0 - performDmyId0 - s32,performDmyId1 - performDmyId1 - s32,ThrowKindParamID0 - ThrowKindParamID0 - s32,Unk6 - Unk6 - s32,Unk7 - Unk7 - s32,ThrowKindParamID1 - ThrowKindParamID1 - s32,ThrowKindParamID2 - ThrowKindParamID2 - s32,Unk8 - Unk8 - s16,Unk9 - Unk9 - s16,Unk10 - Unk10 - s16,Unk11 - Unk11 - s16,Unk12 - Unk12 - s32,Unk13 - Unk13 - s32,Unk14 - Unk14 - f32
11070000,,0,1070,2.2,90,180,1.3218933,1.3218933,35,0,500000,0,0,0,25,25,0,0,231,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40000,0,0,-1,-1,0,229,0,256,0,1,0.5
11080000,,0,1080,2.4,90,180,1.4420655,1.4420655,50,0,500000,0,0,0,33,33,0,0,231,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40000,0,0,-1,-1,0,229,0,256,0,1,0.5
11100000,,0,1100,2.1,90,180,1.2618073,1.2618073,35,0,500000,0,0,0,40,40,0,0,231,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40000,0,0,-1,-1,0,202,0,256,0,1,0.5
11110000,,0,1110,1.9,90,180,1.1416352,1.1416352,35,0,500000,0,0,0,67,67,0,0,231,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40000,0,0,-1,-1,0,214,0,256,0,1,0.5
11111000,,0,1111,1.9,90,180,1.1416352,1.1416352,35,0,500000,0,0,0,67,67,0,0,231,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40000,0,0,-1,-1,0,214,0,256,0,1,0.5
11120000,,0,1120,2.1,90,180,1.2618073,1.2618073,35,0,500000,0,0,0,40,40,0,0,231,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40000,0,0,-1,-1,0,202,0,256,0,1,0.5
11130000,,0,1130,2.1,90,180,1.2618073,1.2618073,35,0,500000,0,0,0,40,40,0,0,231,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40000,0,0,-1,-1,0,247,0,256,0,1,0.5
11140000,,0,1140,2,90,180,1.2017212,1.2017212,35,0,500000,0,0,0,50,50,0,0,231,0,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40000,0,0,-1,-1,0,217,0,256,0,1,0.5
11150000,,0,1150,3.1,90,180,1.8626679,1.8626679,35,0,500000,0,0,0,40,40,0,0,231,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40000,0,0,-1,-1,0,202,0,256,0,1,0.5
11151000,,0,1151,3.1,90,180,1.8626679,1.8626679,35,0,500000,0,0,0,40,40,0,0,231,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40000,0,0,-1,-1,0,202,0,256,0,1,0.5
11180000,,0,1180,2.2,90,180,1.3218933,1.3218933,35,0,500000,0,0,0,33,33,0,0,231,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40000,0,0,-1,-1,0,229,0,256,0,1,0.5
11181000,,0,1181,2.2,90,180,1.3218933,1.3218933,35,0,500000,0,0,0,33,33,0,0,231,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40000,0,0,-1,-1,0,229,0,256,0,1,0.5
11190000,,0,1190,3,90,180,1.8025819,1.8025819,35,0,500000,0,0,0,50,50,0,0,231,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40000,0,0,-1,-1,0,200,0,256,0,1,0.5
11191000,,0,1191,2,90,180,1.2017212,1.2017212,35,0,500000,0,0,0,50,50,0,0,231,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40000,0,0,-1,-1,0,214,0,256,0,1,0.5
11200000,,0,1200,2.2,90,180,1.3218933,1.3218933,35,0,500000,0,0,0,33,33,0,0,231,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40000,0,0,-1,-1,0,202,0,256,0,1,0.5
11210000,,0,1210,2.2,90,180,1.3218933,1.3218933,35,0,500000,0,0,0,33,33,0,0,231,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40000,0,0,-1,-1,0,202,0,256,0,1,0.5
11220000,,0,1220,3,90,180,1.8025819,1.8025819,35,0,500000,0,0,0,50,50,0,0,231,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40000,0,0,-1,-1,0,200,0,256,0,1,0.5
11240000,,0,1240,3,90,180,1.8025819,1.8025819,35,0,500000,0,0,0,50,50,0,0,231,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40000,0,0,-1,-1,0,202,0,256,0,1,0.5
11250000,,0,1250,3.1,90,180,1.8626679,1.8626679,35,0,500000,0,0,0,40,40,0,0,231,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40000,0,0,-1,-1,0,202,0,256,0,1,0.5
11260000,,0,1260,3.1,90,180,1.8626679,1.8626679,35,0,500000,0,0,0,67,67,0,0,231,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40000,0,0,-1,-1,0,202,0,256,0,1,0.5
11300000,,0,1300,3,90,180,1.8025819,1.8025819,35,0,500000,0,0,0,50,50,0,0,231,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40000,0,0,-1,-1,0,202,0,256,0,1,0.5
11310000,,0,1310,3.1,90,180,1.8626679,1.8626679,35,0,500000,0,0,0,40,40,0,0,231,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40000,0,0,-1,-1,0,200,0,256,0,1,0.5
11350000,,0,1350,2.1,90,180,1.2618073,1.2618073,35,0,500000,0,0,0,29,29,0,0,231,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40000,0,0,-1,-1,0,229,0,256,0,1,0.5
11360000,,0,1360,3,90,180,1.8025819,1.8025819,35,0,500000,0,0,0,50,50,0,0,231,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40000,0,0,-1,-1,0,200,0,256,0,1,0.5
11361000,,0,1361,3,90,180,1.8025819,1.8025819,35,0,500000,0,0,0,50,50,0,0,231,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40000,0,0,-1,-1,0,200,0,256,0,1,0.5
11370000,,0,1370,3.6,90,180,2.1630983,2.1630983,65,0,500000,0,0,0,10,10,0,0,231,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40000,0,0,-1,-1,0,238,0,256,0,1,0.5
11380000,,0,1380,3.6,90,180,2.1630983,2.1630983,65,0,500000,0,0,0,10,10,0,0,231,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40000,0,0,-1,-1,0,238,0,256,0,1,0.5
11400000,,0,1400,3,90,180,3.106591,3.106591,50,0,500000,0,0,0,50,50,0,0,231,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40000,0,0,-1,3140301,0,200,0,256,0,1,0.5
11450000,,0,1450,3,90,180,1.8025819,1.8025819,35,0,500000,0,0,0,50,50,0,0,231,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40000,0,0,-1,-1,0,200,0,256,0,1,0.5
11470000,,0,1470,3,90,180,1.8025819,1.8025819,35,0,500000,0,0,0,50,50,0,0,231,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40000,0,0,-1,-1,0,200,0,256,0,1,0.5
11500000,,0,1500,3,90,180,1.8025819,1.8025819,35,0,500000,0,0,0,50,50,0,0,231,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40000,0,0,-1,-1,0,200,0,256,0,1,0.5
11501000,,0,1501,3,90,180,1.8025819,1.8025819,35,0,500000,0,0,0,50,50,0,0,231,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40000,0,0,-1,-1,0,200,0,256,0,1,0.5
11520000,,0,1520,3,90,180,1.8025819,1.8025819,35,0,500000,0,0,0,50,50,0,0,231,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40000,0,0,-1,-1,0,200,0,256,0,1,0.5
11550000,,0,1550,3,90,180,1.8025819,1.8025819,35,0,500000,0,0,0,50,50,0,0,231,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40000,0,0,-1,-1,0,200,0,256,0,1,0.5
11700000,,0,1700,3.1,90,180,1.8626679,1.8626679,35,0,500000,0,0,0,40,40,0,0,231,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40000,0,0,-1,-1,0,200,0,256,0,1,0.5
15000000,,0,5000,3,90,180,1.8025819,1.8025819,35,0,500000,0,0,0,25,25,0,0,231,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40000,0,0,-1,-1,0,211,0,256,0,1,0.5
15020000,,0,5020,2.7,90,180,1.6223236,1.6223236,35,0,500000,0,0,0,29,29,0,0,231,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40000,0,0,-1,-1,0,213,0,256,0,1,0.5
15021000,,0,5021,2.7,90,180,1.6223236,1.6223236,35,0,500000,0,0,0,29,29,0,0,231,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40000,0,0,-1,-1,0,213,0,256,0,1,0.5
15060000,,0,5060,2.4,90,180,1.4420655,1.4420655,35,0,500000,0,0,0,29,29,0,0,231,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40000,0,0,-1,-1,0,221,0,256,0,1,0.5
15080000,,0,5080,3.4,90,180,2.042926,2.042926,35,0,500000,0,0,0,11,11,0,0,231,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40000,0,0,-1,-1,0,225,0,256,0,1,0.5
15090000,,0,5090,2.3,90,180,1.3819795,1.3819795,35,0,500000,0,0,0,50,50,0,0,231,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40000,0,0,-1,200030,0,239,0,256,0,1,0.5
15090500,,0,5090,2.3,90,180,1.3819795,1.3819795,35,0,500000,0,0,0,50,50,0,0,231,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40000,0,0,-1,200031,0,244,0,256,0,1,0.5
15100000,,0,5100,3.7,90,180,2.2231843,2.2231843,35,0,500000,0,0,0,9,9,0,0,231,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40000,0,0,-1,200030,0,230,0,256,0,1,0.5
15100500,,0,5100,5.1,90,180,3.0643892,3.0643892,35,0,500000,0,0,0,9,9,0,0,231,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40000,0,0,-1,200031,0,235,0,256,0,1,0.5
15300000,,0,5300,2.3,90,180,1.3819795,1.3819795,35,0,500000,0,0,0,40,40,0,0,231,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40000,0,0,-1,-1,0,231,0,256,0,1,0.5
15400000,,0,5400,2.3,90,180,1.3819795,1.3819795,35,0,500000,0,0,0,40,40,0,0,231,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40000,0,0,-1,200030,0,242,0,256,0,1,0.5
15400500,,0,5400,2.3,90,180,1.3819795,1.3819795,35,0,500000,0,0,0,40,40,0,0,231,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40000,0,0,-1,200031,0,243,0,256,0,1,0.5
15430000,,0,5430,2.3,90,180,1.3819795,1.3819795,35,0,500000,0,0,0,40,40,0,0,231,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40000,0,0,-1,200030,0,242,0,256,0,1,0.5
17000000,,0,7000,1.9,90,180,1.1416352,1.1416352,35,0,500000,0,0,0,67,67,0,0,231,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40000,0,0,-1,-1,0,214,0,256,0,1,0.5
17020000,,0,7020,4,90,180,2.4034424,2.4034424,35,0,500000,0,0,0,7,7,0,0,231,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40000,0,0,-1,-1,0,240,0,256,0,1,0.5
17100000,,0,7100,2.3,90,180,1.3819795,1.3819795,35,0,500000,0,0,0,40,40,0,0,231,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40000,0,0,-1,-1,0,227,0,256,0,1,0.5
17110000,,0,7110,2.3,90,180,1.3819795,1.3819795,35,0,500000,0,0,0,40,40,0,0,231,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40000,0,0,-1,-1,0,228,0,256,0,1,0.5
17400000,,0,7400,1.9,90,180,1.1416352,1.1416352,35,0,500000,0,0,0,40,40,0,0,231,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40000,0,0,-1,-1,0,246,0,256,0,1,0.5
17410000,,0,7410,2.1,90,180,1.2618073,1.2618073,35,0,500000,0,0,0,40,40,0,0,231,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40000,0,0,-1,-1,0,201,0,256,0,1,0.5
17420000,,0,7420,3,90,180,1.8025819,1.8025819,35,0,500000,0,0,0,50,50,0,0,231,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40000,0,0,-1,-1,0,200,0,256,0,1,0.5
17430000,,0,7430,2.1,90,180,1.2618073,1.2618073,35,0,500000,0,0,0,40,40,0,0,231,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40000,0,0,-1,-1,0,200,0,256,0,1,0.5
17440000,,0,7440,1.9,90,180,1.1416352,1.1416352,35,0,500000,0,0,0,67,67,0,0,231,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40000,0,0,-1,-1,0,214,0,256,0,1,0.5
17450000,,0,7450,1.9,90,180,1.1416352,1.1416352,35,0,500000,0,0,0,67,67,0,0,231,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40000,0,0,-1,-1,0,214,0,256,0,1,0.5
17460000,,0,7460,3,90,180,1.8025819,1.8025819,35,0,500000,0,0,0,50,50,0,0,231,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40000,0,0,-1,-1,0,200,0,256,0,1,0.5
17470000,,0,7470,2.2,90,180,1.3218933,1.3218933,35,0,500000,0,0,0,33,33,0,0,231,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40000,0,0,-1,-1,0,229,0,256,0,1,0.5
17480000,,0,7480,3,90,180,1.8025819,1.8025819,35,0,500000,0,0,0,50,50,0,0,231,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40000,0,0,-1,-1,0,200,0,256,0,1,0.5
17490000,,0,7490,3,90,180,1.8025819,1.8025819,35,0,500000,0,0,0,50,50,0,0,231,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40000,0,0,-1,-1,0,200,0,256,0,1,0.5
17500000,,0,7500,3,90,180,1.8025819,1.8025819,35,0,500000,0,0,0,50,50,0,0,231,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40000,0,0,-1,-1,0,200,0,256,0,1,0.5
17510000,,0,7510,3,90,180,1.8025819,1.8025819,35,0,500000,0,0,0,50,50,0,0,231,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40000,0,0,-1,-1,0,200,0,256,0,1,0.5
17520000,,0,7520,1.9,90,180,1.1416352,1.1416352,35,0,500000,0,0,0,67,67,0,0,231,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40000,0,0,-1,-1,0,214,0,256,0,1,0.5
17530000,,0,7530,1.9,90,180,1.1416352,1.1416352,35,0,500000,0,0,0,67,67,0,0,231,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40000,0,0,-1,-1,0,214,0,256,0,1,0.5
17540000,,0,7540,2.1,90,180,1.2618073,1.2618073,35,0,500000,0,0,0,40,40,0,0,231,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40000,0,0,-1,-1,0,202,0,256,0,1,0.5
17550000,,0,7550,2.1,90,180,1.2618073,1.2618073,35,0,500000,0,0,0,40,40,0,0,231,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40000,0,0,-1,-1,0,202,0,256,0,1,0.5
17560000,,0,7560,2.1,90,180,1.2618073,1.2618073,35,0,500000,0,0,0,40,40,0,0,231,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40000,0,0,-1,-1,0,202,0,256,0,1,0.5
17580000,,0,7580,2.1,90,180,1.2618073,1.2618073,35,0,500000,0,0,0,40,40,0,0,231,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40000,0,0,-1,-1,0,202,0,256,0,1,0.5
17590000,,0,7590,2.1,90,180,1.2618073,1.2618073,35,0,500000,0,0,0,40,40,0,0,231,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40000,0,0,-1,-1,0,202,0,256,0,1,0.5
17600000,,0,7600,2.1,90,180,1.2618073,1.2618073,35,0,500000,0,0,0,40,40,0,0,231,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40000,0,0,-1,-1,0,202,0,256,0,1,0.5
11010001,,0,1010,2,0,180,1.2017212,1.2017212,180,0,510000,12000,0,0,50,50,0,0,231,0,8,0,0,0,0,1,0,0,0,0,0,267,0,0,0,0,0,0,0,-1,-1,40100,0,0,-1,-1,0,200,0,257,0,1,0.5
11011001,,0,1011,2,0,180,1.2017212,1.2017212,180,0,510000,12000,0,0,50,50,0,0,231,0,8,0,0,0,0,1,0,0,0,0,0,267,0,0,0,0,0,0,0,-1,-1,40100,0,0,-1,-1,0,200,0,257,0,1,0.5
11012001,,0,1012,2,0,180,1.2017212,1.2017212,180,0,510000,12000,0,0,50,50,0,0,231,0,8,0,0,0,0,1,0,0,0,0,0,267,0,0,0,0,0,0,0,-1,-1,40100,0,0,-1,-1,0,200,0,257,0,1,0.5
11020001,,0,1020,2.1,0,180,1.2618073,1.2618073,180,0,510000,12000,0,0,40,40,0,0,231,0,8,0,0,0,0,1,0,0,0,0,0,266,0,0,0,0,0,0,0,-1,-1,40100,0,0,-1,-1,0,201,0,257,0,1,0.5
11021001,,0,1021,2.1,0,180,1.2618073,1.2618073,180,0,510000,12000,0,0,40,40,0,0,231,0,8,0,0,0,0,1,0,0,0,0,0,266,0,0,0,0,0,0,0,-1,-1,40100,0,0,-1,-1,0,201,0,257,0,1,0.5
11030001,,0,1030,2.2,0,180,1.3218933,1.3218933,180,0,510000,12000,0,0,50,50,0,0,231,0,8,0,0,0,0,1,0,0,0,0,0,267,0,0,0,0,0,0,0,-1,-1,40100,0,0,-1,-1,0,200,0,257,0,1,0.5
11040001,,0,1040,2.6,0,180,1.5622376,1.5622376,180,0,510000,12000,0,0,20,20,0,0,231,0,8,0,0,0,0,1,0,0,0,0,0,370,0,0,0,0,0,0,0,-1,-1,40100,0,0,-1,-1,0,215,0,256,0,1,0.5
11050001,,0,1050,2,0,180,1.2017212,1.2017212,180,0,510000,12000,0,0,50,50,0,0,231,0,8,0,0,0,0,1,0,0,0,0,0,267,0,0,0,0,0,0,0,-1,-1,40100,0,0,-1,-1,0,200,0,257,0,1,0.5
11060001,,0,1060,2,0,180,1.2017212,1.2017212,180,0,510000,12000,0,0,50,50,0,0,231,0,8,0,0,0,0,1,0,0,0,0,0,267,0,0,0,0,0,0,0,-1,-1,40100,0,0,-1,-1,0,200,0,257,0,1,0.5
11070001,,0,1070,2.2,0,180,1.3218933,1.3218933,180,0,510000,12000,0,0,25,25,0,0,231,0,8,0,0,0,0,1,0,0,0,0,0,0,250,0,0,0,0,0,0,-1,-1,40100,0,0,-1,-1,0,229,0,256,0,1,0.5
11080001,,0,1080,2,0,180,1.2017212,1.2017212,180,0,510000,12000,0,0,33,33,0,0,231,0,8,0,0,0,0,1,0,0,0,0,0,0,250,0,0,0,0,0,0,-1,-1,40100,0,0,-1,-1,0,229,0,256,0,1,0.5
