#CameraParam=CAMERA_PARAM_ST
ID,Name,[X]ChrOrgOffset1 - [X]ChrOrgOffset1 - f32,[Y]ChrOrgOffset1 - [Y]ChrOrgOffset1 - f32,[Z]ChrOrgOffset1 - [Z]ChrOrgOffset1 - f32,ChrTransChaseRateXZ1 - ChrTransChaseRateXZ1 - f32,ChrTransChaseRateY1 - ChrTransChaseRateY1 - f32,Unk1_1 - Unk1_1 - f32,Unk2_1 - Unk2_1 - f32,Unk3_1 - Unk3_1 - f32,Unk4_1 - Unk4_1 - f32,Unk5_1 - Unk5_1 - f32,Unk6_1 - Unk6_1 - s32,Unk7_1 - Unk7_1 - f32,Unk8_1 - Unk8_1 - f32,Unk9_1 - Unk9_1 - f32,Unk10_1 - Unk10_1 - f32,Unk11_1 - Unk11_1 - f32,Unk12_1 - Unk12_1 - f32,Unk13_1 - Unk13_1 - f32,Unk14_1 - Unk14_1 - f32,Unk15_1 - Unk15_1 - f32,FulcrumDist1 - FulcrumDist1 - f32,Unk16_1 - Unk16_1 - f32,Unk17_1 - Unk17_1 - f32,Unk18_1 - Unk18_1 - f32,Unk19_1 - Unk19_1 - f32,Unk20_1 - Unk20_1 - f32,Unk21_1 - Unk21_1 - f32,TargetChaseRateXZ1 - TargetChaseRateXZ1 - f32,Unk22_1 - Unk22_1 - f32,Rotation?1 - Rotation?1 - f32,Unk23_1 - Unk23_1 - f32,Unk24_1 - Unk24_1 - f32,[X]ChrOrgOffset2 - [X]ChrOrgOffset2 - f32,[Y]ChrOrgOffset2 - [Y]ChrOrgOffset2 - f32,[Z]ChrOrgOffset2 - [Z]ChrOrgOffset2 - f32,ChrTransChaseRateXZ2 - ChrTransChaseRateXZ2 - f32,ChrTransChaseRateY2 - ChrTransChaseRateY2 - f32,Unk1_2 - Unk1_2 - f32,Unk2_2 - Unk2_2 - f32,Unk3_2 - Unk3_2 - f32,Unk4_2 - Unk4_2 - f32,Unk5_2 - Unk5_2 - f32,Unk6_2 - Unk6_2 - s32,Unk7_2 - Unk7_2 - f32,Unk8_2 - Unk8_2 - f32,Unk9_2 - Unk9_2 - f32,Unk10_2 - Unk10_2 - f32,Unk11_2 - Unk11_2 - f32,Unk12_2 - Unk12_2 - f32,Unk13_2 - Unk13_2 - f32,Unk14_2 - Unk14_2 - f32,Unk15_2 - Unk15_2 - f32,FulcrumDist2 - FulcrumDist2 - f32,Unk16_2 - Unk16_2 - f32,Unk17_2 - Unk17_2 - f32,Unk18_2 - Unk18_2 - f32,Unk19_2 - Unk19_2 - f32,Unk20_2 - Unk20_2 - f32,Unk21_2 - Unk21_2 - f32,TargetChaseRateXZ2 - TargetChaseRateXZ2 - f32,Unk22_2 - Unk22_2 - f32,Rotation?2 - Rotation?2 - f32,Unk23_2 - Unk23_2 - f32,Unk24_2 - Unk24_2 - f32,[X]ChrOrgOffset3 - [X]ChrOrgOffset3 - f32,[Y]ChrOrgOffset3 - [Y]ChrOrgOffset3 - f32,[Z]ChrOrgOffset3 - [Z]ChrOrgOffset3 - f32,ChrTransChaseRateXZ3 - ChrTransChaseRateXZ3 - f32,ChrTransChaseRateY3 - ChrTransChaseRateY3 - f32,Unk1_3 - Unk1_3 - f32,Unk2_3 - Unk2_3 - f32,Unk3_3 - Unk3_3 - f32,Unk4_3 - Unk4_3 - f32,Unk5_3 - Unk5_3 - f32,Unk6_3 - Unk6_3 - s32,Unk7_3 - Unk7_3 - f32,Unk8_3 - Unk8_3 - f32,Unk9_3 - Unk9_3 - f32,Unk10_3 - Unk10_3 - f32,Unk11_3 - Unk11_3 - f32,Unk12_3 - Unk12_3 - f32,Unk13_3 - Unk13_3 - f32,Unk14_3 - Unk14_3 - f32,Unk15_3 - Unk15_3 - f32,FulcrumDist3 - FulcrumDist3 - f32,Unk16_3 - Unk16_3 - f32,Unk17_3 - Unk17_3 - f32,Unk18_3 - Unk18_3 - f32,Unk19_3 - Unk19_3 - f32,Unk20_3 - Unk20_3 - f32,Unk21_3 - Unk21_3 - f32,TargetChaseRateXZ3 - TargetChaseRateXZ3 - f32,Unk22_3 - Unk22_3 - f32,Rotation?3 - Rotation?3 - f32,Unk23_3 - Unk23_3 - f32,Unk24_3 - Unk24_3 - f32,Unk25 - Unk25 - f32,Unk26 - Unk26 - f32,Unk27 - Unk27 - f32,Unk28 - Unk28 - f32,Unk29 - Unk29 - f32,Unk30 - Unk30 - f32,Unk31 - Unk31 - f32,Unk32 - Unk32 - f32,Unk33 - Unk33 - f32,Unk34 - Unk34 - f32,Unk35 - Unk35 - f32,Unk36 - Unk36 - f32,Unk37 - Unk37 - f32,Unk38 - Unk38 - f32,Unk39 - Unk39 - f32,Unk40 - Unk40 - f32,Unk41 - Unk41 - f32,Unk42 - Unk42 - f32,Unk43 - Unk43 - f32,Unk44 - Unk44 - f32,WallChrHide - WallChrHide - f32,Unk45 - Unk45 - f32,Unk46 - Unk46 - f32,Unk47 - Unk47 - f32
900,,0,1.5,0,0.2,0.3,0.15,0.3,0,0,0,1,1.3962634,0,0,0,0,0.3,0.1,0.99,0.5,2,0,1,1,0.4,0.4,0.4,0.1,0.1,0.4,0.17453292,0.34906584,0.4,0.4,0.4,0.3,0,0,2,0,0,1,1073741824,1,0.6,-0.6981317,1.3962634,-0.5235988,0.5235988,-3.1415927,3.1415927,0.5,3,0.9773844,0.9773844,2.9321532,3.6651914,2.1991148,2.687807,6.1086526,7.574729,1.0471976,0.06,0,0,0,0,0,0.6,0.3,0,0,0.7,0.4,1037465424,0.13962634,0.3,0.05,0,0,0,0,0,0,0,0.2,0.3,2,5,1E-45,0,0,0.05,0.1,0.3,0,0,0,0,0,0,0,0.01,0.00017453292,0.01,0.01,0.01,0.3,0,0,0,0,0,0,0,0,0.5,0,0,0
903,,0,1.5,0,0.2,0.3,0.15,0.3,0,0,0,0,1.3962634,0,0,0,0,0.3,0.1,0.99,0.5,2,0,1,1,0.4,0.4,0.4,0.1,0.1,0.4,0.17453292,0.34906584,0.4,0.4,0.4,0.3,0,0,2,0,0,1,1073741824,1,0.6,-0.6981317,1.3962634,-0.5235988,0.5235988,-3.1415927,3.1415927,0.5,3,0.9773844,0.9773844,2.9321532,3.6651914,2.1991148,2.687807,6.1086526,7.574729,1.0471976,0.06,0,0,0,0,0,0.6,0.3,0,0,0.7,0.4,1037465424,0.13962634,0.3,0.05,0,0,0,0,0,0,0,0.2,0.3,2,5,1E-45,0,0,0.05,0.1,0.3,0,0,0,0,0,0,0,0.01,0.00017453292,0.01,0.01,0.01,0.3,0,0,0,0,0,0,0,0,0.5,0,0,0
1000,,0,1.5,0,0.2,0.3,0.15,0.3,0,0,0,1,1.3962634,0,0,0,0,0.3,0.1,0.99,0.5,2,0,1,1,0.4,0.8,0.4,0.1,0.1,0.8,0.17453292,0.34906584,0.4,0.4,0.4,0.3,0,0,2,0,0,1,1073741824,1,0.6,-0.6981317,1.3962634,-0.5235988,0.5235988,-3.1415927,3.1415927,0.5,3,0.9773844,0.9773844,2.9321532,3.6651914,2.1991148,2.687807,6.1086526,7.574729,1.0471976,0.06,0,0,0,0,0,0.6,0.3,0,0,0.7,0.4,1037465424,0.13962634,0.3,0.05,0,0,0,0,0,0,0,0.2,0.3,2,5,1E-45,0,0,0.05,0.1,0.3,0,0,0,0,0,0,0,0.01,0.00017453292,0.01,0.01,0.01,0.3,0,0,0,0,0,0,0,0,0.5,0,0,0
1600,,0,1.5,0,0.2,0.3,0.15,0.3,0,0,0,1,1.3962634,0,0,0,0,0.3,0.1,0.99,0.5,2,0,1,1,0.4,0.8,0.4,0.1,0.1,0.8,0.17453292,0.34906584,0.2,0.2,0.4,0.3,0,0,2,0,0,1,1073741824,1,0.6,-0.6981317,1.3962634,-0.5235988,0.5235988,-3.1415927,3.1415927,0.5,3,0.9773844,0.9773844,2.9321532,3.6651914,2.1991148,2.687807,6.1086526,7.574729,1.0471976,0.06,0,0,0,0,0,0.6,0.3,0,0,0.7,0.4,1037465424,0.13962634,0.3,0.05,0,0,0,0,0,0,0,0.2,0.3,10,5,1E-45,0,0,0.05,0.1,0.3,0,0,0,0,0,0,0,0.01,0.00017453292,0.01,0.01,0.01,0.3,0,0,0,0,0,0,0,0,0.5,0,0,0
1700,,0,1.5,0,0.2,0.3,0.15,0.3,0,0,0,1,1.3962634,0,0,0,0,0.3,0.1,0.99,0.5,2,0,1,1,0.4,0.4,0.4,0.1,0.1,0.8,0.17453292,0.34906584,0.8,0.8,0.4,0.3,0,0,2,0,0,1,1073741824,1,0.6,-0.6981317,1.3962634,-0.5235988,0.5235988,-3.1415927,3.1415927,0.5,3,0.9773844,0.9773844,2.9321532,3.6651914,2.1991148,2.687807,6.1086526,7.574729,1.0471976,0.06,0,0,0,0,0,0.6,0.3,0,0,0.7,0.4,1037465424,0.13962634,0.3,0.05,0,0,0,0,0,0,0,0.2,0.3,10,5,1E-45,0,0,0.05,0.1,0.3,0,0,0,0,0,0,0,0.01,0.00017453292,0.01,0.01,0.01,0.3,1E-45,0.2617994,0.7853982,0,0.7853982,0.7853982,0,0,0.5,0,0,0
1703,,0,1.5,0,0.2,0.3,0.15,0.3,0,0,0,0,1.3962634,0,0,0,0,0.3,0.1,0.99,0.5,2,0,1,1,0.4,0.4,0.4,0.1,0.1,0.8,0.17453292,0.34906584,0.8,0.8,0.4,0.3,0,0,2,0,0,1,1073741824,1,0.6,-0.6981317,1.3962634,-0.5235988,0.5235988,-3.1415927,3.1415927,0.5,3,0.9773844,0.9773844,2.9321532,3.6651914,2.1991148,2.687807,6.1086526,7.574729,1.0471976,0.06,0,0,0,0,0,0.6,0.3,0,0,0.7,0.4,1037465424,0.13962634,0.3,0.05,0,0,0,0,0,0,0,0.2,0.3,10,5,1E-45,0,0,0.05,0.1,0.3,0,0,0,0,0,0,0,0.01,0.00017453292,0.01,0.01,0.01,0.3,0,0,0,0,0,0,0,0,0.5,0,0,0
1800,,0,1.5,0,0.2,0.3,0.15,0.3,0,0,0,1,1.3962634,0,0,0,0,0.3,0.1,0.99,0.5,2,0,1,1,0.4,0.4,0.4,0.1,0.1,0.6,0.17453292,0.34906584,0.4,0.4,0.4,0.3,0,0,2,0,0,1,1073741824,1,0.6,-0.6981317,1.3962634,-0.5235988,0.5235988,-3.1415927,3.1415927,0.5,3,0.9773844,0.9773844,2.9321532,3.6651914,2.1991148,2.687807,6.1086526,7.574729,1.0471976,0.06,0,0,0,0,0,0.6,0.3,0,0,0.7,0.4,1037465424,0.13962634,0.3,0.05,0,0,0,0,0,0,0,0.2,0.3,10,5,1E-45,0,0,0.05,0.1,0.3,0,0,0,0,0,0,0,0.01,0.00017453292,0.01,0.01,0.01,0.3,1E-45,0.2617994,0.7853982,0,0.7853982,0.7853982,0,0,0.5,0,0,0
1803,,0,1.5,0,0.2,0.3,0.15,0.3,0,0,0,0,1.3962634,0,0,0,0,0.3,0.1,0.99,0.5,2,0,1,1,0.4,0.4,0.4,0.1,0.1,0.6,0.17453292,0.34906584,0.4,0.4,0.4,0.3,0,0,2,0,0,1,1073741824,1,0.6,-0.6981317,1.3962634,-0.5235988,0.5235988,-3.1415927,3.1415927,0.5,3,0.9773844,0.9773844,2.9321532,3.6651914,2.1991148,2.687807,6.1086526,7.574729,1.0471976,0.06,0,0,0,0,0,0.6,0.3,0,0,0.7,0.4,1037465424,0.13962634,0.3,0.05,0,0,0,0,0,0,0,0.2,0.3,10,5,1E-45,0,0,0.05,0.1,0.3,0,0,0,0,0,0,0,0.01,0.00017453292,0.01,0.01,0.01,0.3,0,0,0,0,0,0,0,0,0.5,0,0,0
2000,,0,2,0,0.5,0.3,0.15,0.3,0,0,0,1,1.3962634,0,0,0,0,0.3,0.1,0.99,0.5,2,0,1,1,0.4,0.4,0.4,0.1,0.1,0.4,0.17453292,0.34906584,0.4,0.4,0.8,0.6,0,0,2,0,0,1,1073741824,1,0.6,-0.6981317,1.3962634,-0.5235988,0.5235988,-3.1415927,3.1415927,0.5,3,0.9773844,0.9773844,2.9321532,3.6651914,2.1991148,2.687807,6.1086526,7.574729,1.0471976,0.06,0,0,0,0,0,0.6,0.3,0,0,0.7,0.4,1037465424,0.13962634,0.3,0.05,0,0,0,0,0,0,0,0.2,0.3,2,5,1E-45,0,0,0.05,0.1,0.3,0,0,0,0,0,0,0,0.01,0.00017453292,0.01,0.01,0.01,0.3,0,0,0,0,0,0,0,0,0.5,0,0,0
2100,,0,2,0,0.1,0.3,0.15,0.3,0,0,0,1,1.3962634,0,0,0,0,0.3,0.1,0.99,0.5,2,0,1,1,0.4,0.4,0.4,0.1,0.1,0.4,0.17453292,0.34906584,0.4,0.4,0.8,0.6,0,0,2,0,0,1,1073741824,1,0.6,-0.6981317,1.3962634,-0.5235988,0.5235988,-3.1415927,3.1415927,0.5,3,0.9773844,0.9773844,2.9321532,3.6651914,2.1991148,2.687807,6.1086526,7.574729,1.0471976,0.06,0,0,0,0,0,0.6,0.3,0,0,0.7,0.4,1037465424,0.13962634,0.3,0.05,0,0,0,0,0,0,0,0.2,0.3,2,5,1E-45,0,0,0.05,0.1,0.3,0,0,0,0,0,0,0,0.01,0.00017453292,0.01,0.01,0.01,0.3,0,0,0,0,0,0,0,0,0.5,0,0,0
2600,,0,2,0,0.2,0.3,0.15,0.3,0,0,0,1,1.3962634,0,0,0,0,0.3,0.1,0.99,0.5,2,0,1,1,0.4,0.4,0.4,0.1,0.1,0.4,0.17453292,0.34906584,0.4,0.4,0.4,0.3,0,0,2,0,0,1,1073741824,1,0.6,-0.6981317,1.3962634,-0.5235988,0.5235988,-3.1415927,3.1415927,0.5,3,0.9773844,0.9773844,2.9321532,3.6651914,2.1991148,2.687807,6.1086526,7.574729,1.0471976,0.06,0,0,0,0,0,0.6,0.3,0,0,0.7,0.4,1037465424,0.13962634,0.3,0.05,0,0,0,0,0,0,0,0.2,0.3,10,5,1E-45,0,0,0.05,0.1,0.3,0,0,0,0,0,0,0,0.01,0.00017453292,0.01,0.01,0.01,0.3,0,0,0,0,0,0,0,0,0.5,0,0,0
3000,,0,1.5,0,0.5,0.3,0.15,0.3,0,0,0,1,1.3962634,0,0,0,0,0.3,0.1,0.99,0.5,2,0,1,1,0.4,0.4,0.4,0.1,0.1,0.4,0.17453292,0.34906584,0.4,0.4,0.8,0.6,0,0,2,0,0,1,1073741824,1,0.6,-1.3962634,1.3962634,-0.5235988,0.5235988,-3.1415927,3.1415927,0.5,3,0.9773844,0.9773844,2.9321532,3.6651914,2.1991148,2.687807,6.1086526,7.574729,1.0471976,0.06,0,0,0,0,0,0.6,0.3,0,0,0.7,0.4,1037465424,0.13962634,0.3,0.05,0,0,0,0,0,0,0,0.2,0.3,2,5,1E-45,0,0,0.05,0.1,0.3,0,0,0,0,0,0,0,0.01,0.00017453292,0.01,0.01,0.01,0.3,0,0,0,0,0,0,0,0,0.5,0,0,0
3100,,0,1.5,0,0.1,0.3,0.15,0.3,0,0,0,1,1.3962634,0,0,0,0,0.3,0.1,0.99,0.5,2,0,1,1,0.4,0.4,0.4,0.1,0.1,0.4,0.17453292,0.34906584,0.4,0.4,0.8,0.6,0,0,2,0,0,1,1073741824,1,0.6,-1.3962634,1.3962634,-0.5235988,0.5235988,-3.1415927,3.1415927,0.5,3,0.9773844,0.9773844,2.9321532,3.6651914,2.1991148,2.687807,6.1086526,7.574729,1.0471976,0.06,0,0,0,0,0,0.6,0.3,0,0,0.7,0.4,1037465424,0.13962634,0.3,0.05,0,0,0,0,0,0,0,0.2,0.3,2,5,1E-45,0,0,0.05,0.1,0.3,0,0,0,0,0,0,0,0.01,0.00017453292,0.01,0.01,0.01,0.3,0,0,0,0,0,0,0,0,0.5,0,0,0
3200,,0,1.5,0,0.5,0.3,0.15,0.3,0,0,0,1,1.3962634,0,0,0,0,0.3,0.1,0.99,0.5,2,0,1,1,0.4,0.4,0.4,0.1,0.1,0.4,0.17453292,0.34906584,0.4,0.4,0.8,0.6,0,0,2,0,0,1,1073741824,1,0.6,-1.3962634,1.3962634,-0.5235988,0.5235988,-3.1415927,3.1415927,0.5,3,0.9773844,0.9773844,2.9321532,3.6651914,2.1991148,2.687807,6.1086526,7.574729,1.0471976,0.06,0,0,0,0,0,0.6,0.3,0,0,0.7,0.4,1037465424,0.13962634,0.3,0.05,0,0,0,0,0,0,0,0.2,0.3,2,5,1E-45,0,0,0.05,0.1,0.3,0,0,0,0,0,0,0,0.01,0.00017453292,0.01,0.01,0.01,0.3,0,0,0,0,0,0,0,0,0.5,0,0,0
3300,,0,1.5,0,0.1,0.3,0.15,0.3,0,0,0,1,1.3962634,0,0,0,0,0.3,0.1,0.99,0.5,2,0,1,1,0.4,0.4,0.4,0.1,0.1,0.4,0.17453292,0.34906584,0.4,0.4,0.8,0.6,0,0,2,0,0,1,1073741824,1,0.6,-1.3962634,1.3962634,-0.5235988,0.5235988,-3.1415927,3.1415927,0.5,3,0.9773844,0.9773844,2.9321532,3.6651914,2.1991148,2.687807,6.1086526,7.574729,1.0471976,0.06,0,0,0,0,0,0.6,0.3,0,0,0.7,0.4,1037465424,0.13962634,0.3,0.05,0,0,0,0,0,0,0,0.2,0.3,2,5,1E-45,0,0,0.05,0.1,0.3,0,0,0,0,0,0,0,0.01,0.00017453292,0.01,0.01,0.01,0.3,0,0,0,0,0,0,0,0,0.5,0,0,0
3400,,0,1.5,0,0.5,0.3,0.15,0.3,0,0,0,1,1.3962634,0,0,0,0,0.3,0.1,0.99,0.5,2,0,1,1,0.4,0.4,0.4,0.1,0.1,0.4,0.17453292,0.34906584,0.4,0.4,0.8,0.6,0,0,2,0,0,1,1073741824,1,0.6,-1.3962634,1.3962634,-0.5235988,0.5235988,-3.1415927,3.1415927,0.5,3,0.9773844,0.9773844,2.9321532,3.6651914,2.1991148,2.687807,6.1086526,7.574729,1.0471976,0.06,0,0,0,0,0,0.6,0.3,0,0,0.7,0.4,1037465424,0.13962634,0.3,0.05,0,0,0,0,0,0,0,0.2,0.3,2,5,1E-45,0,0,0.05,0.1,0.3,0,0,0,0,0,0,0,0.01,0.00017453292,0.01,0.01,0.01,0.3,0,0,0,0,0,0,0,0,0.5,0,0,0
3500,,0,1.5,0,0.1,0.3,0.15,0.3,0,0,0,1,1.3962634,0,0,0,0,0.3,0.1,0.99,0.5,2,0,1,1,0.4,0.4,0.4,0.1,0.1,0.4,0.17453292,0.34906584,0.4,0.4,0.8,0.6,0,0,2,0,0,1,1073741824,1,0.6,-1.3962634,1.3962634,-0.5235988,0.5235988,-3.1415927,3.1415927,0.5,3,0.9773844,0.9773844,2.9321532,3.6651914,2.1991148,2.687807,6.1086526,7.574729,1.0471976,0.06,0,0,0,0,0,0.6,0.3,0,0,0.7,0.4,1037465424,0.13962634,0.3,0.05,0,0,0,0,0,0,0,0.2,0.3,2,5,1E-45,0,0,0.05,0.1,0.3,0,0,0,0,0,0,0,0.01,0.00017453292,0.01,0.01,0.01,0.3,0,0,0,0,0,0,0,0,0.5,0,0,0
4000,,0,1.5,0,0.2,0.3,0.15,0.3,0,0,0,1,1.3962634,0,0,0,0,0.3,0.1,0.99,0.5,2,0,1,1,0.4,0.4,0.4,0.1,0.1,0.4,0.17453292,0.34906584,0.4,0.4,0.2,0.15,0,0,2,0,0,1,1073741824,1,0.6,-0.6981317,1.3962634,-0.5235988,0.5235988,-3.1415927,3.1415927,0.5,3,0.9773844,0.9773844,2.9321532,3.6651914,2.1991148,2.687807,6.1086526,7.574729,1.0471976,0.06,0,0,0,0,0,0.4,0.2,0,0,0.7,0.4,1037465424,0.13962634,0.3,0.05,0,0,0,0,0,0,0,0.2,0.3,2,5,1E-45,0,0,0.05,0.1,0.3,0,0,0,0,0,0,0,0.01,0.00017453292,0.01,0.01,0.01,0.3,0,0,0,0,0,0,0,0,0.5,0,0,0
4300,,0,1.5,0,0.3,0.6,0.15,0.3,0,0,0,1,1.3962634,0,0,0,0,0.3,0.1,0.99,0.5,2,0,1,1,0.4,0.4,0.4,0.1,0.1,1,0.17453292,0.34906584,0.4,0.4,0.4,0.3,0,0,2,0,0,1,1073741824,1,0.6,0,0,-0.5235988,0.5235988,-3.1415927,3.1415927,0.5,3,0.9773844,0.9773844,2.9321532,3.6651914,2.1991148,2.687807,6.1086526,7.574729,1.0471976,0.06,0,0,0,0,0,0.6,0.3,0,0,0.7,0.4,1037465424,0.13962634,0.3,0.05,0,0,0,0,0,0,0,0.2,0.3,2,5,1E-45,0,0,0.05,0.1,0.3,0,0,0,0,0,0,0,0.01,0.00017453292,0.01,0.01,0.01,0.3,1E-45,0,0.5235988,0,0,0,0,0,0.5,0,0,0
4400,,0,2,0,0.3,0.6,0.15,0.3,0,0,0,1,1.3962634,0,0,0,0,0.3,0.1,0.99,0.5,2,0,1,1,0.4,0.4,0.4,0.1,0.1,1,0.17453292,0.34906584,0.4,0.4,0.4,0.3,0,0,2,0,0,1,1073741824,1,0.6,0,0,-0.5235988,0.5235988,-3.1415927,3.1415927,0.5,3,0.9773844,0.9773844,2.9321532,3.6651914,2.1991148,2.687807,6.1086526,7.574729,1.0471976,0.06,0,0,0,0,0,0.6,0.3,0,0,0.7,0.4,1037465424,0.13962634,0.3,0.05,0,0,0,0,0,0,0,0.2,0.3,2,5,1E-45,0,0,0.05,0.1,0.3,0,0,0,0,0,0,0,0.01,0.00017453292,0.01,0.01,0.01,0.3,1E-45,0,0.5235988,0,0,0,0,0,0.5,0,0,0
5000,,0,1.5,0,1,1,0.15,0.3,0,0,0,1,1.3962634,0,0,0,0,0.3,0.1,0.99,0.5,2,0,1,1,0.4,0.4,0.4,0.1,0.1,0.4,0.17453292,0.34906584,0.4,0.4,0.4,0.3,0,0,2,0,0,1,1073741824,1,0.6,-0.6981317,1.3962634,-0.5235988,0.5235988,-3.1415927,3.1415927,0.5,3,0.9773844,0.9773844,2.9321532,3.6651914,2.1991148,2.687807,6.1086526,7.574729,1.0471976,0.06,0,0,0,0,0,0.6,0.3,0,0,0.7,0.4,1037465424,0.13962634,0.3,0.05,0,0,0,0,0,0,0,0.2,0.3,2,5,1E-45,0,0,0.05,0.1,0.3,0,0,0,0,0,0,0,0.01,0.00017453292,0.01,0.01,0.01,0.3,0,0,0,0,0,0,0,0,0.5,0,0,0
5001,,0,1.5,0,1,1,0.15,0.3,0,0,0,1,1.3962634,0,0,0,0,0.3,0.1,0.99,0.5,2,0,1,1,0.4,0.4,0.4,0.1,0.1,0.4,0.17453292,0.34906584,0.4,0.4,0.4,0.3,0,0,2,0,0,1,1073741824,1,0.6,-0.6981317,1.3962634,-0.5235988,0.5235988,-3.1415927,3.1415927,0.5,3,0.9773844,0.9773844,2.9321532,3.6651914,2.1991148,2.687807,6.1086526,7.574729,1.0471976,0.06,0,0,0,0,0,0.6,0.3,0,0,0.7,0.4,1037465424,0.13962634,0.3,0.05,0,0,0,0,0,0,0,0.2,0.3,2,5,1E-45,0,0,0.05,0.1,0.3,0,0,0,0,0,0,0,0.01,0.00017453292,0.01,0.01,0.01,0.3,0,0,0,0,0,0,0,0,0.5,0,0,0
5100,,0,0.75,0,0.2,0.3,0.15,0.3,0,0,0,1,1.3962634,0,0,0,0,0.3,0.1,0.99,0.5,2,0,1,1,0.4,0.4,0.4,0.1,0.1,0.4,0.17453292,0.34906584,0.4,0.4,0.4,0.3,0,0,2,0,0,1,1073741824,1,0.6,-0.6981317,1.3962634,-0.5235988,0.5235988,-3.1415927,3.1415927,0.5,3,0.9773844,0.9773844,2.9321532,3.6651914,2.1991148,2.687807,6.1086526,7.574729,1.0471976,0.06,0,0,0,0,0,0.6,0.3,0,0,0.7,0.4,1037465424,0.13962634,0.3,0.05,0,0,0,0,0,0,0,0.2,0.3,2,5,1E-45,0,0,0.05,0.1,0.3,0,0,0,0,0,0,0,0.01,0.00017453292,0.01,0.01,0.01,0.3,0,0,0,0,0,0,0,0,0.5,0,0,0
5101,,0,2,0,0.2,0.3,0.15,0.3,0,0,0,1,1.3962634,0,0,0,0,0.3,0.1,0.99,0.5,2,0,1,1,0.3,0.4,0.1,0.1,0.1,0.4,0.17453292,0.34906584,0.1,0.4,0.1,0.3,0,0,2,0,0,1,1073741824,1,0.6,-0.6981317,1.3962634,-0.5235988,0.5235988,-3.1415927,3.1415927,0.5,3,0.9773844,0.9773844,2.9321532,3.6651914,2.1991148,2.687807,6.1086526,7.574729,1.0471976,0.06,0,0,0,0,0,0.6,0.3,0,0,0.7,0.4,1037465424,0.13962634,0.3,0.05,0,0,0,0,0,0,0,0.2,0.3,2,5,1E-45,0,0,0.05,0.1,0.3,0,0,0,0,0,0,0,0.01,0.00017453292,0.01,0.01,0.01,0.3,0,0,0,0,0,0,0,0,0.5,0,0,0
7200,,0,0.75,0,0.2,0.3,0.15,0.3,0,0,0,1,1.3962634,0,0,0,0,0.3,0.1,0.99,0.5,2,0,1,1,0.4,0.4,0.4,0.1,0.1,0.4,0.17453292,0.34906584,0.4,0.4,0.4,0.3,0,0,2,0,0,1,1073741824,1,0.6,-0.6981317,1.3962634,-0.5235988,0.34906584,-3.1415927,3.1415927,0.5,3,0.9773844,0.9773844,2.9321532,3.6651914,2.1991148,2.687807,6.1086526,7.574729,1.0471976,0.06,0,0,0,0,0,0.6,0.3,0,0,0.7,0.4,1037465424,0.13962634,0.3,0.05,0,0,0,0,0,0,0,0.2,0.3,2,5,1E-45,0,0,0.05,0.1,0.3,0,0,0,0,0,0,0,0.01,0.00017453292,0.01,0.01,0.01,0.3,0,0,0,0,0,0,0,0,0.5,0,0,0
9998,,0,1.5,0,0.2,0.3,0.15,0.3,0,0,0,1,0,0,0,0,0,0.3,0.1,0.99,0.5,2,0,1,1,0.4,0.4,0.4,0.1,0.1,0.4,0.17453292,0.34906584,0.4,0.4,0.4,0.3,0,0,2,0,0,1,1073741824,1,0.6,-0.6981317,1.3962634,-0.5235988,0.5235988,-3.1415927,3.1415927,0.5,3,0.9773844,0.9773844,2.9321532,3.6651914,2.1991148,2.687807,6.1086526,7.574729,1.0471976,0.06,0,0,0,0,0,0.6,0.3,0,0,0.7,0.4,1037465424,0.13962634,0.3,0.05,0,0,0,0,0,0,0,0.2,0.3,2,5,1E-45,0,0,0.05,0.1,0.3,0,0,0,0,0,0,0,0.01,0.00017453292,0.01,0.01,0.01,0.3,0,0,0,0,0,0,0,0,0.5,0,0,0
10000,,0,1.5,0,0.7,0.5,0.2,0.2,0,0,0,1,0,0,0,0,0,0.3,0.1,0.99,0.5,2,0,1,1,1,1,1,1,0.1,1,0,0,0.7,0.7,0.4,0.3,0,0,2,0,0,1,1073741824,1,0.6,-0.6981317,1.3962634,-0.5235988,0.5235988,-3.1415927,3.1415927,0.5,3,0.9773844,0.9773844,2.9321532,3.6651914,2.1991148,2.687807,6.1086526,7.574729,1.0471976,0.06,0,0,0,0,0,0.6,0.3,0,0,0.7,0.4,1037465424,0.13962634,0.3,0.05,0,0,0,0,0,0,0,0.2,0.3,2,5,1E-45,0,0,0.05,0.1,0.3,0,0,0,0,0,0,0,0.01,0.00017453292,0.01,0.01,0.01,0.3,0,0,0,0,0,0,0,0,0.5,0,0,0
